plant_id,filename,area_pixels,width,height,color_freq_1_hex,color_freq_1_pct,color_freq_2_hex,color_freq_2_pct,color_freq_3_hex,color_freq_3_pct,color_freq_4_hex,color_freq_4_pct,color_freq_5_hex,color_freq_5_pct,color_perceptual_1_hex,color_perceptual_1_pct,color_perceptual_2_hex,color_perceptual_2_pct,color_perceptual_3_hex,color_perceptual_3_pct,color_perceptual_4_hex,color_perceptual_4_pct,color_perceptual_5_hex,color_perceptual_5_pct,color_saliency_1_hex,color_saliency_1_pct,color_saliency_2_hex,color_saliency_2_pct,color_saliency_3_hex,color_saliency_3_pct,color_saliency_4_hex,color_saliency_4_pct,color_saliency_5_hex,color_saliency_5_pct,color_botanical_1_hex,color_botanical_1_pct,color_botanical_2_hex,color_botanical_2_pct,color_botanical_3_hex,color_botanical_3_pct,color_botanical_4_hex,color_botanical_4_pct,color_botanical_5_hex,color_botanical_5_pct,color_chroma_1_hex,color_chroma_1_pct,color_chroma_2_hex,color_chroma_2_pct,color_chroma_3_hex,color_chroma_3_pct,color_chroma_4_hex,color_chroma_4_pct,color_chroma_5_hex,color_chroma_5_pct,color_visual_1_hex,color_visual_1_pct,color_visual_2_hex,color_visual_2_pct,color_visual_3_hex,color_visual_3_pct,color_visual_4_hex,color_visual_4_pct,color_visual_5_hex,color_visual_5_pct,family,genus,species
KW_T_423_3_0038R,KW_T_423_3_0038R.tif_segmented.png,1058165,2939,3635,#7c795d,6.77,#726f56,5.95,#848265,5.62,#68664f,4.96,#94916e,4.85,#c5c488,3.01,#afae71,3.76,#ccc6a5,1.72,#b5b380,3.4,#a2a06a,3.88,#afab99,2.3,#b9b7ac,2.42,#ccc6a5,1.72,#979387,1.64,#5d5945,2.93,#c5c488,3.01,#afae71,3.76,#b5b380,3.4,#908c61,4.17,#7c795d,6.77,#c6c683,1.38,#c9c591,1.41,#babb7c,1.93,#aeac6b,1.66,#b3af82,1.52,#afab99,2.3,#b9b7ac,2.42,#ccc6a5,1.72,#979387,1.64,#5d5945,2.93,,Berberis,Berberis vulgaris
KW_T_423_3_0040R,KW_T_423_3_0040R.tif_segmented.png,1389026,2943,3631,#555443,11.43,#5e604b,11.0,#696a53,8.85,#737358,7.05,#49453a,6.05,#c4c98f,2.22,#b5bb82,3.6,#aaaf70,1.91,#555443,11.43,#5e604b,11.0,#bbb6a5,2.64,#aca199,2.9,#978c85,2.7,#a4a281,2.7,#c4c98f,2.22,#c4c98f,2.22,#49453a,6.05,#b5bb82,3.6,#999770,4.18,#aaaf70,1.91,#c8cd94,1.45,#aaae64,0.54,#bec485,1.3,#845f62,0.41,#b5bb79,1.41,#bbb6a5,2.64,#aca199,2.9,#978c85,2.7,#a4a281,2.7,#c4c98f,2.22,Plantaginaceae,Linaria,Linaria vulgaris
KW_T_423_3_0042R,KW_T_423_3_0042R.tif_segmented.png,1108864,2945,3659,#605c49,9.23,#6d6652,7.47,#786e5c,6.54,#544d3e,5.81,#9a9870,5.66,#c7c789,0.64,#aaaa7c,3.92,#544d3e,5.81,#605c49,9.23,#9a9870,5.66,#b2ad96,3.02,#a59d88,3.38,#979283,2.85,#aaaa7c,3.92,#8b8772,3.25,#c7c789,0.64,#9e7374,1.56,#464d54,1.77,#9a9870,5.66,#5d6f7e,2.06,#c9cb89,0.47,#9b6e6f,0.59,#8b5d5e,0.75,#a97e7e,0.52,#a7a175,1.61,#b2ad96,3.02,#a59d88,3.38,#979283,2.85,#aaaa7c,3.92,#8b8772,3.25,Plantaginaceae,Linaria,Linaria vulgaris 'Peloria'
KW_T_423_3_0044R,KW_T_423_3_0044R.tif_segmented.png,738593,2948,3643,#a4a574,7.89,#9b9b6d,7.74,#d6d36d,7.74,#929169,6.58,#7e7e5c,6.56,#d6d36d,7.74,#c7bd61,3.31,#b4a958,3.05,#c2c385,2.51,#9f914f,1.65,#b9b69d,3.06,#a9a882,4.43,#c2c385,2.51,#a4a574,7.89,#b5b77c,5.01,#d6d36d,7.74,#c7bd61,3.31,#b4a958,3.05,#9f914f,1.65,#c2c385,2.51,#d6d268,3.8,#d7d573,3.72,#cac262,2.33,#bdb057,1.65,#ac9f54,1.93,#b9b69d,3.06,#a9a882,4.43,#c2c385,2.51,#a4a574,7.89,#b5b77c,5.01,,Vicia,Vicia cracca
KW_T_423_3_0046R,KW_T_423_3_0046R.tif_segmented.png,1681343,2958,3655,#aaac79,7.25,#a1a171,6.89,#8b8963,6.23,#969469,6.05,#66644a,5.91,#bec183,2.53,#c7c894,1.82,#b4b580,4.45,#aaac79,7.25,#a1a171,6.89,#c5c3b4,3.38,#beb6a5,3.87,#adaa9d,3.92,#a09c8f,3.5,#908d7e,2.65,#c7c894,1.82,#bec183,2.53,#b4b580,4.45,#969469,6.05,#8b8963,6.23,#c9ca93,1.63,#bfc286,2.16,#b8ba7f,2.91,#d4d2aa,0.48,#949369,5.0,#c5c3b4,3.38,#beb6a5,3.87,#adaa9d,3.92,#a09c8f,3.5,#908d7e,2.65,,Hieracium,Hieracium umbellatum
KW_T_423_3_0048R,KW_T_423_3_0048R.tif_segmented.png,1987580,2966,3643,#9b9974,4.56,#abac77,3.52,#8e8a67,3.19,#cfc7b3,3.03,#c2baa8,2.81,#d1ce97,1.06,#bcbd89,2.16,#abac77,3.52,#cfc7b3,3.03,#c2baa8,2.81,#5f5b49,1.47,#6d6855,2.39,#7d7a5d,2.75,#8e8a67,3.19,#afac8a,2.62,#d1ce97,1.06,#bcbd89,2.16,#9b9974,4.56,#7d7a5d,2.75,#abac77,3.52,#d4cf96,0.68,#c5c291,0.79,#b1b36f,0.81,#bcbe86,1.04,#aaa982,1.77,#5f5b49,1.47,#6d6855,2.39,#7d7a5d,2.75,#8e8a67,3.19,#afac8a,2.62,,Achillea,Achillea ptarmica
KW_T_423_3_0050R,KW_T_423_3_0050R.tif_segmented.png,915056,2972,3651,#878466,5.93,#7b775c,5.3,#928e71,5.05,#6d6c53,4.45,#9c9b75,4.24,#d4d2a2,1.49,#b9bb88,2.62,#c0be9f,2.79,#a9a982,3.83,#5f514c,3.16,#c0be9f,2.79,#b2aba9,1.68,#b5b497,3.0,#aaa693,2.9,#9d9787,3.36,#d4d2a2,1.49,#b9bb88,2.62,#9c9b75,4.24,#7b775c,5.3,#a9a982,3.83,#d8d47b,0.13,#d0d19c,1.01,#c1c38d,1.04,#b5b886,1.66,#b7a880,0.34,#c0be9f,2.79,#b2aba9,1.68,#b5b497,3.0,#aaa693,2.9,#9d9787,3.36,,Milium,Milium effusum
KW_T_423_3_0052R,KW_T_423_3_0052R.tif_segmented.png,1761739,2976,3639,#7c8273,8.7,#717460,7.19,#ded76a,6.92,#99a091,6.71,#a4aa95,6.17,#ded76a,6.92,#dacb55,3.37,#ddd979,5.41,#bda149,1.58,#c6b964,1.83,#c6c3a9,2.61,#b1b69c,5.41,#b0ae82,4.34,#a4aa95,6.17,#a8a372,3.4,#dacb55,3.37,#ded76a,6.92,#ddd979,5.41,#bda149,1.58,#c6b964,1.83,#d7c74c,1.62,#ddd25e,3.22,#ded86d,6.11,#deda7a,4.57,#c0993f,0.71,#c6c3a9,2.61,#b1b69c,5.41,#b0ae82,4.34,#a4aa95,6.17,#a8a372,3.4,,Sium,Sium latifolium
KW_T_423_3_0054R,KW_T_423_3_0054R.tif_segmented.png,1362352,2978,3627,#65644c,8.1,#919067,7.61,#868564,7.17,#77765c,5.99,#acad73,5.5,#ccc96a,0.57,#b2b065,1.43,#b9bc7e,3.54,#acad73,5.5,#a19f64,3.0,#bcb8a0,2.24,#aba78e,2.49,#979183,2.37,#ccc96a,0.57,#b9bc7e,3.54,#ccc96a,0.57,#b2b065,1.43,#b9bc7e,3.54,#a19f64,3.0,#919067,7.61,#d0cb6f,0.56,#b7b565,1.02,#bdc084,1.57,#b5b879,3.28,#a3a265,2.6,#bcb8a0,2.24,#aba78e,2.49,#979183,2.37,#ccc96a,0.57,#b9bc7e,3.54,,Lotus,Lotus corniculatus subsp. corniculatus
KW_T_423_3_0056R,KW_T_423_3_0056R.tif_segmented.png,1167202,2980,3639,#595e4a,10.02,#70725c,9.66,#676a56,9.5,#525644,9.4,#606450,9.37,#b7af75,1.7,#855d4c,0.44,#a49868,1.83,#525644,9.4,#bbb79f,2.89,#bbb79f,2.89,#aeab95,5.11,#855d4c,0.44,#a1a087,3.37,#a49868,1.83,#b7af75,1.7,#a49868,1.83,#797b65,6.96,#80846c,3.8,#484c3d,5.81,#c1ba79,0.54,#a89b66,0.98,#b4ab73,1.02,#929779,1.6,#a4a688,0.98,#bbb79f,2.89,#aeab95,5.11,#855d4c,0.44,#a1a087,3.37,#a49868,1.83,,Bidens,Bidens cernua
KW_T_423_3_0058R,KW_T_423_3_0058R.tif_segmented.png,556629,2937,3639,#817c68,7.81,#77715d,7.09,#8b8775,5.32,#6d6654,5.15,#bcbaa5,4.66,#bdb56c,0.51,#595341,1.9,#bcbaa5,4.66,#635d4b,4.02,#a8aa80,1.65,#bcbaa5,4.66,#b1b09c,3.78,#bbab97,0.73,#a8a592,3.29,#908e66,3.52,#bdb56c,0.51,#908e66,3.52,#817c68,7.81,#9c9b71,2.86,#77715d,7.09,#c2ba6d,0.31,#b1a268,0.37,#939166,1.49,#b4b38c,0.5,#9a996f,1.67,#bcbaa5,4.66,#b1b09c,3.78,#bbab97,0.73,#a8a592,3.29,#908e66,3.52,,Tanacetum,Tanacetum vulgare
KW_T_423_3_0060R,KW_T_423_3_0060R.tif_segmented.png,1481970,2939,3635,#8f8d73,7.0,#a9ad8f,6.0,#7f7b63,5.76,#75735e,5.63,#9c957c,5.59,#bfbda5,4.1,#b3b499,5.12,#a9ad8f,6.0,#9ca383,4.09,#a5a088,4.79,#bfbda5,4.1,#b3b499,5.12,#a9ad8f,6.0,#a5a088,4.79,#9ca383,4.09,#414238,0.44,#929878,4.2,#4f4e40,1.96,#7f7b63,5.76,#83856b,5.03,#afb795,1.77,#a4a988,2.78,#a9b18f,2.14,#8f9573,2.35,#888d6d,2.03,#bfbda5,4.1,#b3b499,5.12,#a9ad8f,6.0,#a5a088,4.79,#9ca383,4.09,,Schoenus,Schoenus nigricans
KW_T_423_3_0062R,KW_T_423_3_0062R.tif_segmented.png,1447355,2943,3635,#6a6850,6.33,#615f49,6.31,#727057,5.94,#868562,4.81,#909069,4.77,#c0b588,0.45,#4c4638,2.56,#a8aa7b,2.07,#585540,4.72,#bcbaa4,3.56,#bcbaa4,3.56,#aeac95,3.31,#c0b588,0.45,#a09d86,4.07,#a8aa7b,2.07,#c0b588,0.45,#909069,4.77,#9a9a73,4.36,#797762,3.87,#4c4638,2.56,#bfb583,0.41,#adaf8b,1.01,#908f68,2.49,#a0a382,1.62,#97966c,2.42,#bcbaa4,3.56,#aeac95,3.31,#c0b588,0.45,#a09d86,4.07,#a8aa7b,2.07,,Dipsacus,Dipsacus fullonum
KW_T_423_3_0064R,KW_T_423_3_0064R.tif_segmented.png,989374,2948,3635,#6d6f59,4.6,#959475,4.37,#8b8a6c,4.29,#a09e7d,3.89,#b7b290,3.74,#cac591,2.45,#b6a374,1.7,#b7b290,3.74,#635741,1.95,#a59167,1.57,#807e66,3.36,#6d6f59,4.6,#626450,3.68,#7d745a,2.82,#8b8a6c,4.29,#cac591,2.45,#b6a374,1.7,#807e66,3.36,#7d745a,2.82,#a09e7d,3.89,#cac08a,1.09,#d0ca9a,0.89,#baa676,0.94,#a7a57f,1.88,#c2c199,1.46,#807e66,3.36,#6d6f59,4.6,#626450,3.68,#7d745a,2.82,#8b8a6c,4.29,,Pyrola,Pyrola rotundifolia
KW_T_423_3_0066R,KW_T_423_3_0066R.tif_segmented.png,292051,2948,3647,#6d6855,5.79,#625643,5.45,#7c7156,5.32,#7f7962,4.95,#635d4c,4.78,#d6d077,2.86,#cabe76,2.66,#c09363,3.03,#b3af78,2.99,#9a7e55,3.99,#b5b09e,3.13,#a6a08d,3.25,#958f7a,3.61,#8c8569,4.59,#7f7962,4.95,#d6d077,2.86,#cabe76,2.66,#c09363,3.03,#a39869,3.0,#b3af78,2.99,#dcd567,0.9,#ceb561,0.84,#d3ce7b,1.78,#c9bd76,1.64,#cfc88f,1.15,#b5b09e,3.13,#a6a08d,3.25,#958f7a,3.61,#8c8569,4.59,#7f7962,4.95,,Melampyrum,Melampyrum arvense
KW_T_423_3_0068R,KW_T_423_3_0068R.tif_segmented.png,954109,2950,3647,#5d5d3f,11.97,#676645,11.35,#6f6d49,9.53,#78744c,6.97,#827d55,6.85,#dbd88b,0.21,#cec394,1.54,#5d5d3f,11.97,#676645,11.35,#6f6d49,9.53,#dbd88b,0.21,#cec394,1.54,#bcb59d,2.45,#b0a98d,2.44,#a09683,2.25,#dbd88b,0.21,#cec394,1.54,#a29c70,1.86,#8e885f,4.28,#827d55,6.85,#d2c892,1.26,#6d3c38,0.34,#908961,2.94,#888258,3.32,#726d44,3.77,#dbd88b,0.21,#cec394,1.54,#bcb59d,2.45,#b0a98d,2.44,#a09683,2.25,,Anthyllis,Anthyllis vulneraria
KW_T_423_3_0070R,KW_T_423_3_0070R.tif_segmented.png,773455,2952,3639,#a39f7b,4.98,#8d876a,4.75,#9a9573,4.69,#bfbaa7,4.23,#7d7b5f,4.12,#b9b67f,2.47,#c1b78f,1.97,#afa77e,3.08,#7d6650,2.13,#bfbaa7,4.23,#bfbaa7,4.23,#aea994,3.71,#c1b78f,1.97,#9e8567,1.99,#7d6650,2.13,#b9b67f,2.47,#afa77e,3.08,#a39f7b,4.98,#7d7b5f,4.12,#c1b78f,1.97,#cfc568,0.28,#beb183,1.16,#b6b982,1.87,#8b8966,1.79,#afa481,1.97,#bfbaa7,4.23,#aea994,3.71,#c1b78f,1.97,#9e8567,1.99,#7d6650,2.13,,Galium,Galium mollugo
KW_T_423_3_0072R,KW_T_423_3_0072R.tif_segmented.png,1069206,2954,3643,#787755,10.44,#827e5a,9.69,#6e6e4f,8.54,#969569,7.61,#8c895e,7.47,#d8d56f,5.11,#cebb4f,1.28,#d0c863,2.5,#c7c582,1.37,#b7b46e,3.53,#ab8d80,2.66,#a67870,3.07,#c7c582,1.37,#b3ab8e,2.78,#935c57,2.59,#cebb4f,1.28,#d8d56f,5.11,#d0c863,2.5,#a59753,1.48,#c7c582,1.37,#ccbb51,1.82,#d9d773,4.11,#d2cc67,3.62,#a69853,1.14,#965d5a,1.31,#ab8d80,2.66,#a67870,3.07,#c7c582,1.37,#b3ab8e,2.78,#935c57,2.59,,Echium,Echium vulgare
KW_T_423_3_0074R,KW_T_423_3_0074R.tif_segmented.png,450788,2958,3663,#696a56,9.23,#72725b,8.64,#7c7c63,8.08,#61614f,7.58,#888765,6.63,#cec386,0.54,#b4af7c,1.75,#c6c3b1,2.4,#a2a378,3.56,#949670,6.3,#c6c3b1,2.4,#b9b6a3,2.28,#cec386,0.54,#ada996,2.35,#b4af7c,1.75,#cec386,0.54,#b4af7c,1.75,#7c7c63,8.08,#4d4e41,2.24,#949670,6.3,#dad78a,0.15,#c6b884,0.65,#bca171,0.49,#8e906c,2.73,#9a9d7b,1.44,#c6c3b1,2.4,#b9b6a3,2.28,#cec386,0.54,#ada996,2.35,#b4af7c,1.75,,Luzula,Luzula campestris
KW_T_423_3_0076R,KW_T_423_3_0076R.tif_segmented.png,656867,2956,3647,#969665,10.66,#adaf71,9.53,#a1a16b,9.35,#8a8a62,6.62,#7c7c58,6.41,#cbb95a,0.51,#b28b48,0.5,#adaf71,9.53,#bab97c,5.81,#c6c48c,2.35,#bdb7a0,3.25,#afa992,2.47,#cbb95a,0.51,#b28b48,0.5,#aaa080,2.26,#cbb95a,0.51,#b28b48,0.5,#c6c48c,2.35,#bab97c,5.81,#adaf71,9.53,#d0bf58,0.44,#b88f4a,0.44,#c5c487,2.23,#b8b078,1.95,#bcb982,3.17,#bdb7a0,3.25,#afa992,2.47,#cbb95a,0.51,#b28b48,0.5,#aaa080,2.26,,Odontites,Odontites vernus subsp. serotinus
KW_T_423_3_0078R,KW_T_423_3_0078R.tif_segmented.png,345416,2958,3659,#7e6c58,6.08,#988f78,5.6,#ada974,5.23,#a49b83,5.12,#74634f,5.11,#d0cf9b,1.9,#bdba7f,3.07,#ada974,5.23,#c4aa93,2.66,#a29868,3.65,#c0bba8,4.51,#b6b19d,3.66,#c4aa93,2.66,#655946,2.33,#74634f,5.11,#d0cf9b,1.9,#bdba7f,3.07,#a29868,3.65,#ada974,5.23,#7e6c58,6.08,#cac372,0.53,#d1cf9c,2.13,#b6b478,2.13,#bcba89,1.96,#ada86e,2.56,#c0bba8,4.51,#b6b19d,3.66,#c4aa93,2.66,#655946,2.33,#74634f,5.11,,Mercurialis,Mercurialis annua
KW_T_423_3_0080R,KW_T_423_3_0080R.tif_segmented.png,767802,2958,3647,#79755c,6.8,#8e8d6e,5.58,#5d5b47,5.44,#9d8285,5.3,#c2bda0,5.02,#bab67e,4.45,#c2bda0,5.02,#a59e6e,4.23,#cac1b2,4.97,#8e855c,3.53,#cac1b2,4.97,#c2bda0,5.02,#b2af95,3.37,#a4a487,4.99,#989779,4.23,#bab67e,4.45,#a59e6e,4.23,#bda0a2,2.23,#af8f93,3.55,#a4a487,4.99,#c4c189,1.53,#b58f95,0.98,#b6b57b,2.2,#aea678,1.72,#a6a888,3.2,#cac1b2,4.97,#c2bda0,5.02,#b2af95,3.37,#a4a487,4.99,#989779,4.23,,Illecebrum,Illecebrum verticillatum
KW_T_423_3_0082R,KW_T_423_3_0082R.tif_segmented.png,8623081,2960,3655,#9da179,1.55,#6d6a4b,1.54,#7f7b5e,1.52,#90936a,1.52,#a7a987,1.33,#b2b980,0.72,#a1a265,0.86,#8a8a54,1.03,#6d6a4b,1.54,#b6b79b,0.82,#938677,0.67,#6d6a4b,1.54,#7f7b5e,1.52,#a7a987,1.33,#9da179,1.55,#a7a987,1.33,#8a8a54,1.03,#a1a265,0.86,#7f7b5e,1.52,#b2b980,0.72,#895f61,0.05,#bcc296,0.24,#cbcda5,0.06,#a8ab69,0.35,#97975c,0.34,#938677,0.67,#6d6a4b,1.54,#7f7b5e,1.52,#a7a987,1.33,#9da179,1.55,,Agrostemma,Agrostemma githago
KW_T_423_3_0084R,KW_T_423_3_0084R.tif_segmented.png,1821148,2958,3651,#828365,8.39,#8e906f,8.21,#615c46,7.7,#77755a,7.58,#6c6950,7.47,#e7e283,2.39,#dccf61,1.99,#bcab5c,1.18,#c8cd93,3.96,#bac189,5.98,#baba9f,2.61,#bcab5c,1.18,#c8cd93,3.96,#aaab8e,3.23,#bac189,5.98,#dccf61,1.99,#e7e283,2.39,#bcab5c,1.18,#c8cd93,3.96,#bac189,5.98,#e4dc71,1.73,#d7c85d,1.24,#e7e28a,1.66,#b29e58,1.05,#c8cc9a,3.89,#baba9f,2.61,#bcab5c,1.18,#c8cd93,3.96,#aaab8e,3.23,#bac189,5.98,,Polygala,Polygala vulgaris
KW_T_423_3_0086R,KW_T_423_3_0086R.tif_segmented.png,938280,2956,3651,#8a8367,5.63,#6c664d,5.19,#9c9377,4.88,#bfb393,4.81,#7c6b5d,4.47,#e2d058,1.96,#e3d868,1.71,#d8bc52,2.73,#c5a54b,1.52,#a4873e,0.58,#d5ce9e,1.18,#c9c0a7,3.54,#bfb393,4.81,#ada388,4.0,#9c9377,4.88,#e2d058,1.96,#e3d868,1.71,#d8bc52,2.73,#c5a54b,1.52,#a4873e,0.58,#d8b843,0.99,#e4d965,2.17,#dec857,2.17,#cdac51,1.83,#ccbb68,0.89,#d5ce9e,1.18,#c9c0a7,3.54,#bfb393,4.81,#ada388,4.0,#9c9377,4.88,,Petasites,Petasites hybridus
KW_T_423_3_0088R,KW_T_423_3_0088R.tif_segmented.png,1031478,2956,3655,#a5a67a,6.65,#9b9a71,6.1,#68644d,6.08,#918f6a,5.7,#7d7a5b,5.56,#b5b580,4.46,#a5a67a,6.65,#c8c4b1,3.01,#9b9a71,6.1,#68644d,6.08,#c8c4b1,3.01,#b8afa2,2.96,#a69a95,3.49,#988c83,3.66,#aeac8e,1.67,#b5b580,4.46,#9b9a71,6.1,#918f6a,5.7,#7d7a5b,5.56,#a5a67a,6.65,#b9bc84,2.02,#919167,2.21,#afae7c,3.32,#96966d,2.88,#b1b08b,1.01,#c8c4b1,3.01,#b8afa2,2.96,#a69a95,3.49,#988c83,3.66,#aeac8e,1.67,,Senecio,Senecio vulgaris
KW_T_423_3_0090R,KW_T_423_3_0090R.tif_segmented.png,1110557,2956,3651,#726f54,8.05,#9d9c72,6.9,#7c7858,6.56,#69664b,6.53,#93916a,5.81,#aaa96f,3.35,#bab787,2.88,#605941,2.33,#69664b,6.53,#a8a67e,5.61,#c4beab,2.94,#bab2a4,3.14,#b1a89d,3.12,#a49995,2.65,#948984,2.59,#bab787,2.88,#93916a,5.81,#aaa96f,3.35,#a8a67e,5.61,#9d9c72,6.9,#b8b585,1.73,#9c9769,2.85,#92916b,4.1,#b0ae7e,2.64,#c0bc93,1.14,#c4beab,2.94,#bab2a4,3.14,#b1a89d,3.12,#a49995,2.65,#948984,2.59,,Lolium,Lolium perenne
KW_T_423_3_0092R,KW_T_423_3_0092R.tif_segmented.png,2258567,2958,3647,#66654e,8.04,#6e6f56,7.59,#87896a,7.12,#5e5e47,6.94,#7c7f62,6.87,#a9ae84,3.57,#c6c1b0,1.7,#585841,4.94,#66654e,8.04,#5e5e47,6.94,#c6c1b0,1.7,#bbb3a3,2.29,#b0a897,2.54,#877c75,1.63,#a29b87,3.53,#87896a,7.12,#474937,0.96,#77755d,6.5,#7c7f62,6.87,#999e79,3.91,#a0a485,1.05,#8f9472,2.61,#878d6e,2.34,#969c78,2.26,#82765b,0.88,#c6c1b0,1.7,#bbb3a3,2.29,#b0a897,2.54,#877c75,1.63,#a29b87,3.53,,Convolvulus,Convolvulus sepium
KW_T_423_3_0094R,KW_T_423_3_0094R.tif_segmented.png,1142820,2962,3667,#625c4d,5.7,#7c7b65,5.64,#595445,5.35,#6a6554,5.29,#c5beb0,4.45,#a0a777,1.9,#c5beb0,4.45,#50493c,3.49,#595445,5.35,#959a6f,2.89,#c5beb0,4.45,#b6b19f,3.83,#aca493,4.09,#9b9280,3.97,#a1a188,3.96,#7c7b65,5.64,#a1a188,3.96,#595445,5.35,#50493c,3.49,#625c4d,5.7,#b8bd96,0.29,#8c9172,1.14,#aeb48f,0.7,#9c9f7d,1.01,#949a79,1.05,#c5beb0,4.45,#b6b19f,3.83,#aca493,4.09,#9b9280,3.97,#a1a188,3.96,,Campanula,Campanula rapunculus 
KW_T_423_3_0096R,KW_T_423_3_0096R.tif_segmented.png,785378,2958,3671,#8b866b,6.63,#837a63,5.96,#968d79,5.59,#78715b,4.9,#a49a89,4.59,#b79b64,0.54,#c3c38f,2.38,#b5b680,3.53,#484138,2.48,#aba980,3.43,#bab2a3,2.7,#afa798,3.69,#564f3f,2.13,#645e4b,3.22,#484138,2.48,#b79b64,0.54,#c3c38f,2.38,#b5b680,3.53,#484138,2.48,#9f9c75,3.47,#cab171,0.3,#c2c28f,1.37,#b1955f,0.42,#cac89b,0.78,#b6ba81,1.76,#bab2a3,2.7,#afa798,3.69,#564f3f,2.13,#645e4b,3.22,#484138,2.48,,Lathyrus,Lathyrus tuberosus
KW_T_423_3_0098R,KW_T_423_3_0098R.tif_segmented.png,1021338,2962,3643,#78775e,7.58,#6c6c55,7.55,#856464,6.86,#868366,5.79,#755957,5.55,#cdc474,1.06,#acaf7b,3.16,#856464,6.86,#755957,5.55,#5c4c43,2.22,#a2a383,3.75,#9a9b77,3.89,#868366,5.79,#78775e,7.58,#918e6f,4.45,#cdc474,1.06,#856464,6.86,#917271,5.3,#a2a383,3.75,#9a9b77,3.89,#d2cb76,0.58,#beb26b,0.29,#936a6e,1.95,#885f62,2.08,#a47c7f,0.52,#a2a383,3.75,#9a9b77,3.89,#868366,5.79,#78775e,7.58,#918e6f,4.45,,Sparganium,Sparganium erectum subsp. erectum
KW_T_423_3_0100R,KW_T_423_3_0100R.tif_segmented.png,1430208,2968,3643,#a0a078,7.85,#a9a985,6.24,#969470,6.08,#8b8867,4.67,#b3b174,4.19,#d6c767,1.11,#c8a85d,0.49,#bd8b4c,0.44,#b3b174,4.19,#a0a078,7.85,#5a5743,2.74,#65644d,4.09,#6e6f57,4.16,#7c7656,2.39,#7d7d62,3.81,#d6c767,1.11,#c8a85d,0.49,#bd8b4c,0.44,#b3b174,4.19,#a9a985,6.24,#d3c264,1.17,#d7d381,1.57,#c29253,0.58,#cdc488,2.06,#c0ba7f,1.99,#5a5743,2.74,#65644d,4.09,#6e6f57,4.16,#7c7656,2.39,#7d7d62,3.81,,Trisetum,Trisetum flavescens
KW_T_423_3_0102R,KW_T_423_3_0102R.tif_segmented.png,851251,2970,3635,#d0cb74,8.78,#aaa56b,5.57,#9c925c,5.4,#cdc05d,5.23,#76735c,4.88,#d0cb74,8.78,#cdc05d,5.23,#baa34d,4.67,#beb76e,4.63,#a18a45,3.93,#9d997a,3.68,#8d886c,3.62,#76735c,4.88,#686652,4.32,#585949,4.68,#cdc05d,5.23,#baa34d,4.67,#d0cb74,8.78,#a18a45,3.93,#beb76e,4.63,#bfa144,1.81,#ccbc57,3.61,#cec76a,5.57,#d2cd78,5.45,#b8aa5c,3.05,#9d997a,3.68,#8d886c,3.62,#76735c,4.88,#686652,4.32,#585949,4.68,,Legousia,Legousia speculum-veneris
KW_T_423_3_0104R,KW_T_423_3_0104R.tif_segmented.png,1548562,2972,3659,#696651,4.74,#6f6e57,4.66,#75745c,3.92,#7c7a61,3.63,#838267,3.26,#b6b483,1.02,#a8ab83,1.81,#5e5c48,2.61,#696651,4.74,#a1a37e,2.68,#ada995,1.78,#5e5c48,2.61,#696651,4.74,#6f6e57,4.66,#94917b,1.6,#b6b483,1.02,#7c7a61,3.63,#959671,1.9,#9a9d7b,2.23,#838267,3.26,#c3c98c,1.08,#b9be85,0.82,#b3b38c,0.57,#a29d75,0.71,#b6a780,0.26,#ada995,1.78,#5e5c48,2.61,#696651,4.74,#6f6e57,4.66,#94917b,1.6,Crassulaceae,Sedum,Sedum album
KW_T_423_3_0106R,KW_T_423_3_0106R.tif_segmented.png,1479563,2976,3663,#63654f,8.87,#6e7158,8.61,#7b7a5e,7.2,#858767,6.69,#9e9f7b,5.64,#e4de72,1.62,#cdc367,0.61,#b4a75c,0.74,#63654f,8.87,#acad7f,3.66,#afaa90,1.93,#acad7f,3.66,#9e9f7b,5.64,#b4a75c,0.74,#999369,2.05,#e4de72,1.62,#cdc367,0.61,#b4a75c,0.74,#8f9372,5.19,#999369,2.05,#e5df6c,1.5,#e0db7d,0.48,#cbc066,0.6,#afa158,0.55,#cfcc95,1.34,#afaa90,1.93,#acad7f,3.66,#9e9f7b,5.64,#b4a75c,0.74,#999369,2.05,,Mentha,Mentha suaveolens
KW_T_423_3_0108R,KW_T_423_3_0108R.tif_segmented.png,327395,2976,3655,#747257,11.98,#676852,9.45,#6e6c50,9.21,#7e7b5e,9.1,#62634b,8.97,#acac7f,2.52,#747257,11.98,#6e6c50,9.21,#62634b,8.97,#7e7b5e,9.1,#b1ad95,2.76,#acac7f,2.52,#a39e88,2.5,#9f9d74,2.88,#949072,4.81,#7e7b5e,9.1,#9f9d74,2.88,#acac7f,2.52,#898666,6.8,#747257,11.98,#bbbd90,1.51,#c3c39a,1.05,#a5a37f,1.52,#b2b18b,1.4,#999772,2.53,#b1ad95,2.76,#acac7f,2.52,#a39e88,2.5,#9f9d74,2.88,#949072,4.81,,Epipactis,Epipactis palustris
