plant_id,filename,area_pixels,width,height,color_freq_1_hex,color_freq_1_pct,color_freq_2_hex,color_freq_2_pct,color_freq_3_hex,color_freq_3_pct,color_freq_4_hex,color_freq_4_pct,color_freq_5_hex,color_freq_5_pct,color_perceptual_1_hex,color_perceptual_1_pct,color_perceptual_2_hex,color_perceptual_2_pct,color_perceptual_3_hex,color_perceptual_3_pct,color_perceptual_4_hex,color_perceptual_4_pct,color_perceptual_5_hex,color_perceptual_5_pct,color_saliency_1_hex,color_saliency_1_pct,color_saliency_2_hex,color_saliency_2_pct,color_saliency_3_hex,color_saliency_3_pct,color_saliency_4_hex,color_saliency_4_pct,color_saliency_5_hex,color_saliency_5_pct,color_botanical_1_hex,color_botanical_1_pct,color_botanical_2_hex,color_botanical_2_pct,color_botanical_3_hex,color_botanical_3_pct,color_botanical_4_hex,color_botanical_4_pct,color_botanical_5_hex,color_botanical_5_pct,color_chroma_1_hex,color_chroma_1_pct,color_chroma_2_hex,color_chroma_2_pct,color_chroma_3_hex,color_chroma_3_pct,color_chroma_4_hex,color_chroma_4_pct,color_chroma_5_hex,color_chroma_5_pct,color_visual_1_hex,color_visual_1_pct,color_visual_2_hex,color_visual_2_pct,color_visual_3_hex,color_visual_3_pct,color_visual_4_hex,color_visual_4_pct,color_visual_5_hex,color_visual_5_pct,family,genus,species
KW_T_423a_26_0196R,KW_T_423a_26_0196R.tif_segmented.png,920758,3021,3903,#987f62,5.9,#cdb78c,5.79,#806851,5.75,#90765b,5.68,#886f56,5.43,#dcca99,3.78,#d6c290,5.03,#cdb78c,5.79,#c6ad81,4.79,#cfc2a7,3.28,#cfc2a7,3.28,#bbab8f,2.31,#dcca99,3.78,#cdb78c,5.79,#d6c290,5.03,#d6c290,5.03,#dcca99,3.78,#c6ad81,4.79,#cdb78c,5.79,#bba47c,5.12,#dac692,4.39,#e1d0a1,2.72,#cfb887,3.71,#d1bc90,2.92,#c4ad84,5.6,#cfc2a7,3.28,#bbab8f,2.31,#dcca99,3.78,#cdb78c,5.79,#d6c290,5.03,Amanitaceae,Amanita,Amanita porphyria
KW_T_423a_26_0197R,KW_T_423a_26_0197R.tif_segmented.png,886158,3009,3899,#84755d,9.7,#796c57,8.89,#6f6451,8.03,#e8e38b,7.86,#8d8066,7.15,#e8e38b,7.86,#dad483,6.11,#cac17e,4.27,#beb277,4.24,#bba36f,2.21,#cbc1a2,2.51,#b9ad8f,2.26,#beb277,4.24,#cac17e,4.27,#a59b80,3.85,#e8e38b,7.86,#dad483,6.11,#cac17e,4.27,#beb277,4.24,#bba36f,2.21,#eae58f,5.07,#e3df87,4.92,#d9d383,4.17,#cec57d,3.18,#c3b776,3.83,#cbc1a2,2.51,#b9ad8f,2.26,#beb277,4.24,#cac17e,4.27,#a59b80,3.85,,Hygrocybe,Hygrocybe pratebsis 
KW_T_423a_26_0198R,KW_T_423a_26_0198R.tif_segmented.png,1801664,3021,3899,#848b61,6.96,#8a9267,6.89,#7d835c,5.86,#777c59,5.27,#707553,4.99,#d4d493,1.48,#c3c477,0.73,#a7ad76,2.0,#bcbd9e,3.66,#666a4b,2.88,#bcbd9e,3.66,#a9a98f,2.44,#b3b58b,1.92,#9b9b80,2.29,#d4d493,1.48,#d4d493,1.48,#c3c477,0.73,#b3b58b,1.92,#919671,3.92,#8a9267,6.89,#dbd985,0.35,#cccf96,1.08,#bec077,0.78,#dfdbb3,1.62,#b8b992,2.28,#bcbd9e,3.66,#a9a98f,2.44,#b3b58b,1.92,#9b9b80,2.29,#d4d493,1.48,Rosaceae,Rubus,Rubus caesius
KW_T_423a_26_0199R,KW_T_423a_26_0199R.tif_segmented.png,2099421,3027,3903,#d6c490,13.5,#cfbc8a,11.07,#dccc96,8.9,#c6b285,8.66,#bda77b,6.61,#d6c490,13.5,#dccc96,8.9,#cfbc8a,11.07,#c9a969,2.18,#c6b285,8.66,#af9f7e,2.0,#61533f,2.2,#716047,3.83,#847055,3.7,#948062,3.34,#c9a969,2.18,#dccc96,8.9,#d6c490,13.5,#cfbc8a,11.07,#bda77b,6.61,#d4b76e,1.21,#ddce98,5.88,#d8c793,10.21,#c09f67,2.64,#d4c18d,9.2,#af9f7e,2.0,#61533f,2.2,#716047,3.83,#847055,3.7,#948062,3.34,,Lathyrus,Lathyrus cicera
KW_T_423a_26_0200R,KW_T_423a_26_0200R.tif_segmented.png,622748,3029,3903,#c9c1aa,5.1,#c7ba97,3.24,#d8c89a,2.94,#bbb49f,2.56,#b3a98d,2.24,#d5bc86,1.29,#d8c89a,2.94,#c1ab7d,1.26,#c7ba97,3.24,#c9c1aa,5.1,#635f52,0.44,#766e5d,0.68,#867c67,1.18,#958a73,1.27,#c9c1aa,5.1,#d5bc86,1.29,#c1ab7d,1.26,#d8c89a,2.94,#867c67,1.18,#c7ba97,3.24,#d8bf87,0.65,#cdb17b,0.44,#e5d3a1,1.42,#dac693,1.07,#bca77c,0.6,#635f52,0.44,#766e5d,0.68,#867c67,1.18,#958a73,1.27,#c9c1aa,5.1,Inocybaceae,Inocybe,Inocybe maculata
KW_T_423a_26_0201R,KW_T_423a_26_0201R.tif_segmented.png,760599,3025,3899,#937f60,9.23,#7d6d56,7.37,#9e8966,7.35,#907652,7.09,#86765f,6.89,#c7b383,2.3,#826842,4.55,#b8a275,4.16,#c8bb9b,3.47,#907652,7.09,#c8bb9b,3.47,#bbac8e,3.18,#514d45,5.19,#c7b383,2.3,#ad9f83,3.18,#c7b383,2.3,#b8a275,4.16,#514d45,5.19,#7d6d56,7.37,#aa9266,3.91,#bca574,2.27,#d5c8a0,3.0,#ad9263,2.82,#c0af87,3.3,#dfd3b0,2.21,#c8bb9b,3.47,#bbac8e,3.18,#514d45,5.19,#c7b383,2.3,#ad9f83,3.18,,Clitopilus,Clitopilus nitelinus
KW_T_423a_27_0133R,KW_T_423a_27_0133R.tif_segmented.png,3254068,3029,3899,#737a59,11.57,#808661,11.54,#8b9267,9.69,#666c50,7.33,#979e6e,6.31,#bac382,2.53,#adb67b,3.78,#737a59,11.57,#808661,11.54,#c7bda6,3.62,#c7bda6,3.62,#b59e90,2.04,#b7b098,2.64,#7c5c55,1.47,#976b64,1.53,#bac382,2.53,#976b64,1.53,#adb67b,3.78,#8b9267,9.69,#7c5c55,1.47,#bcc583,1.74,#b1bb75,1.92,#90665f,1.07,#ccc9a0,1.29,#dcd9b4,0.56,#c7bda6,3.62,#b59e90,2.04,#b7b098,2.64,#7c5c55,1.47,#976b64,1.53,Squamanitaceae,Cystoderma,Cystoderma cinnabarinum
KW_T_423a_27_0134R,KW_T_423a_27_0134R.tif_segmented.png,2375439,3017,3895,#94976a,6.45,#898a64,6.1,#9c9e75,6.01,#a4a971,5.75,#b2b87c,5.17,#bdc584,3.36,#b2b87c,5.17,#c4c799,2.75,#a4a971,5.75,#695e48,2.17,#c6c1ac,2.96,#a9a58e,2.11,#7d6b54,2.66,#928974,2.0,#695e48,2.17,#bdc584,3.36,#c4c799,2.75,#b2b87c,5.17,#9c9e75,6.01,#898a64,6.1,#c7c998,2.72,#bfc585,2.59,#d1d0a5,2.29,#b5bc7f,3.81,#92936e,3.14,#c6c1ac,2.96,#a9a58e,2.11,#7d6b54,2.66,#928974,2.0,#695e48,2.17,,Peniophora,Peniophora quercina
KW_T_423a_27_0135R,KW_T_423a_27_0135R.tif_segmented.png,5932596,3029,3899,#86633f,8.42,#6f563d,8.23,#664e3a,7.18,#926e46,7.07,#86694b,7.01,#c8aa6b,2.73,#86633f,8.42,#b7965f,4.21,#7b5a3b,6.46,#926e46,7.07,#cdbb98,0.86,#b9a487,1.06,#c8aa6b,2.73,#b49973,2.34,#b7965f,4.21,#c8aa6b,2.73,#b7965f,4.21,#ab8956,5.08,#9d784b,5.33,#513d34,5.08,#ceb271,1.28,#c2a265,2.4,#b6955f,3.88,#ab8a59,5.11,#a48050,4.29,#cdbb98,0.86,#b9a487,1.06,#c8aa6b,2.73,#b49973,2.34,#b7965f,4.21,,Solanum,Solanum triflorum
KW_T_423a_27_0136R,KW_T_423a_27_0136R.tif_segmented.png,983566,3033,3891,#dfc686,10.7,#dabc7c,9.11,#e3cf92,8.31,#cca76f,7.61,#c99e65,7.15,#dfc686,10.7,#e3cf92,8.31,#dabc7c,9.11,#d5b172,7.05,#c99e65,7.15,#9c8562,1.83,#897153,2.41,#a88155,2.53,#7d6548,2.51,#b99b6d,4.05,#d5b172,7.05,#dabc7c,9.11,#dfc686,10.7,#e3cf92,8.31,#cca76f,7.61,#e1c987,8.69,#dbbe7d,7.32,#d6b476,6.56,#d1ab6f,6.69,#e4d094,6.97,#9c8562,1.83,#897153,2.41,#a88155,2.53,#7d6548,2.51,#b99b6d,4.05,,Nassella,Nassella neesiana
KW_T_423a_27_0137R,KW_T_423a_27_0137R.tif_segmented.png,4309373,3029,3883,#7d835e,9.73,#848b63,9.33,#8b9266,9.11,#747a58,8.64,#97a06e,8.37,#c6c897,1.1,#c7a59c,0.61,#a3ae78,4.56,#9ca574,7.75,#97a06e,8.37,#cabfaa,1.79,#c7a59c,0.61,#b6b199,1.51,#a49b86,1.48,#c6c897,1.1,#c6c897,1.1,#8b9266,9.11,#b0b685,1.8,#90966f,5.06,#848b63,9.33,#bdc090,1.05,#c8c79e,0.99,#d7d6b1,0.68,#b1b487,1.66,#8a9266,8.3,#cabfaa,1.79,#c7a59c,0.61,#b6b199,1.51,#a49b86,1.48,#c6c897,1.1,Cortinariaceae,Cortinarius,Cortinarius barbatus s.l.
KW_T_423a_27_0138R,KW_T_423a_27_0138R.tif_segmented.png,1848200,3037,3887,#9ca46d,10.31,#959a68,9.83,#8d9161,8.96,#a2ab71,8.4,#84875b,7.76,#e3d154,1.52,#e1d883,0.69,#cab648,0.65,#9ca46d,10.31,#a2ab71,8.4,#c5c0a7,3.68,#aca88e,2.21,#e1d883,0.69,#bfbd90,2.7,#cab648,0.65,#e3d154,1.52,#cab648,0.65,#e1d883,0.69,#a09d58,0.67,#bfbd90,2.7,#decb4f,1.38,#e9db70,0.82,#c0ad41,0.42,#ded995,0.52,#cbc789,0.81,#c5c0a7,3.68,#aca88e,2.21,#e1d883,0.69,#bfbd90,2.7,#cab648,0.65,,Mycetinis,Mycetinis querceus
KW_T_423a_27_0139R,KW_T_423a_27_0139R.tif_segmented.png,1983520,3025,3891,#897b56,9.72,#7a6a48,8.5,#95825a,7.42,#85724f,7.34,#9e8d61,6.63,#dacd9a,4.63,#d2c38e,5.1,#cab883,4.94,#bfab79,5.26,#6e6040,6.6,#bdb897,1.51,#b0ad88,2.01,#dacd9a,4.63,#a39f7b,2.34,#d2c38e,5.1,#d2c38e,5.1,#dacd9a,4.63,#cab883,4.94,#bfab79,5.26,#b39f6c,5.76,#dace9b,4.16,#c1ae7b,5.4,#d3c591,4.48,#ccba86,4.76,#b6a16f,5.29,#bdb897,1.51,#b0ad88,2.01,#dacd9a,4.63,#a39f7b,2.34,#d2c38e,5.1,Clitocybaceae,Clitocybe,Clitocybe clavipes
KW_T_423a_27_0140R,KW_T_423a_27_0140R.tif_segmented.png,2563906,3035,3891,#73614c,9.65,#6a5943,7.44,#7d6a55,7.39,#8e816a,6.12,#847660,5.94,#e3d583,2.48,#d8c376,2.97,#c8ae69,2.23,#b4945f,2.45,#6a5943,7.44,#e3d583,2.48,#d8c376,2.97,#cac1a8,5.19,#b5a88e,3.17,#a99b82,2.82,#e3d583,2.48,#d8c376,2.97,#c8ae69,2.23,#b4945f,2.45,#7d6a55,7.39,#e4d681,2.33,#dac575,2.15,#ccb36b,2.15,#e7dc9c,1.05,#d4c484,0.63,#e3d583,2.48,#d8c376,2.97,#cac1a8,5.19,#b5a88e,3.17,#a99b82,2.82,Rosaceae,Rubus,Rubus procerus
KW_T_423a_27_0141R,KW_T_423a_27_0141R.tif_segmented.png,3292665,3064,3891,#969864,14.2,#9ea16a,13.12,#8e905e,11.51,#84865a,9.83,#a6aa70,7.4,#9ea16a,13.12,#c9c893,1.0,#969864,14.2,#765744,1.3,#a6aa70,7.4,#c8bfa7,1.73,#765744,1.3,#8d6d57,1.19,#a2856e,0.99,#b9b195,2.1,#c9c893,1.0,#8e905e,11.51,#969864,14.2,#b1b47c,2.12,#9ea16a,13.12,#cecb9e,1.48,#bfbd90,1.35,#d9d5ae,1.17,#8c8e5e,9.55,#afb378,2.42,#c8bfa7,1.73,#765744,1.3,#8d6d57,1.19,#a2856e,0.99,#b9b195,2.1,,Agrostis,Agrostis scabra
KW_T_423a_27_0142R,KW_T_423a_27_0142R.tif_segmented.png,1089028,3054,3895,#939362,4.67,#a1a763,4.56,#b6be73,4.54,#adb469,3.78,#a7ac72,3.61,#d1d490,1.2,#c3ca7d,2.47,#b6be73,4.54,#adb469,3.78,#a1a763,4.56,#c6c3a3,3.2,#b7b398,1.68,#a3a07d,1.41,#838159,2.11,#afb083,2.84,#d1d490,1.2,#c3ca7d,2.47,#b6be73,4.54,#adb469,3.78,#bdbf8e,2.15,#dfdd90,0.44,#c4cb7d,1.8,#bac374,2.46,#b3bb6a,2.26,#cacf90,1.27,#c6c3a3,3.2,#b7b398,1.68,#a3a07d,1.41,#838159,2.11,#afb083,2.84,,Phalaris,Phalaris paradoxa
KW_T_423a_27_0143R,KW_T_423a_27_0143R.tif_segmented.png,823647,3041,3891,#beb69e,6.34,#d8c69c,5.94,#c3a984,4.25,#d2b891,4.08,#b4aa91,4.05,#d8c69c,5.94,#d2b891,4.08,#c3a984,4.25,#c8b48f,4.01,#ccbf9f,3.7,#776956,1.32,#897a63,2.33,#ccbf9f,3.7,#beb69e,6.34,#998567,2.12,#d8c69c,5.94,#c3a984,4.25,#d2b891,4.08,#776956,1.32,#c8b48f,4.01,#d5c496,2.57,#c1a781,2.15,#dbcda8,4.61,#dac7a0,3.74,#ceb58e,3.1,#776956,1.32,#897a63,2.33,#ccbf9f,3.7,#beb69e,6.34,#998567,2.12,,Sistotrema,Sistotrema confluens
KW_T_423a_27_0144R,KW_T_423a_27_0144R.tif_segmented.png,997582,3037,3887,#c88742,10.72,#d29b4a,7.86,#e9d569,6.84,#ddc388,6.55,#e2d09b,6.29,#ddbd15,2.31,#e9d569,6.84,#e4ce46,1.93,#ede186,4.78,#debb5d,5.59,#bac06c,1.7,#a49463,1.86,#e2d09b,6.29,#ddc388,6.55,#d2b382,6.04,#ddbd15,2.31,#e4ce46,1.93,#e9d569,6.84,#debb5d,5.59,#ede186,4.78,#dcbc10,1.92,#e1c836,1.31,#e9d668,5.31,#e2c55b,4.52,#ecde7d,4.25,#bac06c,1.7,#a49463,1.86,#e2d09b,6.29,#ddc388,6.55,#d2b382,6.04,,Xylaria,Xylaria guepini
KW_T_423a_27_0145R,KW_T_423a_27_0145R.tif_segmented.png,1304045,3035,3887,#93996e,8.14,#8f9369,7.17,#888f66,6.86,#838963,6.82,#7e835e,6.67,#bdb98c,1.56,#b89585,1.32,#a9ad79,3.69,#c8c0a9,2.47,#70654a,2.78,#c8c0a9,2.47,#b4a394,1.55,#b89585,1.32,#927660,2.49,#a7867a,1.76,#bdb98c,1.56,#8f9369,7.17,#70654a,2.78,#a9ad79,3.69,#888f66,6.86,#bebd75,0.65,#89845f,2.03,#d2cdaa,1.24,#8a9067,6.74,#909465,2.8,#c8c0a9,2.47,#b4a394,1.55,#b89585,1.32,#927660,2.49,#a7867a,1.76,,Xylaria,Xylaria filiformis
KW_T_423a_27_0146R,KW_T_423a_27_0146R.tif_segmented.png,2458127,3035,3891,#aeb36a,13.54,#a7aa68,9.6,#b5bb71,9.43,#9ea165,7.75,#93945f,5.3,#aeb36a,13.54,#b5bb71,9.43,#a7aa68,9.6,#9ea165,7.75,#c3c28f,2.19,#cbbfad,2.93,#835c53,0.52,#ad8a7c,1.72,#9e6f65,1.05,#c1afa2,2.01,#b5bb71,9.43,#aeb36a,13.54,#c3c28f,2.19,#a7aa68,9.6,#9ea165,7.75,#b4bb6e,8.11,#bdc378,2.3,#adb26a,8.73,#dbd7ab,1.57,#a8ad67,6.25,#cbbfad,2.93,#835c53,0.52,#ad8a7c,1.72,#9e6f65,1.05,#c1afa2,2.01,Rosaceae,Rubus,Rubus deweveri
KW_T_423a_27_0147R,KW_T_423a_27_0147R.tif_segmented.png,954228,3031,3891,#5e5543,9.59,#564d3d,9.14,#645c4a,7.58,#6c624e,7.58,#4c4338,7.32,#564d3d,9.14,#4c4338,7.32,#5e5543,9.59,#c2baa7,2.21,#a99776,2.54,#c2baa7,2.21,#b4ad9b,1.7,#aea58e,1.7,#9e9786,1.77,#a99776,2.54,#413b32,3.8,#746954,7.06,#4c4338,7.32,#6c624e,7.58,#7a705d,5.25,#796c52,1.3,#7b7357,0.65,#74654d,0.95,#6c6147,1.16,#806f56,0.98,#c2baa7,2.21,#b4ad9b,1.7,#aea58e,1.7,#9e9786,1.77,#a99776,2.54,,Rumex,Rumex pseudonatronatus
KW_T_423a_27_0148R,KW_T_423a_27_0148R.tif_segmented.png,1056845,3039,3895,#e1d299,13.54,#d9c78b,11.76,#ceb87f,9.81,#8b7453,6.99,#c2aa73,6.57,#e1d299,13.54,#d9c78b,11.76,#ceb87f,9.81,#c2aa73,6.57,#b49c69,4.64,#cdc4a6,3.22,#514b3f,1.14,#c0b799,2.76,#b5aa8b,2.64,#9f977f,2.31,#d9c78b,11.76,#e1d299,13.54,#ceb87f,9.81,#c2aa73,6.57,#b49c69,4.64,#e0d196,7.51,#dccb8f,6.89,#cbb276,4.36,#d6c488,6.08,#d0bb81,6.01,#cdc4a6,3.22,#514b3f,1.14,#c0b799,2.76,#b5aa8b,2.64,#9f977f,2.31,Hygrophoraceae,Hygrophorus,Hygrophorus agathosmus
KW_T_423a_27_0149R,KW_T_423a_27_0149R.tif_segmented.png,4164077,3031,3883,#9fa468,12.05,#afb777,10.07,#a6ad6b,9.83,#a8ae73,9.46,#989d64,8.94,#afb777,10.07,#cdd09a,1.9,#a6ad6b,9.83,#9fa468,12.05,#a8ae73,9.46,#c1bca0,1.99,#646148,1.06,#aeab8b,2.27,#747251,2.22,#8a8a66,2.31,#cdd09a,1.9,#b9bf84,4.06,#afb777,10.07,#a6ad6b,9.83,#959570,2.71,#d5d6a2,1.31,#c8c99b,1.72,#bbc284,2.7,#adb473,8.27,#a7ae6d,9.99,#c1bca0,1.99,#646148,1.06,#aeab8b,2.27,#747251,2.22,#8a8a66,2.31,Hygrophoraceae,Hygrophorus,Hygrophorus russula
KW_T_423a_27_0150R,KW_T_423a_27_0150R.tif_segmented.png,1148840,3031,3895,#a9ae82,6.88,#9fa47b,6.25,#cbc7a2,5.48,#bebc9c,5.36,#969973,5.01,#d6d49f,3.75,#c8cb8e,4.25,#cbc7a2,5.48,#b2be88,4.67,#c0b888,2.59,#cbc7a2,5.48,#bebc9c,5.36,#b1af92,3.83,#d6d49f,3.75,#c0b888,2.59,#d6d49f,3.75,#c8cb8e,4.25,#c0b888,2.59,#b2be88,4.67,#cbc7a2,5.48,#d4d186,0.94,#d3d29a,2.82,#beb27d,1.29,#c1c98e,3.51,#d4d2a8,3.33,#cbc7a2,5.48,#bebc9c,5.36,#b1af92,3.83,#d6d49f,3.75,#c0b888,2.59,,Panellus,Panellus mitis
KW_T_423a_27_0151R,KW_T_423a_27_0151R.tif_segmented.png,1349251,3041,3899,#c49054,9.29,#d3a861,9.25,#cd9d5a,9.17,#dab365,8.23,#b8824b,7.76,#e4cd7d,4.25,#dfc06f,6.31,#dab365,8.23,#e7d695,3.83,#d3a861,9.25,#c4bc94,2.35,#d8c395,4.09,#7e5d43,0.67,#acab7e,1.8,#928a60,1.17,#dfc06f,6.31,#dab365,8.23,#e4cd7d,4.25,#d3a861,9.25,#cd9d5a,9.17,#dab365,10.71,#e1c573,7.33,#e8d78a,3.66,#d2a45c,10.1,#c18b4b,5.28,#c4bc94,2.35,#d8c395,4.09,#7e5d43,0.67,#acab7e,1.8,#928a60,1.17,,Calyptella,Calyptella capula
KW_T_423a_27_0152R,KW_T_423a_27_0152R.tif_segmented.png,1230142,3039,3891,#806b4e,5.72,#958b60,5.23,#6f5f46,5.08,#c5bb9e,4.61,#c7bf81,4.56,#ddcf71,1.53,#dad38d,2.71,#c7bf81,4.56,#beb16e,3.05,#5e4f3b,3.46,#c5bb9e,4.61,#b3aa8d,3.86,#9d9277,3.28,#85785d,3.55,#5e4f3b,3.46,#ddcf71,1.53,#dad38d,2.71,#beb16e,3.05,#c7bf81,4.56,#aca674,4.28,#d8c567,0.8,#e1d87c,1.07,#e2da95,2.15,#d0c984,2.98,#c1b876,3.27,#c5bb9e,4.61,#b3aa8d,3.86,#9d9277,3.28,#85785d,3.55,#5e4f3b,3.46,,Dipsacus,Dipsacus laciniatus
KW_T_423a_27_0153R,KW_T_423a_27_0153R.tif_segmented.png,4175876,3043,3899,#798262,11.27,#757e5f,11.04,#7d8765,10.58,#86906c,9.84,#818b69,9.72,#c2c597,0.66,#798262,11.27,#757e5f,11.04,#7d8765,10.58,#86906c,9.84,#b9b4a0,1.54,#90776d,0.38,#c2c597,0.66,#a8ab8b,2.12,#969d78,3.13,#c2c597,0.66,#a8ab8b,2.12,#86906c,9.84,#8c9671,7.36,#90776d,0.38,#d0d0a7,0.41,#c2c499,0.59,#986e69,0.27,#dfdbb4,0.25,#b2b790,0.86,#b9b4a0,1.54,#90776d,0.38,#c2c597,0.66,#a8ab8b,2.12,#969d78,3.13,Brassicaceae,Lepidium,Lepidium bonariense
KW_T_423a_27_0154R,KW_T_423a_27_0154R.tif_segmented.png,924802,3039,3891,#7f6c4e,10.18,#746245,8.74,#897454,7.79,#6a5a42,7.67,#917c5b,7.14,#d0c196,1.54,#c5b182,3.19,#b9a679,3.89,#746245,8.74,#7f6c4e,10.18,#d0c196,1.54,#b6ac95,1.47,#c5b182,3.19,#b9a679,3.89,#af9b70,4.09,#c5b182,3.19,#b9a679,3.89,#d0c196,1.54,#af9b70,4.09,#726752,5.71,#d4c490,0.85,#bea97b,3.1,#c7b484,2.38,#b39f73,3.5,#756449,5.62,#d0c196,1.54,#b6ac95,1.47,#c5b182,3.19,#b9a679,3.89,#af9b70,4.09,,Boletopsis,Boletopsis leucomelaena
KW_T_423a_27_0155R,KW_T_423a_27_0155R.tif_segmented.png,664813,3037,3895,#d19462,7.63,#cc895a,7.46,#ddb27b,6.83,#c87f52,6.42,#d1a075,6.39,#e8cf98,3.48,#ddb27b,6.83,#d7a267,6.13,#d19462,7.63,#cc895a,7.46,#a3996c,1.06,#e8cf98,3.48,#ddbf91,4.82,#ccae8d,3.12,#b0b677,1.19,#d7a267,6.13,#c27446,4.33,#c87f52,6.42,#ddb27b,6.83,#cc895a,7.46,#e4c27c,1.67,#dcad74,4.86,#c5794c,4.83,#d7a26a,5.61,#c98355,7.61,#a3996c,1.06,#e8cf98,3.48,#ddbf91,4.82,#ccae8d,3.12,#b0b677,1.19,,Tylopilus,Tylopilus felleus
KW_T_423a_27_0156R,KW_T_423a_27_0156R.tif_segmented.png,1398020,3031,3899,#cbc3a7,5.64,#bcb398,5.5,#c4bca0,5.44,#b1a98f,4.74,#a29a83,3.01,#c9c875,0.41,#cbc3a7,5.64,#c4bca0,5.44,#655742,2.06,#bcb398,5.5,#73654f,2.53,#806e57,2.61,#655742,2.06,#897960,2.09,#938369,2.18,#c9c875,0.41,#73654f,2.53,#806e57,2.61,#aea080,1.79,#b1a98f,4.74,#c9c876,0.44,#b09f77,0.5,#d7cfae,3.13,#75644b,1.14,#dcd3b4,3.17,#73654f,2.53,#806e57,2.61,#655742,2.06,#897960,2.09,#938369,2.18,Russulaceae,Russula,Russula solaris
KW_T_423a_27_0157R,KW_T_423a_27_0157R.tif_segmented.png,1312542,3039,3903,#979b72,8.85,#9da278,8.77,#a2a681,7.85,#91936f,7.69,#8a8c68,7.45,#c5c391,1.23,#9da278,8.77,#af9679,1.3,#979b72,8.85,#abaf87,5.53,#c4c1a7,1.83,#997a62,0.9,#68664e,1.63,#bbb79c,1.68,#af9679,1.3,#c5c391,1.23,#91936f,7.69,#abaf87,5.53,#a2a681,7.85,#8a8c68,7.45,#bab284,1.35,#d0cea7,1.3,#c2bf96,1.71,#8f936f,5.12,#b3b692,1.76,#c4c1a7,1.83,#997a62,0.9,#68664e,1.63,#bbb79c,1.68,#af9679,1.3,Rosaceae,Rubus,Rubus rosaceus
KW_T_423a_27_0158R,KW_T_423a_27_0158R.tif_segmented.png,2989487,3047,3903,#76634b,8.46,#866d4e,8.09,#695a46,7.87,#937753,7.26,#9e8157,5.98,#cfc198,4.65,#c5b58e,5.9,#b49561,3.31,#a98a5b,5.15,#866d4e,8.09,#c6bfa9,0.88,#cfc198,4.65,#c5b58e,5.9,#b9aa85,5.56,#b1a96d,2.01,#b1a96d,2.01,#b49561,3.31,#cfc198,4.65,#b9aa85,5.56,#a98a5b,5.15,#cfb678,0.48,#bd9e67,1.18,#b6ba77,0.8,#b29360,3.16,#dbcea6,2.49,#c6bfa9,0.88,#cfc198,4.65,#c5b58e,5.9,#b9aa85,5.56,#b1a96d,2.01,,Acmella,Acmella decumbens
KW_T_423a_27_0159R,KW_T_423a_27_0159R.tif_segmented.png,531219,3039,3895,#c8c09a,4.97,#c1b491,4.5,#958563,4.44,#b9a886,4.42,#a08f6b,4.36,#d3b596,3.65,#d3cba1,3.65,#d4bfa3,3.11,#67553e,3.33,#c8c09a,4.97,#d4bfa3,3.11,#d3cba1,3.65,#c8c09a,4.97,#d3b596,3.65,#c1b491,4.5,#d3cba1,3.65,#c2b085,2.69,#c8c09a,4.97,#a3a76e,3.06,#b9a886,4.42,#b7b085,2.66,#ccc59c,5.02,#9a9368,2.15,#d8cca9,5.52,#c2b891,4.7,#d4bfa3,3.11,#d3cba1,3.65,#c8c09a,4.97,#d3b596,3.65,#c1b491,4.5,,Artemisia,Artemisia ludoviciana
KW_T_423a_27_0160R,KW_T_423a_27_0160R.tif_segmented.png,1109668,3045,3887,#8d7b65,8.71,#95846b,8.4,#8a7762,7.67,#86735f,7.63,#90806a,7.47,#c7bca7,1.6,#bcb099,2.07,#86735f,7.63,#8d7b65,8.71,#6b5748,1.83,#c7bca7,1.6,#bcb099,2.07,#b2a68e,2.6,#ab9f87,3.33,#6b5748,1.83,#7d6a57,5.64,#826e5b,6.39,#786553,4.53,#86735f,7.63,#8a7762,7.67,#806b56,1.34,#7c6651,0.98,#846f59,1.93,#87735d,2.93,#aea185,0.81,#c7bca7,1.6,#bcb099,2.07,#b2a68e,2.6,#ab9f87,3.33,#6b5748,1.83,,Macrocystidia,Macrocystidia cucumis
KW_T_423a_27_0161R,KW_T_423a_27_0161R.tif_segmented.png,3338673,3054,3883,#8d9568,13.83,#858d64,13.72,#939c6d,11.78,#9aa470,9.84,#7d845f,9.23,#9aa470,9.84,#c4c79b,1.82,#8d9568,13.83,#939c6d,11.78,#858d64,13.72,#c5b2a5,1.58,#aa877f,0.94,#816459,1.32,#70554b,0.87,#986f67,1.69,#c4c79b,1.82,#986f67,1.69,#816459,1.32,#8d9568,13.83,#858d64,13.72,#cacaa0,1.44,#d9d7b0,0.94,#956b64,1.12,#b8b890,1.82,#a77c74,0.73,#c5b2a5,1.58,#aa877f,0.94,#816459,1.32,#70554b,0.87,#986f67,1.69,,Phaeomarasmius,Phaeomarasmius erinaceus
