Volume;File name;File type;Species name RAW;Species name CURRENT;Genus;Epithet;Group;Family;Dutch common name;Link.KB;;;;;;;;;;;;;
24;KW_T_423_24_0053L.tif.jpg;illustration;Mycena arcangeliana;Mycena arcangeliana;Mycena;arcangeliana;Fungi;Clitocybaceae;Paarse schijnridderzwam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/65/zoom/3/lat/-61.22795717667785/lng/-41.923828125;;;;;;;;;;;;;
24;KW_T_423_24_0055L.tif.jpg;illustration;Polyporus hispidus;Inonotus hispidus;Inonotus;hispidus;Flowering plants;Fabaceae;Gele wikke;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/66/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0055R.tif.jpg;illustration;Polyporus hispidus;Inonotus hispidus;Inonotus;hispidus;Flowering plants;Fabaceae;Bonte wikke;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/67/zoom/3/lat/-61.22795717667785/lng/-41.923828125;;;;;;;;;;;;;
24;KW_T_423_24_0058L.tif.jpg;illustration;Rubus koehleri;Rubus neanias;Rubus;neanias;Flowering plants;Fabaceae;Ruige lathyrus;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/68/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0060L.tif.jpg;illustration;Rubus koehleri;Rubus speculans;Rubus;speculans;Fungi;Hydnaceae;Trechtercantharel;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/69/zoom/3/lat/-61.22795717667785/lng/-41.923828125;;;;;;;;;;;;;
24;KW_T_423_24_0062L.tif.jpg;illustration;Avena pratensis var. glaucescens;Helictochloa pratensis;Helictochloa;pratensis;Fungi;Bankeraceae;Geschubde stekelzwam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/70/zoom/3/lat/-61.22795717667785/lng/-41.923828125;;;;;;;;;;;;;
24;KW_T_423_24_0064L.tif.jpg;illustration;Trametes rubescens;Daedaleopsis confragosa;Daedaleopsis;confragosa;Flowering plants;Amaranthaceae;Zeegroene ganzenvoet;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/71/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0066L.tif.jpg;illustration;Clitocybe rivulosa;Clitocybe houghtonii;Clitocybe;houghtonii;Flowering plants;Rosaceae;Pluimkambraam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/72/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0068L.tif.jpg;illustration;Rubus rosaceus;Rubus glandithyrsos;Rubus;glandithyrsos;Flowering plants;Rosaceae;Knieviltbraam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/74/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0071L.tif.jpg;illustration;Bromus squarrosus c. villosus;Bromus squarrosus;Bromus;squarrosus;Fungi;Cortinariaceae;Blauwgegordelde gordijnzwam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/76/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0073L.tif.jpg;illustration;Medicago ciliaris;Medicago cf. murex;Medicago;cf. murex;Flowering plants;Poaceae;Baardgras;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/77/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0075L.tif.jpg;illustration;Sclerotinia tuberosa;Dumontinia tuberosa;Dumontinia;tuberosa;Flowering plants;Rosaceae;Bolle haarbraam ;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/78/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0077L.tif.jpg;illustration;Collybia platyphylla;Megacollybia platyphylla;Megacollybia;platyphylla;Flowering plants;Rosaceae;Smalle viltbraam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/80/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0079L.tif.jpg;illustration;Rubus fissus;Rubus scissus;Rubus;scissus;Fungi;Bankeraceae;Blauwgestreepte stekelzwam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/82/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0081L.tif.jpg;illustration;Rubus rudis;Rubus rudis;Rubus;rudis;Flowering plants;Fabaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/83/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0084L.tif.jpg;illustration;Phlebia aurantiaca;Phlebia radiata;Phlebia;radiata;Flowering plants;Rosaceae;Gedraaide koepelbraam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/85/zoom/3/lat/-67.16995497083366/lng/-27.509765625;;;;;;;;;;;;;
24;KW_T_423_24_0086L.tif.jpg;illustration;Hymenochaete rubiginosa;Hymenochaete rubiginosa;Hymenochaete;rubiginosa;Flowering plants;Rosaceae;Zoete haarbraam;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/87/zoom/3/lat/-75.86664560539865/lng/-97.822265625;;;;;;;;;;;;;
24;KW_T_423_24_0088L.tif.jpg;illustration;Lentinus cochleatus;Lentinellus cochleatus;Lentinellus;cochleatus;Fungi;Pezizaceae;Bekerzwam spec.;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/88/zoom/3/lat/-69.56522590149099/lng/-10.107421874999998;;;;;;;;;;;;;
24;KW_T_423_24_0091L.tif.jpg;illustration;Thlaspi praecox;Noccaea praecox;Noccaea;praecox;Fungi;Inocybaceae;Vezelkop spec.;https://galerij.kb.nl/kb.html#/nl/florabatava23/page/89/zoom/3/lat/-70.81581215931347/lng/-73.212890625;;;;;;;;;;;;;
24;KW_T_423_24_0093L.tif.jpg;illustration;Crucianella angustifolia;Crucianella angustifolia;Crucianella;angustifolia;Flowering plants;Caryophyllaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/7/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0095L.tif.jpg;illustration;Hypholoma lacrymabundum;Lacrymaria pyrotricha;Lacrymaria;pyrotricha;Flowering plants;Poaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/8/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0097L.tif.jpg;illustration;Tremellodon gelatinosum;Pseudohydnum gelatinosum;Pseudohydnum;gelatinosum;Flowering plants;Poaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/11/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0099L.tif.jpg;illustration;Polyporus amorphus;Skeletocutis amorpha;Skeletocutis;amorpha;Fungi;Inocybaceae;Wijnrode vezelkop;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/12/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0101L.tif.jpg;illustration;Rubus caesius var. dunensis;Rubus caesius;Rubus;caesius;Flowering plants;Rosaceae;Vuurkambraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/13/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0103L.tif.jpg;illustration;Phleum subulatum;Phleum subulatum;Phleum;subulatum;Flowering plants;Rosaceae;Noorse ganzerik;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/14/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0105L.tif.jpg;illustration;Melilotus infestus;Melilotus infestus;Melilotus;infestus;Flowering plants;Asteraceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/15/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0107L.tif.jpg;illustration;Merulius tremellosus;Phlebia tremellosa;Phlebia;tremellosa;Fungi;Strophariaceae;Rode zwavelkop;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/16/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0109L.tif.jpg;illustration;Hydnum velutinum;Hydnellum spec.;Hydnellum;spec.;Fungi;Strophariaceae;Zwavelkop spec.;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/17/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0111L.tif.jpg;illustration;Rubus divergens;Rubus schipperi;Rubus;schipperi;Flowering plants;Orobanchaceae;Klimopbremraap;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/18/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0113L.tif.jpg;illustration;Bupleurum gerardi;Bupleurum gerardii;Bupleurum;gerardii;Flowering plants;Brassicaceae;Zeeviolier;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/19/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0115L.tif.jpg;illustration;Russula pectinata;Russula amoenolens;Russula;amoenolens;Flowering plants;Rosaceae;Liggende ganzerik;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/20/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0117L.tif.jpg;illustration;Daedalea unicolor;Cerrena unicolor;Cerrena;unicolor;Fungi;Russulaceae;Viltige maggizwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/21/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0119L.tif.jpg;illustration;Polyporus rufescens;Abortiporus biennis;Abortiporus;biennis;Fungi;Rhizinaceae;Oliebolzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/22/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0121L.tif.jpg;illustration;Rubus argentatus;Rubus ser. Clivicola;Rubus;ser. Clivicola;Flowering plants;Salicaceae;Laurierwilg;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/23/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0124L.tif.jpg;illustration;Cuscuta gronovii;Cuscuta gronovii;Cuscuta;gronovii;Flowering plants;Salicaceae;Laurierwilg;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/23/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0126L.tif.jpg;illustration;Mutinus caninus;Mutinus caninus s.l.;Mutinus;caninus s.l.;Flowering plants;Orchidaceae;Bijenorchis;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/25/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0128L.tif.jpg;illustration;Flammula penetrans;Coniferspilus penetrans;Coniferspilus;penetrans;Flowering plants;Geraniaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/26/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0130L.tif.jpg;illustration;Ceratiomyxa mucida;Ceratiomyxa fruticulosa;Ceratiomyxa;fruticulosa;Fungi;Lyophyllaceae;Plaatjeszwamgast;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/27/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0133L.tif.jpg;illustration;Rubus diversifolius;Rubus x umbelliformis;Rubus;x umbelliformis;Flowering plants;Brassicaceae;Slanke waterkers;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/28/zoom/3/lat/-62.79493487887006/lng/-23.818359375;;;;;;;;;;;;;
24;KW_T_423_24_0135L.tif.jpg;illustration;Carex vulpina x remota (Carex axillaris);Carex x pseudoaxillaris;Carex;x pseudoaxillaris;Flowering plants;Brassicaceae;Slanke waterkers;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/29/zoom/3/lat/-62.79493487887006/lng/-23.818359375;;;;;;;;;;;;;
24;KW_T_423_24_0138L.tif.jpg;illustration;Vicia calcarata;Vicia monantha;Vicia;monantha;Fungi;Mycenaceae;Bundelmycena;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/30/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0140L.tif.jpg;illustration;Melilotus macrocarpus;Melilotus macrocarpus;Melilotus;macrocarpus;Fungi;Hymenochaetaceae;Ruige weerschijnzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/31/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0142L.tif.jpg;illustration;Coprinus lagopus;Coprinopsis lagopus;Coprinopsis;lagopus;Fungi;Hymenochaetaceae;Ruige weerschijnzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/31/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0144L.tif.jpg;illustration;Rumex maximus;Rumex hydrolapathum x aquaticus;Rumex;hydrolapathum x aquaticus;Flowering plants;Rosaceae;Bleke fluweelbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/32/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0146L.tif.jpg;illustration;Briza minor;Briza minor;Briza;minor;Flowering plants;Rosaceae;Reestruweelbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/33/zoom/3/lat/-65.6220226151064/lng/-26.103515626;;;;;;;;;;;;;
24;KW_T_423_24_0148L.tif.jpg;illustration;Azolla filiculoides;Azolla filiculoides;Azolla;filiculoides;Flowering plants;Poaceae;Beemdhaver;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/34/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0152L.tif.jpg;illustration;Cordyceps ophioglossoides;Elaphocordyceps ophioglossoides;Elaphocordyceps;ophioglossoides;Fungi;Polyporaceae;Roodporiehoutzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/35/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0154L.tif.jpg;illustration;Stereum hirsutum;Stereum hirsutum;Stereum;hirsutum;Fungi;Clitocybaceae;Adonistrechterzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/36/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0156L.tif.jpg;illustration;Reseda alba;Reseda alba;Reseda;alba;Flowering plants;Rosaceae;Rode contrastbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/37/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0158L.tif.jpg;illustration;Bromus arvensis var. velutinus;Bromus arvensis;Bromus;arvensis;Flowering plants;Poaceae;Rappige Dravik;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/38/zoom/3/lat/-62.79493487887006/lng/-23.818359375;;;;;;;;;;;;;
24;KW_T_423_24_0160L.tif.jpg;illustration;Rumex aquaticus;Rumex aquaticus;Rumex;aquaticus;Fungi;Sclerotiniaceae;Anemonenbekerzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/40/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0162L.tif.jpg;illustration;Collybia tuberosa;Collybia tuberosa;Collybia;tuberosa;Fungi;Marasmiaceae;Breedplaatstreephoed;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/41/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0164L.tif.jpg;illustration;Tricholoma putidum;Lyophyllum spec. ;Lyophyllum;spec.;Flowering plants;Rosaceae;Naaldroggebraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/42/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0166L.tif.jpg;illustration;Reticularia lycoperdon;Reticularia lycoperdon;Reticularia;lycoperdon;Flowering plants;Rosaceae;Ruwe raspbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/43/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0169L.tif.jpg;illustration;Iva xanthiifolia;Iva xanthifolia;Iva;xanthifolia;Fungi;Meruliaceae;Orane aderzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/44/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0171L.tif.jpg;illustration;Crepis pulchra;Crepis pulchra;Crepis;pulchra;Fungi;Hymenochaetaceae;Roestkleurige borstelzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/45/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0174L.tif.jpg;illustration;Geaster bryantii;Geastrum striatum;Geastrum;striatum;Fungi;Auriscalpiaceae;Bruine anijszwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/46/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
24;KW_T_423_24_0176L.tif.jpg;illustration;Ceriomyces alba;Postia ptychogaster anamorf;Postia;ptychogaster anamorf;Flowering plants;Brassicaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/47/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0008L.tif.jpg;illustration;Orobanche rubens;Orobanche lutea;Orobanche;lutea;Flowering plants;Rubiaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/48/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0010L.tif.jpg;illustration;Calamagrostis pseudophragmites;Calamagrostis pseudophragmites ;Calamagrostis;pseudophragmites;Fungi;Psathyrellaceae;Vurige franjehoed;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/49/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0012L.tif.jpg;illustration;Badhamia utricularis;Badhamia utricularis;Badhamia;utricularis;Fungi;Exidiaceae;Stekeltrilzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/50/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0015L.tif.jpg;illustration;Clavaria krombholzii (Clavaria grossa en Clavaria rugosa);Clavulina coralloides s.l.;Clavulina;coralloides s.l.;Fungi;Incrustoporiaceae;Witwollige dennenzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/51/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0018L.tif.jpg;illustration;Nolanea icterina;Entoloma pleopodium;Entoloma;pleopodium;Flowering plants;Rosaceae;Dauwbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/52/zoom/3/lat/-62.79493487887006/lng/-23.818359375;;;;;;;;;;;;;
25;KW_T_423_25_0020L.tif.jpg;illustration;Rumex domesticus;Rumex longifolius;Rumex;longifolius;Flowering plants;Poaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/53/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0022L.tif.jpg;illustration;Artemisia campestris var. maritima (A. crithmifolia);Artemisia campestris subsp. maritima;Artemisia;campestris subsp. maritima;Flowering plants;Fabaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/54/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0024L.tif.jpg;illustration;Rubus serrulatus;Rubus spec?;Rubus;spec?;Fungi;Meruliaceae;Spekzwoerdzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/55/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0026L.tif.jpg;illustration;Cortinarius bolarus;Cortinarius bolaris ;Cortinarius;bolaris;Fungi;Bankeraceae;Stekelzwam spec.;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/56/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0028L.tif.jpg;illustration;Bovista plumbea;Bovista plumbea;Bovista;plumbea;Flowering plants;Rosaceae;Roze purperbraam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/57/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0028L.tif.jpg;illustration;Bovista nigrescens;Bovista nigrescens;Bovista;nigrescens;Flowering plants;Apiaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/58/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0031L.tif.jpg;illustration;Rubus gothicus;Rubus calvus;Rubus;calvus;Fungi;Russulaceae;Scherpe kamrussula ;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/59/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0033L.tif.jpg;illustration;Schkuhria pinnata;Schkuhria pinnata;Schkuhria;pinnata;Fungi;Cerrenaceae;Doolhofelfenbankje;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/60/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0037L.tif.jpg;illustration;Rumex pulcher;Rumex pulcher;Rumex;pulcher;Fungi;Meruliaceae;Toefige labyrintzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/61/zoom/3/lat/-62.79493487887006/lng/-23.818359375;;;;;;;;;;;;;
25;KW_T_423_25_0039L.tif.jpg;illustration;Hygrophorus lucorum;Hygrophorus lucorum;Hygrophorus;lucorum;Flowering plants;Convolvulaceae;Oeverwarkruid;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/64/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0039L.tif.jpg;illustration;Hygrophorus aureus;Hygrophorus spec.;Hygrophorus;spec.;Fungi;Strophariaceae;Dennenvlamhoed;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/66/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0042L.tif.jpg;illustration;Pleurotus eryngii;Pleurotus eryngii;Pleurotus;eryngii;Fungi;Ceratiomyxaceae;Gewoon ijsvingertje;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/67/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0044L.tif.jpg;illustration;Chaerophyllum bulbosum;Chaerophyllum bulbosum;Chaerophyllum;bulbosum;Flowering plants;Fabaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/71/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0046L.tif.jpg;illustration;Chenopodium quinoa;Chenopodium quinoa;Chenopodium;quinoa;Flowering plants;Fabaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/72/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0049L.tif.jpg;illustration;Telephora clavularis;Thelephora anthocephala;Thelephora;anthocephala;Fungi;Psathyrellaceae;Hazenpootje;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/73/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0049L.tif.jpg;illustration;Craterellus sinuosus;Pseudocraterellus undulatus;Pseudocraterellus;undulatus;Flowering plants;Poaceae;Klein trilgras;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/75/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0052L.tif.jpg;illustration;Lactarius scrobiculatus;Lactarius resimus;Lactarius;resimus;Ferns;Salviniaceae;Grote kroosvaren;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/76/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0054L.tif.jpg;illustration;Polyporus schweinitzii;Phaeolus schweinitzii;Phaeolus;schweinitzii;Fungi;Ophiocordycipitaceae;Zwarte truffelknotszwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/78/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0056L.tif.jpg;illustration;Pinus larix;Larix decidua;Larix;decidua;Fungi;Stereaceae;Gele korstzwam;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/79/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0058L.tif.jpg;illustration;Rubus chlorothyrsos;Rubus chlorothyrsos;Rubus;chlorothyrsos;Flowering plants;Resedaceae;Witte reseda;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/80/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0061L.tif.jpg;illustration;Dasyscypha calycina (= Peziza willkommii);Lachnellula willkommii;Lachnellula;willkommii;Flowering plants;Poaceae;Akkerdravik;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/81/zoom/3/lat/-63.19401843808783/lng/-25.927734374999996;;;;;;;;;;;;;
25;KW_T_423_25_0063L.tif.jpg;illustration;Mycena galopoda;Mycena galopus;Mycena;galopus;Flowering plants;Polygonaceae;Paardenzuring;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/82/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0065L.tif.jpg;illustration;Arcyria punicea;Arcyria denudata;Arcyria;denudata;Fungi;Clitocybaceae;Purperknolcollybia;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/83/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0067L.tif.jpg;illustration;Rumex orientalis;Rumex patientia subsp. orientalis;Rumex;patientia subsp. orientalis;Fungi;Lyophyllaceae;Grauwkop spec.;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/84/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0069L.tif.jpg;illustration;Cenchrus tribuloides;Cenchrus pauciflorus;Cenchrus;pauciflorus;Fungi;Reticulariaceae;Zilveren boomkussen;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/85/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
25;KW_T_423_25_0071L.tif.jpg;illustration;Galera vestita;Pholiotina velata s.l.;Pholiotina;velata s.l.;Flowering plants;Asteraceae;Iva;https://galerij.kb.nl/kb.html#/nl/florabatava24/page/87/zoom/3/lat/-65.6220226151064/lng/-26.103515625;;;;;;;;;;;;;
