Volume;File name;File type;Species name RAW;Species name CURRENT;Genus;Epithet;Group;Family;Dutch common name;Link.KB;;;;;;;;;;;;;
12;KW_T_423_12_0050L.tif.jpg;illustration;Cucubalus bacciferus;Silene baccifera;Silene;baccifera;Flowering plants;Malvaceae;Muskuskaasjeskruid;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/83/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0052L.tif.jpg;illustration;Chara vulgaris;Chara spec.;Chara;spec.;Fungi;Parmeliaceae;;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/84/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0054L.tif.jpg;illustration;Nitella syncarpa;Nitella syncarpa;Nitella;syncarpa;Fungi;Parmeliaceae;Schildmos spec.;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/84/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0056L.tif.jpg;illustration;Asarum europaeum;Asarum europaeum;Asarum;europaeum;Fungi;Parmeliaceae;Schildmos spec.;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/84/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0058L.tif.jpg;illustration;Secale cornutum;Claviceps purpurea s.l.;Claviceps;purpurea s.l.;Fungi;Phallaceae;Grote stinkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/85/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0060L.tif.jpg;illustration;Erica arborea;Erica spec.;Erica;spec.;Flowering plants;Poaceae;Handjesgras;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/86/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0062L.tif.jpg;illustration;Erica cinerea;Erica cinerea;Erica;cinerea;Flowering plants;Campanulaceae;Ruig klokje;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/87/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0064L.tif.jpg;illustration;Ribes nigrum;Ribes nigrum;Ribes;nigrum;Flowering plants;Campanulaceae;Kluwenklokje;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/88/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0066L.tif.jpg;illustration;Badiaga fluviatilis;Spongilla lacustris;Spongilla;lacustris;Fungi;Polyporaceae;Anijskurkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava10/page/90/zoom/2/lat/0.17578097424708533/lng/-0.17578125;;;;;;;;;;;;;
12;KW_T_423_12_0068L.tif.jpg;illustration;Marchantia polymorpha / M. stellata / M. umbellata;Marchantia polymorpha;Marchantia;polymorpha;Flowering plants;Poaceae;Kransnaaldaar;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/9/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0070L.tif.jpg;illustration;Silene armeria;Silene armeria;Silene;armeria;Flowering plants;Caryophyllaceae;Blaassilene;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/10/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0072L.tif.jpg;illustration;Allium schoenoprasum;Allium schoenoprasum;Allium;schoenoprasum;Flowering plants;Fabaceae;Witte honingklaver;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/11/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0074L.tif.jpg;illustration;Spergula pentandra;Spergula morisonii;Spergula;morisonii;Fungi;Boletaceae;Kastanjeboleet;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/12/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0076L.tif.jpg;illustration;Lycopodium selago;Huperzia selago;Huperzia;selago;Fungi;Reticulariaceae;Gewone boomwrat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/13/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0078L.tif.jpg;illustration;Orthotrichum affine;Orthotrichum cf. affine;Orthotrichum;cf. affine;Flowering plants;Ranunculaceae;Wildemanskruid;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/14/zoom/3/lat/-67.50856836293859/lng/-37.001953126;;;;;;;;;;;;;
12;KW_T_423_12_0078L.tif.jpg;illustration;Orthotrichum lyellii;Orthotrichum spec.;Orthotrichum;spec.;Flowering plants;Lamiaceae;Borstelkrans;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/15/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0080L.tif.jpg;illustration;Lathyrus aphaca;Lathyrus aphaca;Lathyrus;aphaca;Algae;Fucaceae;Blaaswier;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/16/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0081R.tif.jpg;illustration;Lathyrus nissolia;Lathyrus nissolia;Lathyrus;nissolia;Fungi;Trichiaceae;Draadwatje  spec.;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/17/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0083L.tif.jpg;illustration;Botrychium lunaria;Botrychium lunaria;Botrychium;lunaria;Mosses;Funariaceae;Gewoon krulmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/17/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0085L.tif.jpg;illustration;Asplenium filix femina;Athyrium filix-femina;Athyrium;filix-femina;Fungi;Hygrocybaceae;Scharlaken wasplaat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/18/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0087L.tif.jpg;illustration;Jungermannia platyphylla;Porella platyphylla;Porella;platyphylla;Fungi;Hygrocybaceae;Zwartwordende wasplaat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/54/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
12;KW_T_423_12_0087L.tif.jpg;illustration;Jungermannia sphagni;Odontoschisma sphagni;Odontoschisma;sphagni;Flowering plants;Apiaceae;Aardkastanje;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/19/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0089L.tif.jpg;illustration;Dianthus barbatus;Dianthus barbatus;Dianthus;barbatus;Flowering plants;Amaryllidaceae;Daslook;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/20/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0091L.tif.jpg;illustration;Papaver somniferum;Papaver somniferum;Papaver;somniferum;Flowering plants;Hypericaceae;Fraai hertshooi;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/21/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0093L.tif.jpg;illustration;Hesperis matronalis;Hesperis matronalis;Hesperis;matronalis;Fungi;Clavariaceae;Heideknotzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/22/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0095L.tif.jpg;illustration;Jungermannia tomentella;Trichocolea tomentella;Trichocolea;tomentella;Fungi;Clavariaceae;Sikkelkoraalzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/22/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0097L.tif.jpg;illustration;Aspidium cristatum;Dryopteris cristata;Dryopteris;cristata;Fungi;Phacidiaceae;Zwarte knoopzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/22/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0099L.tif.jpg;illustration;Colutea arborescens;Colutea arborescens;Colutea;arborescens;Fungi;Physalacriaceae;Sombere honingzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/23/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0101L.tif.jpg;illustration;Clematis erecta;Clematis viticella;Clematis;viticella;Fungi;Strophariaceae;Valse kopegroenzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/23/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0103L.tif.jpg;illustration;Cetraria aculeata parmelia;Cetraria aculeata;Cetraria;aculeata;Flowering plants;Convolvulaceae;Groot warkruid;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/24/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0103L.tif.jpg;illustration;Cetraria islandica;Cetraria islandica;Cetraria;islandica;Flowering plants;Plantaginaceae;Akkerleeuwenbek;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/25/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0105L.tif.jpg;illustration;Aesculus hippocastanum;Aesculus hippocastanum;Aesculus;hippocastanum;Flowering plants;Fabaceae;Lathyruswikke;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/26/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0107L.tif.jpg;illustration;Pertusaria communis;Pertusaria pertusa;Pertusaria;pertusa;Flowering plants;Salicaceae;Boswilg;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/27/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0109L.tif.jpg;illustration;Castanea vulgaris;Castanea sativa;Castanea;sativa;Fungi;Galeropsidaceae;Franjevlekplaat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/28/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0111L.tif.jpg;illustration;Pisum arvense;Pisum sativum;Pisum;sativum;Fungi;Galeropsidaceae;Geringde vlekplaat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/28/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0113L.tif.jpg;illustration;Polygonum fagopyrum / Fagopyrum esculentum;Fagopyrum esculentum;Fagopyrum;esculentum;Flowering plants;Oleaceae;Wilde liguster;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/29/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0115L.tif.jpg;illustration;Calycium hyperellum;Calicium viride;Calicium;viride;Flowering plants;Rosaceae;Egelantier;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/30/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0115L.tif.jpg;illustration;Pertusaria wulfenii;Pertusaria hymenea;Pertusaria;hymenea;Flowering plants;Fabaceae;Kleine klaver;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/31/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0117L.tif.jpg;illustration;Nicandra physaloides;Nicandra physalodes;Nicandra;physalodes;Fungi;Strophariaceae;Gewone zwavelkop;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/32/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0119L.tif.jpg;illustration;Boletus oudemansii;Suillus placidus;Suillus;placidus;Fungi;Hydnangiaceae;"Gewone fopzwam (boven);  Amethistzwam (onder)";https://galerij.kb.nl/kb.html#/nl/florabatava11/page/32/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0121L.tif.jpg;illustration;Agaricus volvaceus;Volvariella volvacea;Volvariella;volvacea;Fungi;Russulaceae;Baardige melkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/33/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0123L.tif.jpg;illustration;Amblystegium serpens;Amblystegium serpens;Amblystegium;serpens;Fungi;Russulaceae;Fijngegordelde melkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/33/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0125L.tif.jpg;illustration;Amblystegium juratzkanum;Amblystegium serpens;Amblystegium;serpens;Fungi;Russulaceae;Populiermelkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/33/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0127L.tif.jpg;illustration;Carex distans;Carex distans;Carex;distans;Flowering plants;Rubiaceae;Boswalstro;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/34/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0129L.tif.jpg;illustration;Hieracium pratense;Hieracium caespitosum;Hieracium;caespitosum;Algae;Potamogetonaceae;Glanzig fonteinkruid;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/35/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0131L.tif.jpg;illustration;Elodaea canadensis (Udora occidentalis);Elodea canadensis;Elodea;canadensis;Flowering plants;Lamiaceae;Betonie;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/36/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0133L.tif.jpg;illustration;Geaster rufescens;Geastrum triplex;Geastrum;triplex;Fungi;Amanitaceae;Groene knolamaniet;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/37/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0135L.tif.jpg;illustration;Orobanche minor;Orobanche minor;Orobanche;minor;Fungi;Xylariaceae;Houtknotszwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/37/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0137L.tif.jpg;illustration;Buxbaumia aphylla;Buxbaumia aphylla;Buxbaumia;aphylla;Fungi;Marasmiaceae;Weidekringzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/38/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0139L.tif.jpg;illustration;Carex paludosa;Carex acutiformis;Carex;acutiformis;Flowering plants;Poaceae;Groene naaldaar;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/39/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0141L.tif.jpg;illustration;Carex paludosa var. pendula;Carex spec.;Carex;spec.;Flowering plants;Asteraceae;Wilde cichorei;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/40/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0143L.tif.jpg;illustration;Lentinus suff(r)utescens;Neolentinus lepideus ;Neolentinus;lepideus;Flowering plants;Asteraceae;Zeealsem;http://galerij.kb.nl/kb.html#/nl/florabatava11/page/41/zoom/3/lat/-68.62454366344708/lng/-48.427734375;;;;;;;;;;;;;
12;KW_T_423_12_0145L.tif.jpg;illustration;Barbula laevipila;Syntrichia laevipila;Syntrichia;laevipila;Flowering plants;Araceae;Slangenwortel;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/42/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0145L.tif.jpg;illustration;Barbula muralis;Tortula muralis;Tortula;muralis;Fungi;Russulaceae;Zwartgroene melkzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/43/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0147L.tif.jpg;illustration;Senecio erucifolius;Jacobaea erucifolia;Jacobaea;erucifolia;Flowering plants;Rosaceae;Franse roos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/44/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0149L.tif.jpg;illustration;Carex vulgaris;Carex nigra;Carex;nigra;Flowering plants;Fabaceae;Duitse brem;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/45/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0151L.tif.jpg;illustration;Pimpinella magna;Pimpinella major;Pimpinella;major;Flowering plants;Orobanchaceae;Grote bremraap;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/46/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0153L.tif.jpg;illustration;Polypodium dryopteris;Coniferscarpium dryopteris;Coniferscarpium;dryopteris;Mosses;Pelliaceae;Gewoon plakkaatmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/47/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0155L.tif.jpg;illustration;Tillaea muscosa;Crassula tillaea;Crassula;tillaea;Mosses;Plagiochilaceae;#N/A;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/48/zoom/3/lat/-70.46620742226557/lng/-110.12695312499999;;;;;;;;;;;;;
12;KW_T_423_12_0157L.tif.jpg;illustration;Thalictrum silvaticum;Thalictrum minus;Thalictrum;minus;Fungi;Parmeliaceae;Baardmos spec.;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/49/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0159L.tif.jpg;illustration;Senecio aquaticus;Jacobaea aquatica;Jacobaea;aquatica;Fungi;Cladoniaceae;Echt rendiermos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/49/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0161L.tif.jpg;illustration;Corispermum marschallii;Corispermum marschallii;Corispermum;marschallii;Flowering plants;Fabaceae;Hokjespeul;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/50/zoom/3/lat/-67.50856836293859/lng/-37.001953125;;;;;;;;;;;;;
12;KW_T_423_12_0163L.tif.jpg;illustration;Pimpinella saxifraga;Pimpinella saxifraga;Pimpinella;saxifraga;Flowering plants;Caryophyllaceae;Franse silene;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/51/zoom/3/lat/-67.90861918215302/lng/-41.220703125;;;;;;;;;;;;;
12;KW_T_423_12_0165L.tif.jpg;illustration;Monotropa hipopitys;Monotropa hypopitys;Monotropa;hypopitys;Flowering plants;Fabaceae;Knollathyrus;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/52/zoom/3/lat/-68.366801093914/lng/-40.693359375;;;;;;;;;;;;;
12;KW_T_423_12_0167L.tif.jpg;illustration;Crepis virens;Crepis capillaris;Crepis;capillaris;Fungi;Cortinariaceae;Violette gordijnzwam;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/53/zoom/3/lat/-71.88357830131248/lng/-39.63867187499999;;;;;;;;;;;;;
13;KW_T_423_13_0010L.tif.jpg;illustration;Carex vulpina;Carex otrubae;Carex;otrubae;Fungi;Hygrocybaceae;Zwartwordende wasplaat;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/54/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0012L.tif.jpg;illustration;Carex remota;Carex remota;Carex;remota;Flowering plants;Poaceae;Eenbloemig parelgras;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/55/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0014L.tif.jpg;illustration;Carex pilulifera;Carex pilulifera;Carex;pilulifera;Flowering plants;Euphorbiaceae;Kruisbladige wolfsmelk;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/56/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0016L.tif.jpg;illustration;Carex ampullacea;Carex rostrata;Carex;rostrata;Algae;Plocamiaceae;Kamwier;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/57/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0018L.tif.jpg;illustration;Carex stellulata;Carex echinata;Carex;echinata;Mosses;Sphagnaceae;cf. Wrattig veenmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/58/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0020L.tif.jpg;illustration;Carex paniculata;Carex paniculata;Carex;paniculata;Mosses;Thuidiaceae;Gewoon thujamos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/59/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0022L.tif.jpg;illustration;Carex elongata;Carex elongata;Carex;elongata;Mosses;Amblystegiaceae;Sterrengoudmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/59/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999;;;;;;;;;;;;;
13;KW_T_423_13_0024L.tif.jpg;illustration;Carex acuta;Carex acuta;Carex;acuta;Flowering plants;Campanulaceae;Zwartblauwe rapunzel;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/60/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0026L.tif.jpg;illustration;Carex muricata;Carex sect. Phaestoglochin;Carex;sect. Phaestoglochin;Flowering plants;Cyperaceae;Bruine snavelbies;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/61/zoom/3/lat/-68.56038368664157/lng/-36.474609381;;;;;;;;;;;;;
13;KW_T_423_13_0028L.tif.jpg;illustration;Carex glauca;Carex flacca;Carex;flacca;Flowering plants;Poaceae;Ruw gierstgras;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/61/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0030L.tif.jpg;illustration;Carex flava;Carex demissa;Carex;demissa;Flowering plants;Solanaceae;Wolfskers;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/62/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0032L.tif.jpg;illustration;Heleocharis multicaulis;Eleocharis multicaulis;Eleocharis;multicaulis;Mosses;Brachytheciaceae;Bleek dikkopmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/63/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0034L.tif.jpg;illustration;Heleocharis acicularis;Eleocharis acicularis;Eleocharis;acicularis;Mosses;Hylocomiaceae;Bronsmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/63/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0036L.tif.jpg;illustration;Heleocharis palustris;Eleocharis palustris;Eleocharis;palustris;Fungi;Ceratostomataceae;"""Dennenpoliepzwammetje""";https://galerij.kb.nl/kb.html#/nl/florabatava11/page/64/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0038L.tif.jpg;illustration;Radiola linoides;Radiola linoides;Radiola;linoides;Fungi;Cronartiaceae;Grove-dennenblaasroest ;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/64/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0040L.tif.jpg;illustration;Luzula multiflora;Luzula spec.;Luzula;spec.;Fungi;Indet.;Zakjeszwam spec.;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/64/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0042L.tif.jpg;illustration;Juncus capitatus;Juncus capitatus;Juncus;capitatus;Flowering plants;Boraginaceae;Bosvergeet-mij-nietje;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/65/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0044L.tif.jpg;illustration;Juncus conglomeratus;Juncus conglomeratus;Juncus;conglomeratus;Flowering plants;Asteraceae;Dwergviltkruid;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/66/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0046L.tif.jpg;illustration;Juncus bufonius;Juncus bufonius;Juncus;bufonius;Mosses;Bartramiaceae;Gewoon appelmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/67/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0048L.tif.jpg;illustration;Juncus glaucus;Juncus inflexus;Juncus;inflexus;Fungi;Parmeliaceae;Gewoon Schorsmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/67/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0050L.tif.jpg;illustration;Lotus uliginosus;Lotus pedunculatus;Lotus;pedunculatus;Mosses;Cephaloziellaceae;Gewoon draadmos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/68/zoom/3/lat/-68.56038368664157/lng/-36.474609378;;;;;;;;;;;;;
13;KW_T_423_13_0052L.tif.jpg;illustration;Medicago falcata;Medicago falcata;Medicago;falcata;Fungi;Cladoniaceae;Rood bekermos;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/68/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0054L.tif.jpg;illustration;Arrhenaterum elatius;Arrhenatherum elatius;Arrhenatherum;elatius;Fungi;Lecideaceae;Dijkgranietkorst;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/69/zoom/3/lat/-68.56038368664157/lng/-36.474609382;;;;;;;;;;;;;
13;KW_T_423_13_0056L.tif.jpg;illustration;Mercurialis annua;Mercurialis annua;Mercurialis;annua;Fungi;Stereocaulaceae;Stuifzandkorrelloof;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/69/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0058L.tif.jpg;illustration;Triodia decumbens;Danthonia decumbens;Danthonia;decumbens;Flowering plants;Plantaginaceae;Lange ereprijs;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/70/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
13;KW_T_423_13_0060L.tif.jpg;illustration;Barbula pillosa;Syntrichia papillosa;Syntrichia;papillosa;Flowering plants;Scrophulariaceae;Stalkaars;https://galerij.kb.nl/kb.html#/nl/florabatava11/page/71/zoom/3/lat/-68.56038368664157/lng/-36.474609375;;;;;;;;;;;;;
