plant_id,volume,species_raw,species_current,genus,epithet,group,family,dutch_name,kb_link,multi_species,all_species
KW_T_423_1_0056R,1,Bellis perennis,Bellis perennis,Bellis,perennis,Mosses,Bryaceae,cf. Dicht knikmos,https://galerij.kb.nl/kb.html#/nl/florabatava17/page/36/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Bellis perennis
KW_T_423_1_0058R,1,Orchis latifolia,Dactylorhiza praetermissa,Dactylorhiza,praetermissa,Mosses,Pylaisiaceae,cf. Gewoon puntmos,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/63/zoom/3/lat/-68.56038368664157/lng/-36.474609375,False,Dactylorhiza praetermissa
KW_T_423_1_0060R,1,Lycopus europaeus,Lycopus europaeus,Lycopus,europaeus,Fungi,Cortinariaceae,Geelplaatgordijnzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/27/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Lycopus europaeus
KW_T_423_1_0062R,1,Valeriana officinalis,Valeriana officinalis,Valeriana,officinalis,Flowering plants,Cyperaceae,cf. Stijve zegge,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/53/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Valeriana officinalis
KW_T_423_1_0064R,1,Lonicera periclymenum,Lonicera periclymenum,Lonicera,periclymenum,Flowering plants,Salicaceae,Basterdkraakwilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/15/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Lonicera periclymenum
KW_T_423_1_0066R,1,Aethusa cynapium,Aethusa cynapium,Aethusa,cynapium,Flowering plants,Cyperaceae,Geelgroene x Blonde zegge,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/80/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Aethusa cynapium
KW_T_423_1_0068R,1,Adoxa moschatellina,Adoxa moschatellina,Adoxa,moschatellina,Flowering plants,Ulmaceae,Hollandse iep,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/86/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Adoxa moschatellina
KW_T_423_1_0070R,1,Ranunculus bulbosus,Ranunculus bulbosus,Ranunculus,bulbosus,Flowering plants,Ericaceae,Bastaardbosbes,https://galerij.kb.nl/kb.html#/nl/florabatava22/page/64/zoom/3/lat/-69.13127122963648/lng/-27.333984375,False,Ranunculus bulbosus
KW_T_423_1_0072R,1,Cardamine pratensis,Cardamine pratensis,Cardamine,pratensis,Flowering plants,Ericaceae,Bastaardbosbes,https://galerij.kb.nl/kb.html#/nl/florabatava22/page/64/zoom/3/lat/-69.13127122963648/lng/-27.333984375,False,Cardamine pratensis
KW_T_423_1_0074R,1,Erodium (Geranium) cicutarium,Erodium cicutarium,Erodium,cicutarium,Fungi,Entolomataceae,Staalsteeltje spec.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/62/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Erodium cicutarium
KW_T_423_1_0076R,1,Hieracium pilosella,Pilosella officinarum,Pilosella,officinarum,Fungi,Entolomataceae,Staalsteeltje spec.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/62/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Pilosella officinarum
KW_T_423_1_0078R,1,Urtica dioica,Urtica dioica,Urtica,dioica,Fungi,Entolomataceae,Staalsteeltje spec.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/62/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Urtica dioica
KW_T_423_1_0080R,1,Verbena officinalis,Verbena officinalis,Verbena,officinalis,Fungi,Entolomataceae,Staalsteeltje spec.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/62/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Verbena officinalis
KW_T_423_1_0082R,1,Eriophorum polystachion,Eriophorum angustifolium,Eriophorum,angustifolium,Flowering plants,Asparagaceae,Basterdhyacint,https://galerij.kb.nl/kb.html#/nl/florabatava01/page/51/zoom/3/lat/-67.06743335108297/lng/-51.328125,False,Eriophorum angustifolium
KW_T_423_1_0084R,1,Galium verum,Galium verum,Galium,verum,Flowering plants,Fabaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/39/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Galium verum
KW_T_423_1_0086R,1,Cynoglossum officinale,Cynoglossum officinale,Cynoglossum,officinale,Flowering plants,Poaceae,cf. Schaduwgras,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/77/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Cynoglossum officinale
KW_T_423_1_0088R,1,Scandix pecten,Scandix pecten-veneris,Scandix,pecten-veneris,Flowering plants,Rosaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/80/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Scandix pecten-veneris
KW_T_423_1_0090R,1,Hyacinthus non-scripta,Hyacinthoides × massartiana,Hyacinthoides,× massartiana,Flowering plants,Asteraceae,Nieuw-Nederlandse aster,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/69/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Hyacinthoides × massartiana
KW_T_423_1_0092R,1,Agrimonia eupatoria,Agrimonia eupatoria,Agrimonia,eupatoria,Flowering plants,Poaceae,Basterdkweek,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/15/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Agrimonia eupatoria
KW_T_423_1_0094R,1,Malva sylvestris,Malva sylvestris,Malva,sylvestris,Flowering plants,Alismataceae,(Smalle of slanke) waterweegbree,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/35/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Malva sylvestris
KW_T_423_1_0096R,1,Spartium scoparium,Cytisus scoparius,Cytisus,scoparius,Flowering plants,Plantaginaceae,cf. Klein sterrenkroos,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/71/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Cytisus scoparius
KW_T_423_1_0098R,1,Tussilago Farfara,Tussilago farfara,Tussilago,farfara,Mosses,Sphagnaceae,cf. Wrattig veenmos,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/58/zoom/3/lat/-68.56038368664157/lng/-35.77148437499999,False,Tussilago farfara
KW_T_423_1_0100R,1,Bromus sterilis,Anisantha sterilis,Anisantha,sterilis,Flowering plants,Cyperaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/17/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Anisantha sterilis
KW_T_423_1_0102R,1,Plantago lanceolata,Plantago lanceolata,Plantago,lanceolata,Flowering plants,Rosaceae,cf. Fraaie schuilbraam,https://galerij.kb.nl/kb.html#/nl/florabatava26/page/55/zoom/3/lat/-66.86108230224609/lng/-34.98046875,False,Plantago lanceolata
KW_T_423_1_0104R,1,Cerastium arvense,Cerastium arvense,Cerastium,arvense,Flowering plants,Cyperaceae,Valse voszegge x IJle zegge,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/69/zoom/3/lat/-65.6220226151064/lng/-26.103515625,False,Cerastium arvense
KW_T_423_1_0106R,1,Euphorbia palustris,Euphorbia palustris,Euphorbia,palustris,Flowering plants,Cyperaceae,Valse voszegge x IJle zegge,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/76/zoom/3/lat/-62.062733258846514/lng/-25.400390625,False,Euphorbia palustris
KW_T_423_1_0108R,1,Lepidium ruderale,Lepidium ruderale,Lepidium,ruderale,Flowering plants,Salicaceae,Bittere wilg x Katwilg,https://galerij.kb.nl/kb.html#/nl/florabatava17/page/64/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Lepidium ruderale
KW_T_423_1_0110R,1,Geum urbanum,Geum urbanum,Geum,urbanum,Flowering plants,Asteraceae,Paardenbloem,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/71/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Geum urbanum
KW_T_423_1_0112R,1,Sisymbrium sophia,Descurainia sophia,Descurainia,sophia,Fungi,Boletaceae,Gewone berkenboleet s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava10/page/30/zoom/3/lat/-64.43489204304058/lng/-17.666015625,False,Descurainia sophia
KW_T_423_1_0114R,1,Geranium robertianum,Geranium robertianum,Geranium,robertianum,Fungi,Physalacrisceae,Gewoon fluweelpootje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava10/page/89/zoom/2/lat/0.17578097424708533/lng/-0.17578125,False,Geranium robertianum
KW_T_423_1_0116R,1,Ervum hirsutum,Vicia hirsuta,Vicia,hirsuta,Fungi,Clavariaceae,Gele knotszwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/22/zoom/3/lat/-67.50856836293859/lng/-37.001953125,False,Vicia hirsuta
KW_T_423_1_0118R,1,Chrysanthemum Leucanthemum,Leucanthemum vulgare,Leucanthemum,vulgare,Fungi,Xylariaceae,Speldenprikzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/23/zoom/3/lat/-67.50856836293859/lng/-37.001953125,False,Leucanthemum vulgare
KW_T_423_1_0120R,1,Poa annua,Poa annua,Poa,annua,Fungi,Psathyrellaceae,Glimmerinktzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/28/zoom/3/lat/-67.50856836293859/lng/-37.001953125,False,Poa annua
KW_T_423_1_0122R,1,Potamogeton compressum,Potamogeton cf compressus,Potamogeton,cf compressus,Fungi,Geoglossaceae,Slanke aardtong s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/37/zoom/3/lat/-67.50856836293859/lng/-37.001953125,False,Potamogeton cf compressus
KW_T_423_1_0124R,1,Samolus Valerandi,Samolus valerandi,Samolus,valerandi,Fungi,Boletaceae,Roodsteelfluweelboleet s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/27/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Samolus valerandi
KW_T_423_1_0126R,1,Chenopodium rubrum,Chenopodium album,Chenopodium,album,Fungi,Clavicipitaceae,Echte moederkoren s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/33/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Chenopodium album
KW_T_423_1_0128R,1,Stellaria graminea,Stellaria graminea,Stellaria,graminea,Fungi,Gelatinodiscaceae,Paarse knoopzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/43/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Stellaria graminea
KW_T_423_1_0130R,1,Nymphaea lutea,Nuphar lutea,Nuphar,lutea,Fungi,Melanoleucaceae,Kortstelige veldridderzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/63/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Nuphar lutea
KW_T_423_1_0132R,1,Teucrium Scorodonia,Teucrium scorodonia,Teucrium,scorodonia,Fungi,Omphalotaceae,Eikenbladzwammetje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava17/page/52/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Teucrium scorodonia
KW_T_423_1_0134R,1,Trifolium arvense,Trifolium arvense,Trifolium,arvense,Flowering plants,Poaceae,Veldbeemgras,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/50/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Trifolium arvense
KW_T_423_1_0136R,1,Centaurea jacea,Centaurea jacea,Centaurea,jacea,Fungi,Tricholomataceae,Witte ridderzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/57/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Centaurea jacea
KW_T_423_1_0138R,1,Asplenium Ruta muraria,Asplenium ruta-muraria,Asplenium,ruta-muraria,Fungi,Russulaceae,Braakrussula,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/62/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Asplenium ruta-muraria
KW_T_423_1_0140R,1,Aira cespitosa,Deschampsia cespitosa,Deschampsia,cespitosa,Fungi,Russulaceae,Duifrussula s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/42/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Deschampsia cespitosa
KW_T_423_1_0142R,1,Hydrocotyle vulgaris,Hydrocotyle vulgaris,Hydrocotyle,vulgaris,Fungi,Russulaceae,Vissige eikenrussula s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/47/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Hydrocotyle vulgaris
KW_T_423_1_0144R,1,Parnassia palustris,Parnassia palustris,Parnassia,palustris,Fungi,Pyronemataceae,Oranje mosbekertje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/53/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Parnassia palustris
KW_T_423_1_0146R,1,Rumex acetosella,Rumex acetosella,Rumex,acetosella,Fungi,Russulaceae,Smakelijke melkzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/58/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Rumex acetosella
KW_T_423_1_0148R,1,Sedum acre,Sedum acre,Sedum,acre,Fungi,Tremellaceae ,Bruine trilzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/83/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Sedum acre
KW_T_423_1_0150R,1,Potentilla reptans,Potentilla reptans,Potentilla,reptans,Fungi,Squamanitaceae,Oranjegele korrelhoed s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava19/page/92/zoom/3/lat/-68.6885206018014/lng/-21.357421875,False,Potentilla reptans
KW_T_423_1_0152R,1,Thymus serpyllum,Thymus pulegioides,Thymus,pulegioides,Fungi,Physalacrisceae,Gewoon fluweelpootje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava21/page/62/zoom/3/lat/-67.1016555307692/lng/-17.841796875,False,Thymus pulegioides
KW_T_423_1_0154R,1,Thlaspi arvense,Thlaspi arvense,Thlaspi,arvense,Fungi,Russulaceae,Vissige eikenrussula s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava21/page/67/zoom/3/lat/-67.90861918215302/lng/-50.88867187499999,False,Thlaspi arvense
KW_T_423_1_0156R,1,Sonchus arvensis,Sonchus arvensis,Sonchus,arvensis,Fungi,Boletaceae,Roodsteelfluweelboleet s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/75/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Sonchus arvensis
KW_T_423_1_0158R,1,Erigeron canadense,Conyza canadensis,Conyza,canadensis,Fungi,Phallaceae,Kleine stinkzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava24/page/65/zoom/3/lat/-65.6220226151064/lng/-26.103515627,False,Conyza canadensis
KW_T_423_1_0160R,1,Verbascum nigrum,Verbascum nigrum,Verbascum,nigrum,Fungi,Hydnaceae,Witte koraalzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/11/zoom/3/lat/-69.53451763078357/lng/-18.45703125,False,Verbascum nigrum
KW_T_423_1_0162R,1,Euonymus europaeus,Euonymus europaeus,Euonymus,europaeus,Fungi,Bolbitiaceae,Franjebreeksteeltje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/42/zoom/3/lat/-69.53451763078357/lng/-18.544921875,False,Euonymus europaeus
KW_T_423_1_0164R,1,Myosurus minimus,Myosurus minimus,Myosurus,minimus,Fungi,Ophiocordycipitaceae,Ronde truffelknotszwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/61/zoom/3/lat/-69.53451763078357/lng/-18.544921875,False,Myosurus minimus
KW_T_423_1_0166R,1,Triglochin palustre,Triglochin palustris,Triglochin,palustris,Fungi,Crepidotaceae,Wit oorzwammetje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/66/zoom/3/lat/-69.53451763078357/lng/-18.45703125,False,Triglochin palustris
KW_T_423_1_0168R,1,Polygonum amphibium,Persicaria amphibia,Persicaria,amphibia,Fungi,Mycenaceae,Graskleefsteelmycena s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/90/zoom/3/lat/-70.61261423801925/lng/-18.80859375,False,Persicaria amphibia
KW_T_423_1_0170R,1,Ranunculus Ficaria,Ficaria verna subsp. verna,Ficaria,verna subsp. verna,Fungi,Cortinariaceae,Bleke galgordijnzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava25/page/101/zoom/3/lat/-70.61261423801925/lng/-18.80859375,False,Ficaria verna subsp. verna
KW_T_423_1_0172R,1,Prunella vulgaris,Prunella vulgaris,Prunella,vulgaris,Fungi,Strophariaceae,Oranjebloesemzwam s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava26/page/101/zoom/3/lat/-68.33437594128185/lng/-36.38671875,False,Prunella vulgaris
KW_T_423_1_0174R,1,Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium,cannabinum,Fungi,Marasmiaceae,Brandnetelklokje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava26/page/111/zoom/3/lat/-68.33437594128185/lng/-36.38671875,False,Eupatorium cannabinum
KW_T_423_1_0176R,1,Ophrys ovata,Listera ovata,Listera,ovata,Fungi,Hygrocybaceae,Puntmutswasplaat s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/22/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Listera ovata
KW_T_423_1_0178R,1,Salix alba,Salix alba,Salix,alba,Fungi,Typhulaceae,Wit poedersteelknotsje s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/43/zoom/3/lat/-66.23145747862573/lng/-39.55078125,False,Salix alba
KW_T_423_2_0013R,2,Veronica officinalis,Veronica officinalis,Veronica,officinalis,Fungi,Mycenaceae,Graskleefsteelmycena s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/94/zoom/3/lat/-65.69447579373418/lng/-82.177734375,False,Veronica officinalis
KW_T_423_2_0015R,2,Veronica Anagallis,Veronica catenata,Veronica,catenata,Fungi,Hygrophoropsidaceae,Knolletjesplooivlies s.l.,https://galerij.kb.nl/kb.html#/nl/florabatava28/page/52/zoom/3/lat/-67.80924450600008/lng/-32.87109375,False,Veronica catenata
KW_T_423_2_0017R,2,Veronica triphyllos,Veronica triphyllos,Veronica,triphyllos,Flowering plants,Cyperaceae,Heen,https://galerij.kb.nl/kb.html#/nl/florabatava07/page/48/zoom/3/lat/-68.72044056989829/lng/-31.46484375,False,Veronica triphyllos
KW_T_423_2_0019R,2,Anthoxanthum odoratum,Anthoxanthum odoratum,Anthoxanthum,odoratum,Flowering plants,Asteraceae,Boshavikskruid,https://galerij.kb.nl/kb.html#/nl/florabatava21/page/45/zoom/3/lat/-66.26685631430843/lng/-18.720703125,False,Anthoxanthum odoratum
KW_T_423_2_0021R,2,Alopecurus bulbosus,Alopecurus bulbosus,Alopecurus,bulbosus,Fungi,Stereocaulaceae,cf. Wollig Korrelloof,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/69/zoom/3/lat/-68.56038368664157/lng/-36.474609375,False,Alopecurus bulbosus
KW_T_423_2_0023R,2,Agrostis spica venti,Apera spica-venti,Apera,spica-venti,Flowering plants,Rosaceae,cf. Roze purperbraam,https://galerij.kb.nl/kb.html#/nl/florabatava23/page/36/zoom/3/lat/-67.16995497083366/lng/-27.509765625,False,Apera spica-venti
KW_T_423_2_0025R,2,Dactylis glomerata,Dactylis glomerata,Dactylis,glomerata,Flowering plants,Rosaceae,Humusbraam spec.?,https://galerij.kb.nl/kb.html#/nl/florabatava26/page/108/zoom/3/lat/-68.33437594128185/lng/-36.38671875,False,Dactylis glomerata
KW_T_423_2_0027R,2,Bromus giganteus,Festuca gigantea,Festuca,gigantea,Flowering plants,Rosaceae,Roggebraam spec.?,https://galerij.kb.nl/kb.html#/nl/florabatava27/page/101/zoom/3/lat/-67.40748724648755/lng/-42.71484375,False,Festuca gigantea
KW_T_423_2_0029R,2,Scabiosa arvensis,Knautia arvensis,Knautia,arvensis,Flowering plants,Salicaceae,Boswilg x Katwilg,https://galerij.kb.nl/kb.html#/nl/florabatava14/page/39/zoom/3/lat/-65.03506043658815/lng/-28.916015625,False,Knautia arvensis
KW_T_423_2_0031R,2,Cornus sanguinea,Cornus sanguinea,Cornus,sanguinea,Fungi,Mycenaceae,cf. Scherpe schelpzwam?,https://galerij.kb.nl/kb.html#/nl/florabatava11/page/13/zoom/3/lat/-67.50856836293859/lng/-37.001953125,False,Cornus sanguinea
KW_T_423_2_0033R,2,Potamogeton marinum,Potamogeton pectinatus,Potamogeton,pectinatus,Flowering plants,Brassicaceae,Vlashuttentut,https://galerij.kb.nl/kb.html#/nl/florabatava08/page/27/zoom/3/lat/-66.93006025862445/lng/-28.828124999999996,False,Potamogeton pectinatus
KW_T_423_2_0035R,2,Sagina procumbens,Sagina procumbens,Sagina,procumbens,Flowering plants,Montiaceae,Groot bronkruid,https://galerij.kb.nl/kb.html#/nl/florabatava16/page/73/zoom/3/lat/-66.12496236487968/lng/-29.267578125,False,Sagina procumbens
KW_T_423_2_0037R,2,Asperugo procumbens,Asperugo procumbens,Asperugo,procumbens,Flowering plants,Caryophyllaceae,Eenjarige hardbloem,https://galerij.kb.nl/kb.html#/nl/florabatava07/page/83/zoom/3/lat/-68.72044056989829/lng/-31.46484375,False,Asperugo procumbens
KW_T_423_2_0039R,2,Lycopsis arvensis,Anchusa arvensis,Anchusa,arvensis,Flowering plants,Primulaceae,Rood guichelheil,https://galerij.kb.nl/kb.html#/nl/florabatava01/page/18/zoom/3/lat/-67.06743335108297/lng/-51.328125,False,Anchusa arvensis
KW_T_423_2_0041R,2,Lysimachia vulgaris,Lysimachia vulgaris,Lysimachia,vulgaris,Flowering plants,Rosaceae,Vogelkers,https://galerij.kb.nl/kb.html#/nl/florabatava21/page/39/zoom/3/lat/-66.26685631430843/lng/-18.720703125,False,Lysimachia vulgaris
KW_T_423_2_0043R,2,Verbascum blattaria,Verbascum blattaria,Verbascum,blattaria,Flowering plants,Poaceae,Biestarwegras,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/16/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Verbascum blattaria
KW_T_423_2_0045R,2,Datura Stramonium,Datura stramonium,Datura,stramonium,Flowering plants,Boraginaceae,Zompvergeet-mij-nietje,https://galerij.kb.nl/kb.html#/nl/florabatava08/page/14/zoom/3/lat/-66.93006025862445/lng/-28.828124999999996,False,Datura stramonium
KW_T_423_2_0047R,2,Solanum nigrum,Solanum nigrum subsp. nigrum,Solanum,nigrum subsp. nigrum,Flowering plants,Violaceae,Zinkviooltje,https://galerij.kb.nl/kb.html#/nl/florabatava22/page/18/zoom/3/lat/-69.13127122963648/lng/-27.333984375,False,Solanum nigrum subsp. nigrum
KW_T_423_2_0049R,2,Glaux maritima,Glaux maritima,Glaux,maritima,Flowering plants,Brassicaceae,Randjesbloem,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/38/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Glaux maritima
KW_T_423_2_0051R,2,Salsola kali,Salsola kali,Salsola,kali,Flowering plants,Fabaceae,Gewone rolklaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/66/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Salsola kali
KW_T_423_2_0053R,2,Eryngium maritimum,Eryngium maritimum,Eryngium,maritimum,Flowering plants,Liliaceae,Roggelelie,https://galerij.kb.nl/kb.html#/nl/florabatava16/page/34/zoom/3/lat/-66.12496236487968/lng/-29.267578125,False,Eryngium maritimum
KW_T_423_2_0055R,2,Daucus carota,Daucus carota,Daucus,carota,Flowering plants,Boraginaceae,Veelkleurig vergeet-mij-nietje,https://galerij.kb.nl/kb.html#/nl/florabatava08/page/79/zoom/3/lat/-66.93006025862445/lng/-28.828124999999996,False,Daucus carota
KW_T_423_2_0057R,2,Conium maculatum,Conium maculatum,Conium,maculatum,Flowering plants,Poaceae,Stomp kweldergras,https://galerij.kb.nl/kb.html#/nl/florabatava05/page/69/zoom/3/lat/-68.72044056989829/lng/-48.69140625,False,Conium maculatum
KW_T_423_2_0059R,2,Phellandrium aquaticum,Oenanthe aquatica,Oenanthe,aquatica,Flowering plants,Asteraceae,Duinkruiskruid,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/35/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Oenanthe aquatica
KW_T_423_2_0061R,2,Allium vineale,Allium vineale,Allium,vineale,Flowering plants,Fabaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava22/page/43/zoom/3/lat/-69.13127122963648/lng/-27.333984375,False,Allium vineale
KW_T_423_2_0063R,2,Asparagus officinalis,Asparagus officinalis subsp. officinalis,Asparagus,officinalis subsp. officinalis,Flowering plants,Typhaceae,Grote egelskop,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/86/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Asparagus officinalis subsp. officinalis
KW_T_423_2_0065R,2,Convallaria polygonatum,Polygonatum odoratum,Polygonatum,odoratum,Flowering plants,Primulaceae,Blauw guichelheil,https://galerij.kb.nl/kb.html#/nl/florabatava16/page/55/zoom/3/lat/-66.12496236487968/lng/-29.267578125,False,Polygonatum odoratum
KW_T_423_2_0067R,2,Convallaria multiflora,Polygonatum multiflorum,Polygonatum,multiflorum,Flowering plants,Lamiaceae,Kleine gele dovenetel,https://galerij.kb.nl/kb.html#/nl/florabatava28/page/90/zoom/3/lat/-67.80924450600008/lng/-32.87109375,False,Polygonatum multiflorum
KW_T_423_2_0069R,2,Juncus effusus,Juncus effusus,Juncus,effusus,Flowering plants,Fabaceae,Slanke wikke,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/67/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Juncus effusus
KW_T_423_2_0071R,2,Juncus pilosus,Luzula pilosa,Luzula,pilosa,Flowering plants,Fabaceae,Slanke wikke,https://galerij.kb.nl/kb.html#/nl/florabatava12/page/20/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Luzula pilosa
KW_T_423_2_0073R,2,Epilobium pubescens,Epilobium parviflorum,Epilobium,parviflorum,Flowering plants,Orchidaceae,Brede wespenorchis,https://galerij.kb.nl/kb.html#/nl/florabatava15/page/11/zoom/3/lat/-65.98227002980873/lng/-25.224609375,False,Epilobium parviflorum
KW_T_423_2_0075R,2,Polygonum persicaria,Persicaria maculosa,Persicaria,maculosa,Flowering plants,Brassicaceae,Ruige scheefkelk,https://galerij.kb.nl/kb.html#/nl/florabatava13/page/69/zoom/3/lat/-66.5482634621744/lng/-29.091796875,False,Persicaria maculosa
KW_T_423_2_0077R,2,Polygonum dumetorum,Fallopia dumetorum,Fallopia,dumetorum,Flowering plants,Fabaceae,Basterdklaver,https://galerij.kb.nl/kb.html#/nl/florabatava18/page/48/zoom/3/lat/-68.56038368664157/lng/-27.333984375,False,Fallopia dumetorum
KW_T_423_2_0079R,2,Sedum telephium,Sedum telephium,Sedum,telephium,Flowering plants,Brassicaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava22/page/50/zoom/3/lat/-69.13127122963648/lng/-27.333984375,False,Sedum telephium
KW_T_423_2_0081R,2,Cerastium aquaticum,Stellaria aquatica,Stellaria,aquatica,Flowering plants,Polygonaceae,Beklierde duizendknoop,https://galerij.kb.nl/kb.html#/nl/florabatava08/page/50/zoom/3/lat/-66.93006025862445/lng/-28.828124999999996,False,Stellaria aquatica
