plant_id,dinov2
KW_T_423_22_0134L,4
KW_T_423_22_0136L,12
KW_T_423_22_0138L,5
KW_T_423_22_0141L,22
KW_T_423_22_0143L,4
KW_T_423_22_0145L,4
KW_T_423_22_0147L,2
KW_T_423_22_0149L,5
KW_T_423_22_0151L,22
KW_T_423_22_0153L,5
KW_T_423_22_0155L,4
KW_T_423_22_0159L,15
KW_T_423_22_0163L,4
KW_T_423_22_0165L,4
KW_T_423_22_0167L,15
KW_T_423_22_0169L,11
KW_T_423_22_0171L,5
KW_T_423_22_0174L,5
KW_T_423_23_0009L,6
KW_T_423_23_0011L,5
KW_T_423_23_0013L,7
KW_T_423_23_0016L,21
KW_T_423_23_0018L,3
KW_T_423_23_0020L,2
KW_T_423_23_0022L,6
KW_T_423_23_0024L,20
KW_T_423_23_0026L,5
KW_T_423_23_0028L,4
KW_T_423_23_0030L,21
KW_T_423_23_0032L,5
KW_T_423_23_0034L,4
KW_T_423_23_0035R,3
KW_T_423_23_0037L,4
KW_T_423_23_0039L,19
KW_T_423_23_0043L,5
KW_T_423_23_0045L,17
KW_T_423_23_0049L,2
KW_T_423_23_0051L,2
KW_T_423_23_0053L,2
KW_T_423_23_0055L,2
KW_T_423_23_0058L,2
KW_T_423_23_0060L,2
KW_T_423_23_0062L,2
KW_T_423_23_0064L,14
KW_T_423_23_0066L,5
KW_T_423_23_0068L,4
KW_T_423_23_0070L,22
KW_T_423_23_0072L,1
KW_T_423_23_0075L,1
KW_T_423_23_0078L,9
KW_T_423_23_0080L,4
KW_T_423_23_0082L,1
KW_T_423_23_0084L,22
KW_T_423_23_0086L,20
KW_T_423_23_0088L,4
KW_T_423_23_0090L,4
KW_T_423_23_0092L,1
KW_T_423_23_0094L,21
KW_T_423_23_0096L,5
KW_T_423_23_0098L,4
KW_T_423_23_0100L,4
KW_T_423_23_0104L,17
KW_T_423_23_0108L,4
KW_T_423_23_0110L,4
KW_T_423_23_0112L,1
KW_T_423_23_0114L,22
KW_T_423_23_0116L,5
KW_T_423_23_0118L,4
KW_T_423_23_0120L,4
KW_T_423_23_0122L,8
KW_T_423_23_0124L,8
KW_T_423_23_0126L,8
KW_T_423_23_0128L,4
KW_T_423_23_0130L,4
KW_T_423_23_0134L,2
KW_T_423_23_0136R,2
KW_T_423_23_0139L,4
KW_T_423_23_0141L,4
KW_T_423_23_0143L,5
KW_T_423_23_0145L,2
KW_T_423_23_0147R,2
KW_T_423_23_0151L,2
KW_T_423_23_0153L,4
KW_T_423_23_0155R,9
KW_T_423_23_0157L,2
KW_T_423_23_0160L,2
KW_T_423_23_0162L,4
KW_T_423_23_0164R,4
KW_T_423_24_0009L,22
KW_T_423_24_0011L,5
KW_T_423_24_0014L,5
KW_T_423_24_0016L,5
KW_T_423_24_0018L,4
KW_T_423_24_0020L,2
KW_T_423_24_0022L,10
KW_T_423_24_0026L,4
KW_T_423_24_0028L,4
KW_T_423_24_0032L,21
KW_T_423_24_0034L,10
KW_T_423_24_0036L,4
KW_T_423_24_0038L,4
KW_T_423_24_0040L,1
KW_T_423_24_0041R,1
KW_T_423_24_0043L,6
KW_T_423_24_0047L,4
KW_T_423_24_0049L,16
KW_T_423_24_0053L,4
KW_T_423_24_0055L,4
KW_T_423_24_0055R,4
KW_T_423_24_0058L,2
KW_T_423_24_0060L,2
KW_T_423_24_0062L,5
KW_T_423_24_0064L,4
KW_T_423_24_0066L,4
KW_T_423_24_0068L,2
KW_T_423_24_0071L,5
KW_T_423_24_0073L,9
KW_T_423_24_0075L,4
KW_T_423_24_0077L,4
KW_T_423_24_0079L,2
KW_T_423_24_0081L,2
KW_T_423_24_0084L,4
KW_T_423_24_0086L,4
KW_T_423_24_0088L,4
KW_T_423_24_0091L,22
KW_T_423_24_0095L,4
KW_T_423_24_0097L,4
KW_T_423_24_0099L,4
KW_T_423_24_0101L,2
KW_T_423_24_0103L,5
KW_T_423_24_0105L,9
KW_T_423_24_0107L,4
KW_T_423_24_0109L,4
KW_T_423_24_0111L,2
KW_T_423_24_0113L,22
KW_T_423_24_0115L,4
KW_T_423_24_0117L,4
KW_T_423_24_0119L,4
KW_T_423_24_0121L,2
KW_T_423_24_0124L,1
KW_T_423_24_0126L,3
KW_T_423_24_0128L,4
KW_T_423_24_0130L,3
KW_T_423_24_0133L,2
KW_T_423_24_0135L,5
KW_T_423_24_0138L,8
KW_T_423_24_0140L,9
KW_T_423_24_0142L,4
KW_T_423_24_0144L,17
KW_T_423_24_0146L,5
KW_T_423_24_0148L,3
KW_T_423_24_0152L,3
KW_T_423_24_0154L,4
KW_T_423_24_0158L,5
KW_T_423_24_0160L,17
KW_T_423_24_0162L,4
KW_T_423_24_0164L,4
KW_T_423_24_0166L,4
KW_T_423_24_0171L,14
KW_T_423_24_0174L,4
KW_T_423_24_0176L,4
KW_T_423_25_0010L,5
KW_T_423_25_0012L,4
KW_T_423_25_0015L,3
KW_T_423_25_0018L,4
KW_T_423_25_0020L,17
KW_T_423_25_0024L,2
KW_T_423_25_0026L,4
KW_T_423_25_0028L,4
KW_T_423_25_0031L,2
KW_T_423_25_0033L,5
KW_T_423_25_0039L,4
KW_T_423_25_0042L,4
KW_T_423_25_0044L,11
KW_T_423_25_0049L,4
KW_T_423_25_0052L,4
KW_T_423_25_0054L,4
KW_T_423_25_0058L,2
KW_T_423_25_0061L,4
KW_T_423_25_0063L,4
KW_T_423_25_0065L,3
KW_T_423_25_0067L,17
KW_T_423_25_0069L,5
KW_T_423_25_0071L,4
KW_T_423_25_0074L,4
KW_T_423_25_0076L,4
KW_T_423_25_0078L,15
KW_T_423_25_0080L,5
KW_T_423_25_0083L,4
KW_T_423_25_0085L,4
KW_T_423_25_0087L,4
KW_T_423_25_0089L,2
KW_T_423_25_0094L,3
KW_T_423_25_0097L,4
KW_T_423_25_0100L,4
KW_T_423_25_0102L,2
KW_T_423_25_0104L,22
KW_T_423_25_0106L,4
KW_T_423_25_0108L,3
KW_T_423_25_0111L,22
KW_T_423_25_0113L,4
KW_T_423_25_0115L,11
KW_T_423_25_0117L,4
KW_T_423_25_0119L,4
KW_T_423_25_0121L,2
KW_T_423_25_0123L,4
KW_T_423_25_0125L,4
KW_T_423_25_0130L,4
KW_T_423_25_0135L,4
KW_T_423_25_0138L,4
KW_T_423_25_0141L,5
KW_T_423_25_0143L,5
KW_T_423_25_0145L,5
KW_T_423_25_0147L,4
KW_T_423_25_0150L,20
KW_T_423_25_0154L,4
KW_T_423_25_0157L,2
KW_T_423_25_0160L,4
KW_T_423_25_0162L,17
KW_T_423_25_0164L,2
KW_T_423_25_0166L,4
KW_T_423_25_0168L,4
KW_T_423_25_0170L,4
KW_T_423_25_0172L,2
KW_T_423_25_0174L,5
KW_T_423_25_0177L,4
KW_T_423_25_0179L,4
KW_T_423_25_0182L,4
KW_T_423_25_0184L,15
KW_T_423_25_0186L,5
KW_T_423_25_0188L,4
KW_T_423_25_0190L,4
KW_T_423_25_0192L,4
KW_T_423_2_0013R,20
KW_T_423_2_0015R,19
KW_T_423_2_0019R,5
KW_T_423_2_0021R,5
KW_T_423_2_0023R,5
KW_T_423_2_0025R,5
KW_T_423_2_0027R,5
KW_T_423_2_0029R,15
KW_T_423_2_0031R,7
KW_T_423_2_0033R,5
KW_T_423_2_0035R,16
KW_T_423_2_0037R,19
KW_T_423_2_0043R,13
KW_T_423_2_0051R,21
KW_T_423_2_0053R,15
KW_T_423_2_0055R,11
KW_T_423_2_0057R,12
KW_T_423_2_0061R,5
KW_T_423_2_0067R,6
KW_T_423_2_0069R,5
KW_T_423_2_0071R,5
KW_T_423_2_0075R,19
KW_T_423_2_0083R,7
KW_T_423_2_0085R,8
KW_T_423_2_0087R,2
KW_T_423_2_0089R,10
KW_T_423_2_0093R,5
KW_T_423_2_0095R,18
KW_T_423_2_0097R,18
KW_T_423_2_0099R,20
KW_T_423_2_0101R,7
KW_T_423_2_0109R,15
KW_T_423_2_0111R,19
KW_T_423_2_0113R,15
KW_T_423_2_0121R,15
KW_T_423_2_0123R,7
KW_T_423_2_0125R,21
KW_T_423_2_0127R,21
KW_T_423_2_0129R,21
KW_T_423_2_0131R,8
KW_T_423_2_0133R,8
KW_T_423_2_0137R,15
KW_T_423_2_0139R,15
KW_T_423_2_0141R,14
KW_T_423_2_0143R,15
KW_T_423_2_0145R,15
KW_T_423_2_0147R,15
KW_T_423_2_0151R,14
KW_T_423_2_0153R,14
KW_T_423_2_0155R,15
KW_T_423_2_0165R,22
KW_T_423_2_0171R,0
KW_T_423_3_0012R,5
KW_T_423_3_0014R,5
KW_T_423_3_0016R,5
KW_T_423_3_0018R,5
KW_T_423_3_0020R,5
KW_T_423_3_0022R,5
KW_T_423_3_0024R,5
KW_T_423_3_0026R,5
KW_T_423_3_0028R,5
KW_T_423_3_0030R,15
KW_T_423_3_0032R,14
KW_T_423_3_0036R,12
KW_T_423_3_0038R,22
KW_T_423_3_0040R,19
KW_T_423_3_0042R,22
KW_T_423_3_0044R,20
KW_T_423_3_0050R,22
KW_T_423_3_0052R,13
KW_T_423_3_0054R,7
KW_T_423_3_0056R,7
KW_T_423_3_0058R,21
KW_T_423_3_0062R,12
KW_T_423_3_0064R,5
KW_T_423_3_0066R,5
KW_T_423_3_0068R,6
KW_T_423_3_0070R,5
KW_T_423_3_0072R,7
KW_T_423_3_0074R,21
KW_T_423_3_0076R,17
KW_T_423_3_0078R,21
KW_T_423_3_0080R,5
KW_T_423_3_0082R,7
KW_T_423_3_0086R,22
KW_T_423_3_0088R,18
KW_T_423_3_0090R,18
KW_T_423_3_0092R,18
KW_T_423_3_0096R,20
KW_T_423_3_0098R,22
KW_T_423_3_0102R,21
KW_T_423_3_0106R,22
KW_T_423_3_0108R,21
KW_T_423_3_0110R,21
KW_T_423_3_0114R,21
KW_T_423_3_0116R,9
KW_T_423_3_0118R,8
KW_T_423_3_0120R,8
KW_T_423_3_0122R,8
KW_T_423_3_0124R,9
KW_T_423_3_0126R,9
KW_T_423_3_0130R,15
KW_T_423_3_0132R,15
KW_T_423_3_0134R,15
KW_T_423_3_0138R,14
KW_T_423_3_0140R,15
KW_T_423_3_0142R,15
KW_T_423_3_0144R,15
KW_T_423_3_0146R,15
KW_T_423_3_0150R,7
KW_T_423_3_0152R,15
KW_T_423_3_0154R,15
KW_T_423_3_0156R,22
KW_T_423_3_0160R,6
KW_T_423_3_0162R,6
KW_T_423_3_0164R,5
KW_T_423_3_0166R,18
KW_T_423_3_0167R,5
KW_T_423_4_0011L,22
KW_T_423_4_0013L,21
KW_T_423_4_0015L,18
KW_T_423_4_0019L,5
KW_T_423_4_0021L,5
KW_T_423_4_0023L,5
KW_T_423_4_0025L,5
KW_T_423_4_0027L,6
KW_T_423_4_0029L,6
KW_T_423_4_0031L,5
KW_T_423_4_0035L,18
KW_T_423_4_0037L,22
KW_T_423_4_0039L,19
KW_T_423_4_0041L,2
KW_T_423_4_0043L,11
KW_T_423_4_0045L,12
KW_T_423_4_0047L,12
KW_T_423_4_0049L,11
KW_T_423_4_0051L,10
KW_T_423_4_0053L,21
KW_T_423_4_0055L,5
KW_T_423_4_0059L,5
KW_T_423_4_0061L,5
KW_T_423_4_0063L,5
KW_T_423_4_0065L,17
KW_T_423_4_0067L,5
KW_T_423_4_0069L,21
KW_T_423_4_0073L,22
KW_T_423_4_0075L,22
KW_T_423_4_0077L,22
KW_T_423_4_0087L,8
KW_T_423_4_0089L,8
KW_T_423_4_0091L,2
KW_T_423_4_0093L,8
KW_T_423_4_0097L,10
KW_T_423_4_0099L,10
KW_T_423_4_0105L,18
KW_T_423_4_0107L,18
KW_T_423_4_0109L,18
KW_T_423_4_0111L,18
KW_T_423_4_0115L,15
KW_T_423_4_0117L,21
KW_T_423_4_0125L,8
KW_T_423_4_0127L,21
KW_T_423_4_0129L,9
KW_T_423_4_0131L,21
KW_T_423_4_0135L,14
KW_T_423_4_0137L,15
KW_T_423_4_0139L,15
KW_T_423_4_0141L,22
KW_T_423_4_0143L,15
KW_T_423_4_0147L,11
KW_T_423_4_0149L,15
KW_T_423_4_0151L,15
KW_T_423_4_0153L,6
KW_T_423_4_0155L,6
KW_T_423_4_0157L,5
KW_T_423_4_0161L,1
KW_T_423_4_0163L,6
KW_T_423_5_0010R,12
KW_T_423_5_0012R,21
KW_T_423_5_0014R,12
KW_T_423_5_0016R,9
KW_T_423_5_0020R,15
KW_T_423_5_0024R,7
KW_T_423_5_0028R,18
KW_T_423_5_0030L,7
KW_T_423_5_0034L,18
KW_T_423_5_0040L,5
KW_T_423_5_0042L,17
KW_T_423_5_0046L,10
KW_T_423_5_0048L,5
KW_T_423_5_0050L,20
KW_T_423_5_0052L,22
KW_T_423_5_0054L,15
KW_T_423_5_0058L,1
KW_T_423_5_0060L,18
KW_T_423_5_0064L,12
KW_T_423_5_0066L,5
KW_T_423_5_0068L,14
KW_T_423_5_0074L,5
KW_T_423_5_0076L,22
KW_T_423_5_0082L,5
KW_T_423_5_0084L,5
KW_T_423_5_0086L,5
KW_T_423_5_0090L,5
KW_T_423_5_0092L,5
KW_T_423_5_0094L,22
KW_T_423_5_0096L,14
KW_T_423_5_0098L,5
KW_T_423_5_0100L,5
KW_T_423_5_0102L,21
KW_T_423_5_0104L,16
KW_T_423_5_0106L,9
KW_T_423_5_0108L,15
KW_T_423_5_0110L,5
KW_T_423_5_0112L,22
KW_T_423_5_0114L,12
KW_T_423_5_0116L,17
KW_T_423_5_0120L,22
KW_T_423_5_0122L,5
KW_T_423_5_0124L,21
KW_T_423_5_0126L,21
KW_T_423_5_0128L,19
KW_T_423_5_0130L,5
KW_T_423_5_0132L,5
KW_T_423_5_0134L,21
KW_T_423_5_0136L,21
KW_T_423_5_0138L,22
KW_T_423_5_0140L,21
KW_T_423_5_0144L,21
KW_T_423_5_0146L,18
KW_T_423_5_0148L,10
KW_T_423_5_0150L,21
KW_T_423_5_0152L,12
KW_T_423_5_0154L,12
KW_T_423_5_0156L,5
KW_T_423_5_0158L,5
KW_T_423_5_0160L,12
KW_T_423_5_0162L,22
KW_T_423_5_0164L,10
KW_T_423_5_0166L,2
KW_T_423_6_0009R,20
KW_T_423_6_0011L,5
KW_T_423_6_0015L,22
KW_T_423_6_0019L,5
KW_T_423_6_0021L,5
KW_T_423_6_0023L,19
KW_T_423_6_0027L,14
KW_T_423_6_0029L,5
KW_T_423_6_0031L,7
KW_T_423_6_0033L,7
KW_T_423_6_0035L,21
KW_T_423_6_0039L,5
KW_T_423_6_0041L,18
KW_T_423_6_0043L,21
KW_T_423_6_0047L,21
KW_T_423_6_0049L,19
KW_T_423_6_0051L,17
KW_T_423_6_0057L,14
KW_T_423_6_0059L,16
KW_T_423_6_0061L,21
KW_T_423_6_0063L,22
KW_T_423_6_0065L,21
KW_T_423_6_0067L,1
KW_T_423_6_0069L,22
KW_T_423_6_0071L,18
KW_T_423_6_0073L,17
KW_T_423_6_0075L,22
KW_T_423_6_0077L,5
KW_T_423_6_0079L,5
KW_T_423_6_0083L,15
KW_T_423_6_0085L,0
KW_T_423_6_0087L,3
KW_T_423_6_0091L,17
KW_T_423_6_0093L,8
KW_T_423_6_0095L,21
KW_T_423_6_0097L,0
KW_T_423_6_0099L,5
KW_T_423_6_0101L,5
KW_T_423_6_0103L,22
KW_T_423_6_0107L,15
KW_T_423_6_0109L,22
KW_T_423_6_0111L,5
KW_T_423_6_0113L,5
KW_T_423_6_0115L,18
KW_T_423_6_0119L,5
KW_T_423_6_0121L,6
KW_T_423_6_0125L,12
KW_T_423_6_0127L,10
KW_T_423_6_0129L,5
KW_T_423_6_0133L,10
KW_T_423_6_0135L,10
KW_T_423_6_0139L,5
KW_T_423_6_0141L,5
KW_T_423_6_0143L,5
KW_T_423_6_0145L,5
KW_T_423_6_0147L,5
KW_T_423_6_0149L,5
KW_T_423_6_0151L,12
KW_T_423_6_0153L,12
KW_T_423_6_0155L,7
KW_T_423_6_0159L,20
KW_T_423_6_0161L,16
KW_T_423_6_0163L,20
KW_T_423_6_0167L,21
KW_T_423_7_0009L,5
KW_T_423_7_0011L,5
KW_T_423_7_0013L,22
KW_T_423_7_0015L,10
KW_T_423_7_0017L,6
KW_T_423_7_0019L,5
KW_T_423_7_0021L,9
KW_T_423_7_0023L,0
KW_T_423_7_0025L,0
KW_T_423_7_0027L,0
KW_T_423_7_0029L,5
KW_T_423_7_0031L,21
KW_T_423_7_0035L,1
KW_T_423_7_0037L,4
KW_T_423_7_0041L,5
KW_T_423_7_0043L,19
KW_T_423_7_0045L,12
KW_T_423_7_0047L,21
KW_T_423_7_0051L,11
KW_T_423_7_0053L,11
KW_T_423_7_0055L,10
KW_T_423_7_0057L,10
KW_T_423_7_0059L,21
KW_T_423_7_0061L,21
KW_T_423_7_0063L,18
KW_T_423_7_0067L,3
KW_T_423_7_0071L,5
KW_T_423_7_0073L,16
KW_T_423_7_0075L,14
KW_T_423_7_0077L,1
KW_T_423_7_0081L,5
KW_T_423_7_0083L,21
KW_T_423_7_0085L,10
KW_T_423_7_0089L,5
KW_T_423_7_0091L,5
KW_T_423_7_0095L,16
KW_T_423_7_0097L,5
KW_T_423_7_0099L,5
KW_T_423_7_0101L,16
KW_T_423_7_0103L,5
KW_T_423_7_0105L,6
KW_T_423_7_0107L,3
KW_T_423_7_0109L,5
KW_T_423_7_0111L,17
KW_T_423_7_0113L,17
KW_T_423_7_0115L,6
KW_T_423_7_0119L,5
KW_T_423_7_0121L,5
KW_T_423_7_0123L,21
KW_T_423_7_0125L,7
KW_T_423_7_0127L,15
KW_T_423_7_0135L,5
KW_T_423_7_0137L,0
KW_T_423_7_0139L,5
KW_T_423_7_0143L,21
KW_T_423_7_0145L,16
KW_T_423_7_0147L,5
KW_T_423_7_0151L,7
KW_T_423_7_0153L,16
KW_T_423_7_0157L,5
KW_T_423_7_0159L,21
KW_T_423_7_0161L,21
KW_T_423_7_0163L,9
KW_T_423_7_0165L,9
KW_T_423_7_0167L,7
KW_T_423_8_0011L,5
KW_T_423_8_0013L,21
KW_T_423_8_0015L,22
KW_T_423_8_0017L,15
KW_T_423_8_0019L,15
KW_T_423_8_0023L,12
KW_T_423_8_0025L,17
KW_T_423_8_0029L,18
KW_T_423_8_0031L,5
KW_T_423_8_0033L,22
KW_T_423_8_0035L,2
KW_T_423_8_0037L,14
KW_T_423_8_0039L,0
KW_T_423_8_0041L,5
KW_T_423_8_0043L,5
KW_T_423_8_0045L,22
KW_T_423_8_0047L,22
KW_T_423_8_0051L,5
KW_T_423_8_0055L,16
KW_T_423_8_0057L,5
KW_T_423_8_0063L,5
KW_T_423_8_0065L,7
KW_T_423_8_0069L,4
KW_T_423_8_0073L,5
KW_T_423_8_0075L,5
KW_T_423_8_0079L,20
KW_T_423_8_0081L,21
KW_T_423_8_0089L,14
KW_T_423_8_0091L,5
KW_T_423_8_0095L,3
KW_T_423_8_0097L,3
KW_T_423_8_0103L,5
KW_T_423_8_0105L,22
KW_T_423_8_0107L,18
KW_T_423_8_0109L,6
KW_T_423_8_0111L,5
KW_T_423_8_0113L,22
KW_T_423_8_0119L,10
KW_T_423_8_0121L,10
KW_T_423_8_0123L,4
KW_T_423_8_0125L,4
KW_T_423_8_0127L,3
KW_T_423_8_0129L,21
KW_T_423_8_0133L,5
KW_T_423_8_0137L,4
KW_T_423_8_0139L,4
KW_T_423_8_0141L,5
KW_T_423_8_0143L,15
KW_T_423_8_0147L,3
KW_T_423_8_0149L,4
KW_T_423_8_0151L,22
KW_T_423_8_0153L,5
KW_T_423_8_0155L,5
KW_T_423_8_0159L,3
KW_T_423_8_0161L,5
KW_T_423_8_0165L,5
KW_T_423_8_0167L,5
KW_T_423_8_0169L,5
KW_T_423_9_0010L,19
KW_T_423_9_0016L,5
KW_T_423_9_0022L,22
KW_T_423_9_0024L,17
KW_T_423_9_0026L,7
KW_T_423_9_0028L,5
KW_T_423_9_0030L,5
KW_T_423_9_0032L,21
KW_T_423_9_0034L,15
KW_T_423_9_0038L,4
KW_T_423_9_0040L,5
KW_T_423_9_0042L,19
KW_T_423_9_0044L,22
KW_T_423_9_0046L,4
KW_T_423_9_0048L,4
KW_T_423_9_0050L,5
KW_T_423_9_0052L,6
KW_T_423_9_0054L,16
KW_T_423_9_0056L,8
KW_T_423_9_0062L,5
KW_T_423_9_0064L,8
KW_T_423_9_0066L,3
KW_T_423_9_0068L,4
KW_T_423_9_0070L,21
KW_T_423_9_0072L,7
KW_T_423_9_0074L,15
KW_T_423_9_0076L,4
KW_T_423_9_0078L,3
KW_T_423_9_0080L,5
KW_T_423_9_0084L,5
KW_T_423_9_0086L,3
KW_T_423_9_0088L,3
KW_T_423_9_0090L,22
KW_T_423_9_0094L,22
KW_T_423_9_0096L,3
KW_T_423_9_0098L,16
KW_T_423_9_0100L,21
KW_T_423_9_0102L,21
KW_T_423_9_0104L,5
KW_T_423_9_0106L,19
KW_T_423_9_0108L,4
KW_T_423_9_0110L,5
KW_T_423_9_0112L,5
KW_T_423_9_0114L,14
KW_T_423_9_0116L,5
KW_T_423_9_0118L,4
KW_T_423_9_0120L,21
KW_T_423_9_0122L,5
KW_T_423_9_0124L,20
KW_T_423_9_0126L,18
KW_T_423_9_0128L,3
KW_T_423_9_0130L,17
KW_T_423_9_0132L,22
KW_T_423_9_0134L,22
KW_T_423_9_0136L,22
KW_T_423_9_0138L,3
KW_T_423_9_0140L,11
KW_T_423_9_0142L,22
KW_T_423_9_0144L,9
KW_T_423_9_0150L,10
KW_T_423_9_0152L,21
KW_T_423_9_0154L,20
KW_T_423_9_0158L,4
KW_T_423_9_0160L,5
KW_T_423_9_0164L,22
KW_T_423_9_0166L,19
KW_T_423_9_0168L,4
KW_T_423a_26_0122R,2
KW_T_423a_26_0123R,5
KW_T_423a_26_0124R,5
KW_T_423a_26_0125R,4
KW_T_423a_26_0126R,3
KW_T_423a_26_0127R,2
KW_T_423a_26_0128R,17
KW_T_423a_26_0129R,4
KW_T_423a_26_0130R,4
KW_T_423a_26_0131R,4
KW_T_423a_26_0132R,15
KW_T_423a_26_0134R,4
KW_T_423a_26_0135R,4
KW_T_423a_26_0136R,4
KW_T_423a_26_0137R,2
KW_T_423a_26_0138R,22
KW_T_423a_26_0139R,22
KW_T_423a_26_0140R,4
KW_T_423a_26_0141R,4
KW_T_423a_26_0142R,2
KW_T_423a_26_0144R,4
KW_T_423a_26_0145R,4
KW_T_423a_26_0147R,22
KW_T_423a_26_0148R,4
KW_T_423a_26_0149R,4
KW_T_423a_26_0151R,17
KW_T_423a_26_0152R,4
KW_T_423a_26_0153R,4
KW_T_423a_26_0154R,2
KW_T_423a_26_0155R,22
KW_T_423a_26_0156R,7
KW_T_423a_26_0157R,4
KW_T_423a_26_0158R,4
KW_T_423a_26_0159R,4
KW_T_423a_26_0160R,4
KW_T_423a_26_0161R,4
KW_T_423a_26_0162R,2
KW_T_423a_26_0163R,19
KW_T_423a_26_0164R,2
KW_T_423a_26_0165R,22
KW_T_423a_26_0166R,4
KW_T_423a_26_0167R,4
KW_T_423a_26_0168R,4
KW_T_423a_26_0169R,4
KW_T_423a_26_0170R,2
KW_T_423a_26_0171R,7
KW_T_423a_26_0172R,4
KW_T_423a_26_0173R,4
KW_T_423a_26_0175R,5
KW_T_423a_26_0176R,4
KW_T_423a_26_0177R,4
KW_T_423a_26_0178R,2
KW_T_423a_26_0179R,21
KW_T_423a_26_0180R,3
KW_T_423a_26_0181R,4
KW_T_423a_26_0182R,9
KW_T_423a_26_0183R,18
KW_T_423a_26_0184R,4
KW_T_423a_26_0185R,4
KW_T_423a_26_0186R,2
KW_T_423a_26_0187R,13
KW_T_423a_26_0188R,4
KW_T_423a_26_0189R,4
KW_T_423a_26_0190R,2
KW_T_423a_26_0191R,19
KW_T_423a_26_0192R,4
KW_T_423a_26_0193R,4
KW_T_423a_26_0194R,2
KW_T_423a_26_0195R,4
KW_T_423a_26_0196R,4
KW_T_423a_26_0197R,4
KW_T_423a_26_0199R,4
KW_T_423a_26_0200R,4
KW_T_423a_26_0201R,4
KW_T_423a_27_0133R,2
KW_T_423a_27_0134R,15
KW_T_423a_27_0135R,4
KW_T_423a_27_0136R,4
KW_T_423a_27_0137R,2
KW_T_423a_27_0138R,10
KW_T_423a_27_0139R,4
KW_T_423a_27_0140R,4
KW_T_423a_27_0141R,2
KW_T_423a_27_0142R,21
KW_T_423a_27_0143R,4
KW_T_423a_27_0144R,4
KW_T_423a_27_0147R,3
KW_T_423a_27_0148R,4
KW_T_423a_27_0149R,2
KW_T_423a_27_0150R,5
KW_T_423a_27_0151R,4
KW_T_423a_27_0152R,4
KW_T_423a_27_0153R,2
KW_T_423a_27_0154R,4
KW_T_423a_27_0155R,4
KW_T_423a_27_0156R,4
KW_T_423a_27_0157R,22
KW_T_423a_27_0158R,4
KW_T_423a_27_0159R,3
KW_T_423a_27_0160R,7
KW_T_423a_27_0161R,2
KW_T_423a_27_0163R,4
KW_T_423a_27_0164R,4
KW_T_423a_27_0166R,2
KW_T_423a_27_0167R,4
KW_T_423a_27_0168R,4
KW_T_423a_27_0169R,2
KW_T_423a_27_0170R,4
KW_T_423a_27_0171R,4
KW_T_423a_27_0172R,4
KW_T_423a_27_0173R,2
KW_T_423a_27_0174R,4
KW_T_423a_27_0175R,4
KW_T_423a_27_0176R,4
KW_T_423a_27_0177R,14
KW_T_423a_27_0178R,22
KW_T_423a_27_0179R,4
KW_T_423a_27_0180R,4
KW_T_423a_27_0181R,2
KW_T_423a_27_0182R,14
KW_T_423a_27_0183R,4
KW_T_423a_27_0184R,4
KW_T_423a_27_0185R,2
KW_T_423a_27_0186R,10
KW_T_423a_27_0187R,4
KW_T_423a_27_0188R,3
KW_T_423a_27_0189R,2
KW_T_423a_27_0190R,13
KW_T_423a_27_0191R,4
KW_T_423a_27_0192R,4
KW_T_423a_27_0193R,2
KW_T_423a_27_0194R,3
KW_T_423a_27_0195R,4
KW_T_423a_27_0196R,4
KW_T_423a_27_0197R,2
KW_T_423a_27_0198R,3
KW_T_423a_27_0199R,4
KW_T_423a_27_0201R,2
KW_T_423a_27_0202R,4
KW_T_423a_27_0203R,4
KW_T_423a_27_0204R,4
KW_T_423a_27_0205R,2
KW_T_423a_27_0206R,3
KW_T_423a_27_0207R,4
KW_T_423a_27_0208R,3
KW_T_423a_27_0209R,2
KW_T_423a_27_0210R,4
KW_T_423a_27_0211R,4
KW_T_423a_27_0212R,3
KW_T_423a_28_0106R,2
KW_T_423a_28_0107R,4
KW_T_423a_28_0108R,4
KW_T_423a_28_0109R,4
KW_T_423a_28_0110R,2
KW_T_423a_28_0111R,4
KW_T_423a_28_0112R,4
KW_T_423a_28_0113R,4
KW_T_423a_28_0114R,2
KW_T_423a_28_0115R,4
KW_T_423a_28_0116R,4
KW_T_423a_28_0117R,4
KW_T_423a_28_0118R,2
KW_T_423a_28_0119R,4
KW_T_423a_28_0120R,4
KW_T_423a_28_0121R,4
KW_T_423a_28_0122R,2
KW_T_423a_28_0123R,4
KW_T_423a_28_0124R,4
KW_T_423a_28_0125R,4
KW_T_423a_28_0126R,2
KW_T_423a_28_0127R,4
KW_T_423a_28_0128R,4
KW_T_423a_28_0129R,4
KW_T_423a_28_0130R,2
KW_T_423a_28_0131R,4
KW_T_423a_28_0132R,4
KW_T_423a_28_0133R,4
KW_T_423a_28_0134R,2
KW_T_423a_28_0135R,4
KW_T_423a_28_0136R,4
KW_T_423a_28_0137R,4
KW_T_423a_28_0138R,2
KW_T_423a_28_0139R,4
KW_T_423a_28_0140R,4
KW_T_423a_28_0141R,4
KW_T_423a_28_0142R,2
KW_T_423a_28_0143R,7
KW_T_423a_28_0144R,4
KW_T_423a_28_0145R,4
KW_T_423a_28_0146R,2
KW_T_423a_28_0147R,4
KW_T_423a_28_0148R,4
