genus,n_images,mean_pairwise_distance,std_pairwise_distance,color_space_volume,centroid_L,centroid_a,centroid_b
Eragrostis,2,9.694514718864939,0.0,,61.19858438706155,-3.8541388218905634,15.133621338302165
Eranthis,1,,,,63.79982753349706,-2.7211110676532444,17.72847027446966
Erica,3,9.219958847057407,4.375856961734525,,64.93408830266718,-0.6317219741219822,17.71298468186825
Erigeron,3,6.291138968847281,1.537874160165459,,53.229793947421726,-2.2571911567847938,16.824458676864776
Eriophorum,5,15.951103734408676,10.591810035687057,85.09505411056635,53.03626316795868,-0.20484164803546784,13.878754958225976
Erodium,3,13.335646190239126,2.9422947985087986,,55.24165745018341,-2.068400483722048,16.695388086150707
Erophila,1,,,,66.57313832518179,-2.5217576550803016,16.172463486569857
Erucastrum,1,,,,62.59640094131424,-0.4247916832091498,13.647726410838255
Eryngium,2,14.40627226304479,0.0,,58.94674698263765,-2.885502772615009,19.949070069107115
Erysimum,5,14.64531818983924,5.562567943750871,249.727738995399,55.1409578636439,-1.824852469891188,15.483250889744772
Euonymus,1,,,,55.56130498420307,-3.4686591927448585,14.3845337486164
Eupatorium,1,,,,56.00044059493595,-4.025511684608922,13.972696377185276
Euphorbia,12,11.296886266743632,5.096727025905365,631.34886697531,57.76649065804055,-2.287075629835642,15.604390489721633
Euphrasia,1,,,,54.44821726054426,-3.5190965971503294,14.700665887325703
Eurhynchium,1,,,,49.45731245057629,-0.6307711618206594,3.763166536907583
Eurybia,1,,,,55.109312693156035,-9.152255665036764,19.363644522659285
Exidia,3,13.083524717434523,2.076742247800553,,61.77871912826594,0.4004489784542741,18.333688884654155
Fagopyrum,3,7.632915178079366,1.3798210078607078,,61.78918149784422,-2.146919193387461,18.605335883621173
Fagus,1,,,,59.66280997214615,3.6311998042581948,19.425224964865627
Falcaria,1,,,,64.19524907985499,-0.3101455294583727,17.40838408706032
Fallopia,2,5.551756668783436,0.0,,54.62932328284433,-5.789031239591436,15.466898511357044
Festuca,7,13.326494117546536,6.964726664183487,534.4507878428847,59.562689789069296,-2.1967081455765243,16.270641743241814
Ficaria,1,,,,59.96940510427612,-4.216314300147449,18.455398800073972
Filago,2,6.792527588381769,0.0,,63.23113565235804,-1.536909147169342,14.84837875224407
Filipendula,1,,,,53.811118375179745,-0.6127810557075302,12.11905583102406
Fissidens,3,9.86056116489711,2.8798920578680884,,62.27922992228667,-1.3640030088179635,14.170149372291975
Fistulina,1,,,,56.13838754491967,-1.5013665922716113,9.454056858624897
Flammula,1,,,,56.2051218855374,-8.158946629078104,20.083161575273575
Flammulina,2,10.939836472840037,0.0,,60.93051058174373,-0.4661719233903797,19.321516337799846
Flavoparmelia,1,,,,58.06142839633439,-5.06707719466259,18.853583448056426
Fomitopsis,1,,,,52.66562535194249,-1.988178122455679,7.232412837388196
Fontinalis,1,,,,49.815615016847346,-1.0051814595171833,15.849959978469148
Fragaria,2,8.819119652600348,0.0,,53.708913161642045,-2.7977042268027974,10.947503352319682
Fraxinus,2,16.24489634273496,0.0,,60.09093961277602,1.9512847070138928,20.723403526478034
Fritillaria,1,,,,59.46431016011342,-0.057943686911320236,14.898234453652151
Fucus,3,16.022618363036226,7.155779698321252,,50.09190748913272,0.44304115087022455,16.12980649585486
Fuligo,1,,,,66.92839397761284,-2.597066433660708,24.129138034108756
Fumaria,2,6.007764870312886,0.0,,62.25917736450863,-2.1483505738104767,16.147860835699973
Funaria,1,,,,54.60952612333043,-1.823777652762779,14.253608041042725
Gagea,3,9.779785857287044,3.43527142607086,,61.60849150688584,-1.5492509945791875,15.788207911342045
Galanthus,1,,,,60.73395687211564,-4.033876155937985,14.294563899666665
Galeopsis,5,12.94398923227389,5.351530079254221,209.45517776553646,56.11361104929914,-4.125790436199569,13.131546344103747
Galerina,1,,,,64.02934874424581,0.19326005449751565,15.79137616822686
Galinsoga,1,,,,46.34099588403792,-0.20872101671446747,6.540654392999677
Galium,12,9.893121039048676,4.6139134401633095,739.794057294561,57.386448639872434,-1.650220144754357,17.109100801455128
Ganoderma,1,,,,46.00630049596543,-1.9920620097691204,4.606422845978443
Gastridium,1,,,,60.21972974864329,1.5685778023118535,16.115161665529218
Gastrum,1,,,,55.26844188001563,-0.46331775192264196,17.51483881117136
Gautieria,1,,,,57.0169119404071,-5.603197251552087,14.182868034737051
Geastrum,12,18.377301194115624,11.614045078025361,3431.6171329265176,58.44298124864558,-0.9022947166534052,12.464676497567908
Genista,5,9.223963303116024,3.0032506623636452,92.92063791332455,55.696275152318165,-5.08313377069771,14.95958870387072
Gentiana,2,6.188811441375963,0.0,,58.03427332266937,-1.2717159148556496,15.493709385305673
Gentianella,3,15.11928311965398,7.28578276072312,,51.99242351797831,-1.5404573532299146,13.745052573102233
Gentianopsis,1,,,,63.2321855515731,5.417857117581478,16.66921503496681
Geoglossum,1,,,,53.10008683117485,0.12463491960983164,11.075747981156901
Geopora,1,,,,48.97808553652155,3.421505895974395,20.106425210831503
Geranium,10,7.807603072953527,3.9691515561542574,128.49059796719968,61.092804912079075,-2.3077583189813584,16.82942014257428
Geum,3,17.727949569546183,9.10111860015588,,64.24904935707734,-1.9364563387726366,16.806200373153658
Glaucium,2,24.874953118702816,0.0,,59.84170308391129,-3.110893374268572,13.04731951103679
Glaux,1,,,,58.80732045920699,-4.216524730668685,18.537647992582016
Glebionis,1,,,,69.44927938203344,-1.792893095298802,15.811883890725948
Glechoma,1,,,,60.763186121716714,-1.9394452842427146,15.237907517873822
Gloeophyllum,1,,,,70.06946631899149,-1.2168832036627115,17.161647749472635
Gloeoporus,1,,,,53.15040320256227,-11.183743976409552,19.613254736319234
Glyceria,3,7.199464578335867,1.9026955881545065,,55.05930948126892,-2.027960154155431,13.13174344647701
Gnaphalium,3,16.081776782434048,7.735501380928564,,54.6020282394204,-1.3026971058266785,14.060871584655949
Gomphidius,3,14.280495648634549,4.412206384749827,,63.49322161132912,-6.565368894458973,18.67484671463707
Goodyera,1,,,,67.78512925125841,-1.2228010649661372,10.918818872886133
Gratiola,1,,,,56.085861228561456,-6.615532596256375,25.65132025745259
Griffithsia,1,,,,59.63296398234884,0.7910215672911962,13.068207877701315
Grifola,2,5.04167615287029,0.0,,56.75060216889029,-2.9449291195360647,8.259733101912438
Grimmia,1,,,,53.83562622635053,2.0136663603761105,15.677024726868662
Groenlandia,1,,,,66.88146120576222,-1.9114953644019543,20.82550821009643
Gymnadenia,1,,,,64.05094424299574,-1.6334673989376578,13.335825108739565
Gymnocarpium,2,10.30659396211934,0.0,,57.93270910821025,-1.5393113682942894,14.92580931325715
Gymnopilus,3,12.509094832361953,2.6259568566095832,,59.80466975428347,-2.6731121341997763,17.92061049403454
Gymnopus,4,10.163000717170663,3.1871705561460733,22.794982457867007,57.41635428983405,0.7409152022671055,12.070186983273505
Gymnosporangium,4,12.39594410676091,4.716789213602516,88.29326945355977,59.63923036257644,-1.566396703949936,9.707694473978217
Gypsophila,2,15.271938608962529,0.0,,62.25925712605761,-6.163363269625447,19.40378645988526
Gyromitra,2,12.038221558083803,0.0,,60.69369803470157,-4.744942772698165,21.200336443381232
Gyroporus,2,3.478939578492667,0.0,,62.55803732599341,-2.1242626852638553,18.82062121966416
Halidrys,1,,,,54.625567153255844,-2.3158534541524483,16.484775067081625
Hammarbya,1,,,,70.7839083956502,-6.077355395844605,16.66371871096386
Hebeloma,2,5.129294386700577,0.0,,58.03794743349006,0.9818424903504545,16.114381846268035
Hedera,1,,,,71.7671859055569,-3.007456977054682,16.259667426509125
Helianthemum,1,,,,52.83031412596638,1.1306124303917975,11.785155011215043
Helichrysum,1,,,,62.32795567451696,-0.606783290950913,19.394908354102448
Helictochloa,2,13.139893166634927,0.0,,57.53090430647292,1.8570599985685046,15.436744670985053
Helleborus,1,,,,68.02998216376349,-9.025324166722594,19.486772538117727
Helminthotheca,1,,,,62.35286999194855,-0.22238742315899174,12.628758303977941
Helosciadium,1,,,,53.54187980852474,-0.4757492896787847,9.777978712123966
Helvella,4,10.450079602099466,3.778641222183748,20.67314755828142,53.074320105466775,-0.7857105552312417,13.698749539909228
Hemerocallis,1,,,,66.92990047158551,-2.4117187173765107,15.868896655586138
Hemimycena,1,,,,63.72957877455124,-7.485693838573473,23.147862619587947
Hemipholiota,1,,,,63.728551929151095,-1.3734171471914955,16.725680641246274
Heracleum,1,,,,54.108363724731184,-6.674694960462302,13.916060552402293
Herminium,1,,,,65.7795852209078,-2.043289658459511,16.6985797624107
Herniaria,2,3.4871544289692338,0.0,,55.47647990828506,-4.0600335732633415,13.73833292607097
Hesperis,2,6.6176413428696925,0.0,,61.82213277721216,-4.648922151695302,17.663877144598096
Hieracium,9,10.76683983089469,5.2714581465826535,538.0130582517692,55.504781427367234,-0.984003262576471,15.832589274728695
Hierochloe,1,,,,62.984949339508844,-2.960212019251373,17.841207040071573
Hippophae,1,,,,48.8157804862234,-3.2170918720489103,13.481898315026434
Hippuris,1,,,,61.88134926239256,-2.199100425445287,15.815900021484195
Holcus,2,4.3662683468723325,0.0,,63.4245960697324,-1.6677420147408808,18.029953413322158
Holosteum,1,,,,71.54679231426574,-2.1848661645957757,13.669442806501529
Homalia,1,,,,68.57302638272138,-1.8857492800761586,20.654990918096217
Homalothecium,2,3.6226383254128116,0.0,,56.77745727301411,-1.235612217988137,10.955031548008543
Honckenya,1,,,,71.4371657309717,-1.8664263993039416,15.956183272050044
Hordeum,3,7.4200966200339415,4.564730363284966,,65.18711740022927,-1.8861288551548292,15.619287256823071
Hottonia,1,,,,52.33508046682673,-2.8120949349532793,12.447945469319283
Humaria,1,,,,61.058272698693685,-9.872073567760607,22.13266173062474
Humulus,2,6.200090032724389,0.0,,56.102128217040374,-4.249097838712258,16.43979490949809
Huperzia,1,,,,55.77962162698023,1.3412392533488113,18.26357225203656
Hyacinthoides,1,,,,49.92994435568307,-2.2895168146400087,15.036819396970609
Hydnellum,7,12.650343404740687,5.620883036726846,381.36828955012584,62.57620122745148,-4.523237666974711,23.785048229447646
Hydnum,1,,,,61.54440627654763,-1.9832444819654953,15.839271749820755
Hydrocharis,1,,,,63.58866404518267,-7.795823612696843,22.535702890486682
Hydrocotyle,1,,,,60.52168175926524,-0.6791447868273268,15.610857073529811
Hygrcybe,1,,,,52.37513550445237,2.1171168185763087,18.014372225108858
Hygrocybe,10,12.17141185066273,4.883785525143007,672.8977124520559,64.01423301248579,-4.117372224481838,20.169016416260583
Hygrophoropsis,3,20.69311660214485,4.576445538100442,,61.13601315825707,3.5307361111902296,15.87007054008583
Hygrophorus,7,13.988552761995734,5.20495700230329,509.48184722909843,66.74353658032327,-6.482852202315034,19.91238879647452
Hylocomium,1,,,,58.18926207047086,0.9719597589206876,10.132468151501508
Hymenochaete,1,,,,60.268764743192484,3.3377790615364957,18.565866786683983
Hyoscyamus,1,,,,70.06528430061668,-1.555248549200114,14.789795721563866
Hypericum,8,12.139845352973413,5.189689987344557,371.195810095689,59.1830963104634,-1.1082893530766866,16.520620016807925
Hypholoma,3,15.519106942746808,4.7022122921011595,,58.315758664011355,-0.6051904788987867,14.31443128374508
Hypnum,1,,,,49.160806921445634,-1.2473493236660151,6.000324337802729
Hypochaeris,2,18.71237619695701,0.0,,58.214280659185775,-4.844862988204711,22.9419262037116
Hypogymnia,1,,,,65.83626364158306,-0.43754965075375557,19.065546357265877
Hypomyces,1,,,,55.31060522324606,1.7482991049398922,20.400248990389922
Hypsizygus,1,,,,62.77146078293234,-11.757363141847511,21.45895783590288
Hyssopus,1,,,,49.42330853751555,-2.9833527929951784,15.207441629357312
Hysterangium,1,,,,63.61572043837572,1.0134346921589175,25.933402539791885
Iberis,2,12.35389756165035,0.0,,50.1352080543131,0.10042240539609965,10.525864540537718
Ilex,1,,,,64.49839645389562,-3.22386287233386,13.65211858927075
Illecebrum,1,,,,59.23436963843976,-1.8505051158063521,15.023294065202808
Imleria,2,10.544082703831466,0.0,,74.56828874824716,-5.313029173723259,22.8541824382507
Impatiens,2,4.14468289101121,0.0,,65.60429866892188,-2.201501808206585,15.75579513379455
Inocybe,5,14.266085583737418,5.436284101126288,194.67121384819944,61.01082529795728,-3.265111485981995,17.11860861099458
Inonotus,2,34.54573441643976,0.0,,57.455631874801604,6.618794866375616,27.912403522656987
Inula,3,9.07039836774049,4.367420780409841,,62.746803437220876,-2.166895171710078,13.781683127742717
Iris,1,,,,72.20969541243595,-0.8652057155048484,18.027842894398727
Isoetes,4,11.560740695356413,3.8347953206157914,78.46056708518736,57.30393429483525,-5.444944672813325,17.609287502433368
Isolepis,1,,,,70.40065551377214,1.2046269025629557,23.658842232176568
Isothecium,1,,,,52.812370490900605,-0.5882632428553634,15.206329500699418
Iva,1,,,,72.8630122823294,-3.0489495647451204,19.453713718267768
Jacobaea,7,12.03160280399857,5.704316476885671,212.37513917018939,59.00414262387004,-0.8900704533716113,13.671453988597513
Jasione,1,,,,53.672412022315356,-4.763444594324966,13.142944535502753
Juglans,2,8.754012746630206,0.0,,71.42848610077706,-1.3694423190128875,15.826481535534619
Juncus,20,13.029384765372436,6.45136098537631,2079.238466931239,59.09382550115083,-1.1737200809728068,13.74263126250533
Juniperus,1,,,,55.92956979532708,0.13803204890668308,10.442375685492708
Kickxia,2,2.6554315685472405,0.0,,54.81099943491667,-1.7687619849106377,16.316303991471592
Kindbergia,1,,,,58.90021179603285,0.1394957829002621,13.544854351396175
Knautia,1,,,,50.430361643554804,-3.825356395937641,21.087761727856474
Koeleria,1,,,,59.6762023142409,0.5627246302216058,9.786382585258513
Kretzschmaria,1,,,,57.572693599188995,-2.33529195579368,14.206881233946259
Laccaria,1,,,,63.595245707580546,1.510728618556912,18.863462207506004
Lachnellula,1,,,,64.04811151372495,-8.587173223146902,21.96657005318368
Lacrymaria,2,19.38466467920715,0.0,,60.58599797016784,-1.4598682503303424,16.659920516270397
Lactarius,17,13.379747848710695,6.761905995789312,1506.2176139293806,61.340475593286385,-2.132713439470886,16.158391046579663
Lactifluus,1,,,,43.88490492499277,-2.43347768721657,16.515868119118693
Lactuca,3,13.869651568708726,5.848705416356478,,48.745732072683744,0.20777685337361518,11.436886039489757
Laetiporus,1,,,,49.091096956501374,0.11810564373739846,4.206281189366081
Lagurus,1,,,,68.13065310916308,-0.4163581484695402,17.062775063681244
Lamiastrum,1,,,,68.83571186292386,1.8341901918370536,23.14363831206124
Lamium,5,6.687877934216276,2.924931326661396,13.594804032786708,65.90868602128766,-3.4476948472967823,15.676800867802722
Lamprospora,1,,,,58.719345186373644,-10.009952199495938,21.61751326446851
Lappula,2,3.3869608138754557,0.0,,63.32439768033325,-1.133850136666683,18.079613084889942
Lapsana,1,,,,46.97380145808344,-2.4278229972621936,12.555025147683024
Larix,1,,,,58.568802641266565,2.7850633927582327,21.672327618943143
Lathyrus,9,9.827805195448619,5.694913180547621,307.4971763952892,59.86870678822548,-2.0310074652663372,14.199546856309144
Leccinum,2,21.2981483328514,0.0,,57.556669334362525,2.520831937007787,17.824537590989173
Lecidea,1,,,,60.762182361250396,-1.0918109654388717,16.38042538450917
Leersia,1,,,,68.02841503969944,-1.276442990060987,15.770024321516011
Legousia,2,14.550199577070298,0.0,,58.86760048492438,-0.11899574370101007,23.1438923334813
Lemna,2,7.499608086101337,0.0,,61.0813955492065,-10.704636109910403,24.07437239958478
Lentinellus,1,,,,64.27897538425096,1.21674880224761,25.998119548199732
Lentinus,1,,,,60.65322188508132,-1.7295095003906902,15.674965501081832
Leocarpus,1,,,,53.918391153835536,-0.3058325350450282,16.58577111512128
Leontodon,3,10.897428447377322,3.8169166205941703,,63.25688022194643,-2.834182598054598,16.042937257642507
Leonurus,1,,,,49.68788546027772,-1.5916276636273032,12.291199042188456
Leotia,1,,,,46.485216085859726,-9.288533680543862,7.422930926365918
Lepidium,10,16.673012290931656,9.098093797976421,1688.9540207156626,61.059377772242755,-2.4077404364561428,16.985127842273705
Lepiota,2,16.841316582424714,0.0,,73.56749144597094,-6.1410359604281615,24.14574289314813
Lepista,7,14.39491289105735,4.941856625244209,769.7924305641893,55.53802090591761,-2.068684917287152,13.99032388589158
Leptobryum,1,,,,67.39983956413585,9.737411481795498,12.207700946779333
Leucanthemum,1,,,,53.54144285762648,-3.1723834819307006,16.770205024952407
Leucoagaricus,1,,,,58.97321146708857,0.27411518121704703,9.362391762472226
Leucobryum,1,,,,59.496354795098824,-0.20137535156652497,27.321075261056926
Leucojum,1,,,,59.75058973467726,-2.3409339402335303,15.045681928983825
Leucopaxillus,2,4.561125720362394,0.0,,53.80870643400394,-4.343744314269774,17.691977440055823
Levisticum,1,,,,55.71388857600047,3.911893974363018,19.58957610521226
Leymus,1,,,,56.28159020128287,-4.05133556446994,13.436256809977921
Ligustrum,1,,,,59.05242329775177,-2.778904376465345,14.846667218218933
Lilium,2,3.6357396514506823,0.0,,59.05046720652082,1.7492180984484944,12.501446287099746
Limacella,1,,,,57.47326610705589,1.093547082712369,10.206723962149049
Limonium,1,,,,59.94936899194536,-4.603374220707078,16.144031480889062
Limosella,1,,,,65.8910323039841,-1.971449207418059,13.837799710823699
Linaria,4,18.152244940383838,6.773555547696615,155.4463253874847,65.37399242660832,-3.2646955167457348,15.219416613841531
Linum,1,,,,64.54725593064312,-1.4140883835846931,14.983871860268906
Liparis,1,,,,62.69395961225197,-2.72889589406342,16.91875248687472
Listera,1,,,,57.817836308709815,-3.8131679931660356,21.09994563263833
Lithospermum,2,11.322101585296629,0.0,,53.20796518506709,-0.5763076393608373,9.775581235835508
Littorella,1,,,,68.86506280672808,-1.2279853556482736,16.75967557315842
Lobelia,1,,,,67.0751727496826,-1.2689740897728743,16.432354432604214
Lobularia,1,,,,68.50928990344357,-2.2113738936076013,13.922543252927442
Logfia,1,,,,66.9564382042928,-0.348243140074034,12.162524433437241
Lolium,4,13.422990129000139,4.274008267493915,105.76744550588022,62.111229078746916,-1.0814297638637855,17.432936758066298
Lonicera,1,,,,62.42544284497052,-2.798185869279486,10.600435270743958
Loreleia,1,,,,53.72884379428723,-1.1630981954917563,11.975131694974745
Lotus,3,16.584924881554297,2.9617665567043647,,61.88567534183592,-5.634622334261981,17.175159336339284
Ludwigia,1,,,,51.76740470349657,3.9877155773588653,16.60587184283442
Lupinus,1,,,,66.1025139452804,0.4583594503152567,7.494487188010029
Luronium,1,,,,54.94290689714754,-7.300728370708068,19.24380844996218
Luzula,5,9.49801842999925,3.5417172206033882,55.88610017283479,51.73319058024709,-2.117421850116055,15.300604196803478
Lycium,1,,,,65.57953939428063,-0.6275523081221003,11.26796715351053
Lycogala,1,,,,50.81109111683901,-3.795491276059827,11.429325574054483
Lycopodiella,1,,,,63.274229621366025,-1.6895518021881255,15.960955484740008
Lycopodium,1,,,,65.06075382066017,-3.4599594595741783,16.85845679147873
Lycopus,1,,,,58.092181407787,-4.317939972074108,16.390636509936602
Lyophyllum,2,30.111714457956367,0.0,,56.1513270381424,-3.1780442662219475,19.41190156554446
Lysimachia,4,10.334836424257198,2.176265644156945,19.02221106220821,56.56223462176542,-2.6429214355618784,13.78514458753769
Lythrum,2,10.538294947646772,0.0,,62.25918327669111,-1.316286904147355,16.876906367511577
Macrocystidia,1,,,,51.31687201388146,1.7387057353766553,13.679997348753695
Macrolepiota,3,7.779976489655433,1.225613375717729,,58.71747923451386,-0.5877801916225716,14.385854866690938
Macrotyphula,2,20.930492992827084,0.0,,60.81507646884083,9.603544455309867,23.714721885325183
Maianthemum,1,,,,59.37345946708395,-1.18301680428878,13.573576676625741
Malcolmia,1,,,,67.21880982737582,-3.267854226802285,23.084491039004455
Malus,1,,,,58.45042929380314,-0.05597391461119778,10.86389207092672
Malva,6,9.512834435178103,3.57212612692404,139.0036517956497,61.811529813546585,-1.4037746808749145,17.157540223439963
Marasmius,2,3.5558468990664163,0.0,,57.464771377106636,-6.567469242598611,14.612525460187479
Marchantia,2,1.8202888733478797,0.0,,65.42818662373293,-1.6785903971329168,18.74808115079854
Marrubium,1,,,,56.79437610810842,-1.424686006970138,13.604972413125576
Matricaria,2,3.4069480508936256,0.0,,66.61635297196102,-1.7384181332401072,17.031916991869497
Medicago,13,12.994741730462462,5.299180638272573,1706.6167540337285,57.790523976499905,-0.46240377168628377,18.176392417622097
Megacollybia,1,,,,56.41317537563805,-0.28830814186619536,15.127172235902318
Melampyrum,2,11.814327669515569,0.0,,56.621611576335425,-5.294727016265762,19.61525684456599
Melanoleuca,3,13.23695596548761,3.6586362557927807,,60.02606478950608,0.01142968250032559,16.621335643129296
Melanospora,1,,,,68.73741614985154,-0.8667120999808458,11.943390481460181
Melica,1,,,,70.53859994303303,-2.100374428524693,11.786681192529466
Melilotus,6,14.959724915932657,7.5049225234140975,405.78328198398845,58.57219130593309,1.628444921900062,16.812931859207886
Mensularia,1,,,,63.01517624154559,-6.246263420765625,20.557420744662068
Mentha,6,13.806957823703714,7.35312167217582,160.11537754365503,51.994065776879225,-0.16953074275043173,14.90292049753531
Menyanthes,1,,,,56.644950642009064,-3.8987657414602386,15.914842187752825
Mercurialis,3,11.355093466863574,3.33224566217491,,55.14206852142671,-0.5936526647916612,11.333289436582325
Meripilus,1,,,,59.850753762151136,-9.625336881727637,17.502321668177945
Mibora,1,,,,51.073569839555,-2.1140847611276286,15.905566449884171
Milium,2,8.948664720599483,0.0,,55.86616136430245,-1.562927355488068,11.915258182873732
Mimulus,1,,,,63.50437877322141,-1.6367410973058028,16.486741520888625
Minuartia,1,,,,62.61770045016638,-1.8002646321214157,13.713872298434197
Misopates,1,,,,53.145683519322745,-2.126038220022601,14.379542475734063
Mitrophora,2,29.752048719972965,0.0,,72.28116715328262,-0.5608968351649049,13.204224355875132
Mitrula,1,,,,62.328711926295604,-1.2882177093816813,14.63823345179581
Mnium,3,6.455386339546863,0.6079347631359079,,60.518027532874186,-1.744133758156141,16.732069772864545
Moehringia,1,,,,58.50637827626063,-3.3970922388325606,19.644079362538243
Moenchia,1,,,,58.57714929737905,-11.122224383880916,20.03723420345316
Molinia,1,,,,55.1036623309199,-4.365284267064671,17.18435028904043
Moneses,1,,,,55.60197771672739,-9.928989041341527,16.47942574412614
Monotropa,1,,,,63.73596665259474,-1.0837167232818474,15.04341538813579
Montia,2,16.388154846187586,0.0,,62.152031373002316,-0.4209217279457285,13.190075182279966
Moorochloa,1,,,,70.94126768492352,-11.5483430015753,30.77203339824266
Morchella,2,6.059906801930576,0.0,,60.56289559752717,1.3069919919585251,19.927531511133285
Morella,2,5.024421190556615,0.0,,66.06893929514861,-0.7685916483401298,15.66931551261461
Muscari,2,12.783118259231582,0.0,,59.759234676303834,-2.359235186061696,16.235729314755012
Mutinus,1,,,,59.62492353014167,-0.5137612528706283,14.381866990148051
Myagrum,1,,,,61.70833919366605,1.357163204355713,15.815588416213924
Mycelis,1,,,,56.04038953703475,-4.67390486041446,12.936922616944862
Mycena,8,12.340473933761734,5.905966441056747,323.4171470278832,57.41254886803543,0.19482143502308355,17.261791672682705
Mycetinis,1,,,,65.89728658313103,-7.848806201012775,26.627897224567057
Mycoacia,1,,,,66.59855660755986,2.101429258981568,28.670666558695572
Mycocalia,1,,,,58.531565861456954,-4.656758478091571,19.831544253080317
Myosotis,6,6.836879150481433,3.751413242095237,6.201161545568715,60.375421838391816,-2.1757191509475593,15.609692114378333
Myosurus,1,,,,68.70236507657461,-1.6228047149188072,16.238428328388924
Myrica,1,,,,51.188269740641246,-2.1345751243392233,15.013764386419663
Myriophyllum,3,9.600791108131723,3.169037102326134,,63.873662593773034,-2.9111036434318542,17.568000516480584
Myriostoma,1,,,,47.74057868860266,0.3092728023499678,8.361063206142116
Myrrhis,1,,,,59.038104377551846,3.2199566224435596,16.305501933635473
Myxomphalia,1,,,,54.01420812578475,1.0139209581570159,10.669227084977598
Myxomyxetes,1,,,,61.29463536692016,-15.72050988792053,27.029371103591295
Narcissus,2,10.235958195491357,0.0,,65.85397278095999,-1.1015380267469757,14.824027942300047
Nardus,1,,,,56.59892057129866,-1.6904953321829024,18.152335658812422
Narthecium,1,,,,47.827922187422956,-3.3080958198742367,9.692722060692711
Nassella,1,,,,64.48825563871384,5.2037594832149345,33.971766606256466
Nasturtium,3,11.98173827842392,2.206144027667804,,59.94982496482845,-2.335388570454603,18.460200451306434
Neolentinus,2,7.919057075934727,0.0,,60.900487854441245,-0.5491439165843093,16.876242819649633
Neotiella,1,,,,64.25978417369033,2.173212444172451,21.45003503748474
Neotinea,1,,,,66.63313690315906,-1.2747402859695578,17.36974806345951
Neottia,1,,,,68.97301999176995,2.500935705282002,16.872408910751936
Nepeta,1,,,,68.01114582978884,-1.6044886843750756,14.624201979097382
Neslia,1,,,,55.73395298339998,0.515118873360473,23.12177232131348
Nicandra,1,,,,64.16915644837164,-2.322326010861223,17.80371632813734
Nicotiana,1,,,,71.31063407973394,-1.3085383469667007,17.290798093012576
Nitella,1,,,,71.98225162391421,-3.3647758921899618,20.010426110861523
Noccaea,3,13.178720594184222,4.732053451238355,,58.342939812022436,-6.812867414787643,19.211422286149148
Nuphar,1,,,,60.1537957620404,-5.947418009023932,37.945466029693954
Nymphaea,1,,,,56.605974249819994,-7.254319660335678,12.947323895780622
Nymphoides,1,,,,73.34461342328933,-2.972964670386014,27.715054067229758
Odontites,1,,,,61.73638336647093,-6.632403063737275,20.721541963856893
Odontonschisma,1,,,,49.801473043542074,0.2364594372396629,13.617991407266874
Oenanthe,4,11.498031705742578,3.927064943032284,3.3003790705248566,60.68110275335531,-2.260548613205133,15.75714560876644
Oenothera,3,13.11251125167881,8.04846610799021,,46.885168886083065,-0.8102530575102891,14.893391670156948
Omphalina,1,,,,62.61570306500967,-9.67936781895257,28.064209048141482
Omphalodes,1,,,,55.991305922684504,12.789768611987279,33.27461403400345
Onobrychis,1,,,,55.85474625426507,4.236622915102984,21.480802672990905
Ononis,2,16.63323456065498,0.0,,55.95146837978264,-1.669378988517464,14.495955744210457
Onopordum,1,,,,55.35298125107623,-2.0387893840633304,14.285468545825399
Ophrys,2,7.396967937510154,0.0,,66.81533313478783,-3.626126605994199,25.92900829046505
Orchis,6,10.018806466822008,4.087271204362204,163.34190696999428,60.496751574939765,-0.14476427946120668,15.573035150055636
Oreopteris,1,,,,60.39893424977938,-1.3515931871349933,13.071505157634409
Origanum,1,,,,60.340569327384145,-5.521449250723402,22.366796452527407
Orlaya,1,,,,60.23516868280079,3.1919915678673454,16.996783897474863
Ornithogalum,2,9.238283645899722,0.0,,72.86256472012587,-2.0013779706835777,19.538558971958274
Ornithopus,2,8.693771276502014,0.0,,57.983466807174494,-2.1006748262204447,13.804580580649507
Orobanche,10,15.260137498275261,5.955772834151812,1463.3932250211385,64.33359685648173,-0.8690936438135709,19.187618624405424
Orthilia,1,,,,71.02645509820452,-7.037028486245996,27.432714679678504
Orthotrichum,5,10.747597065981832,5.744448840356347,18.84023836224431,52.423720946576374,-1.3341957914150362,8.404549791569194
Osmunda,1,,,,68.2726033681805,-5.4898520877625305,19.520114310400626
Otidea,2,30.698055945814932,0.0,,69.86508151060438,0.3122271436945496,12.069604493843975
Oudemansiella,1,,,,53.82393289365895,-3.9233526939967303,7.624414276253589
Oxalis,3,12.325114706727645,5.4457885333455724,,62.91722567925315,-1.7545566648313946,18.358036149896193
Oxybasis,2,14.422110919128215,0.0,,64.99652641840024,1.2823493967267656,24.733642838424515
Oxycoccus,1,,,,51.28039008252453,0.2487355047962182,11.710880738274767
Panaeolus,3,11.92103095164785,7.258501696710555,,63.49001746817589,-1.812387983563236,18.544582247685277
Panellus,2,14.685842759891807,0.0,,63.232777548111486,-3.6872258890972613,18.41990360071842
Panicum,1,,,,57.713353860922496,7.313619016805434,17.30255469498294
Papaver,4,6.973612251975933,3.7945577568660425,5.100205200444213,62.05631406686487,-1.9846367975519843,16.573584770514582
Parapholis,2,8.573446093084048,0.0,,67.47730506359903,-5.977238097200656,16.464503854147836
