,Agaricaceae,Amanitaceae,Apiaceae,Aristolochiaceae,Asteraceae,Auriscalpiaceae,Bankeraceae,Boletaceae,Brassicaceae,Caprifoliaceae,Caryophyllaceae,Cladoniaceae,Clitocybaceae,Cortinariaceae,Crassulaceae,Cyperaceae,Dryopteridaceae,Equisetaceae,Fabaceae,Fontinalaceae,Gomphidiaceae ,Grifolaceae,Gymnosporangiaceae,Helvellaceae,Hydnaceae,Hydrocharitaceae,Hygrophoraceae,Hymenochaetaceae,Inocybaceae,Isoetaceae,Lamiaceae,Lycoperdaceae,Lycopodiaceae,Melanthiaceae,Onagraceae,Orchidaceae,Orobanchaceae,Papaveraceae,Parmeliaceae,Plantaginaceae,Poaceae,Polyporaceae,Polytrichaceae,Porellaceae,Postiaceae,Pottiaceae,Pucciniaceae,Ranunculaceae,Rosaceae,Russulaceae,Salicaceae,Sapindaceae,Sclerodermataceae,Serpulaceae,Squamanitaceae,Tricholomataceae
Hymenochaetaceae,14.11408038732926,13.555163641758272,10.819148620933742,6.774664261457582,11.31953463364163,22.272318660872738,15.464473694806705,8.654170356353841,13.390624868165268,14.097858927691675,14.518428762693961,11.667460665321919,13.155983253625449,12.379655871194565,10.959379540149007,8.180758643914016,9.265092820446005,13.242910608529685,11.603454137060517,8.854957743542979,17.06712447328084,5.192101399381041,7.836554927740159,6.413195677664209,22.170937419312363,20.301777184223944,20.09004403862716,0.0,13.412299224554014,12.450697093593103,17.162822728605835,14.508280013727711,14.04838394601555,7.329431329528296,14.547606575696172,17.557591689922013,16.93149365006948,5.28902661671906,16.84229948818831,10.72530199328169,12.117294986766462,8.462951430887747,13.048819942792068,14.077646736469397,16.007104651073213,7.263712821479469,13.268099606865364,13.449697884152476,14.65844937394034,11.94967178710759,9.742526482678075,14.040498107379545,18.134799356604564,19.40193526018763,11.998141885353986,13.797299823467554
Inocybaceae,4.791552790649336,3.4380326672934687,3.688238456207566,9.069435560846756,2.5222645885599833,10.469650954721308,5.650918055555144,21.219984641212793,0.9336536713024673,4.161037068591046,3.6971594734314843,3.1523444345714853,3.9408862803710263,2.5227903626894856,3.090113287773945,5.313105594474236,5.188289000521715,2.7107856267810844,1.9675831825415537,11.491278706723438,4.4131471144839525,9.835227152569262,7.7258367135013675,8.99060508041151,12.045467991383058,7.517813206961422,7.143041487300352,13.412299224554014,0.0,4.328218964648379,5.577431833573326,1.4512406780246667,2.9909109330016856,7.933314722404712,4.935148442257508,5.969508884691425,4.589391546351518,10.236467784470761,6.85810985619588,3.609798242514538,2.763644933634929,6.559775589167016,2.591397249569654,3.7216074485341144,3.772294357016639,7.9552466908034,4.58023974364345,2.551614515430378,3.3768709451697165,1.9830779245057701,5.606391808660277,6.372696700983117,7.449233442163268,8.948559475490425,7.448177076077416,2.5485960544522728
Isoetaceae,8.855706782086273,7.290068176265185,4.942945964920713,6.48357277331787,4.813279820453676,12.782873747588352,5.9448234289200474,19.086257211240316,5.166775605841396,8.341817140592369,7.845709072135377,6.440120813579161,5.5144775515116216,5.129525330637285,2.8272037432963595,5.53815723719031,3.49534940253873,6.718802915427718,3.3049471031274846,8.881534570996223,6.379501889432614,9.693834210287035,9.106696132962428,7.408805970579234,12.802342980591494,8.324303478402156,9.771776651080442,12.450697093593103,4.328218964648379,0.0,9.839933410835942,5.675157573069878,7.243231346525585,5.761043678812348,9.034788542275901,10.221643951832336,8.534969097823252,8.09847977978323,10.574943160831607,2.625340408816832,6.045644736858922,6.613830618612346,6.530353270135236,7.922152497752655,7.062147041235481,9.075866918735997,8.296083712588695,6.702009472804676,5.873708985513632,4.9485511126926385,5.6944131972461305,10.221879231715544,11.60418309354761,13.06536923240551,3.1721306832964564,6.791119446597463
Lamiaceae,3.6974246299134452,3.983735144790044,7.6387769460428885,14.150381279920104,6.624248915528636,8.580498754860683,8.515234181727985,25.558594213085584,4.873848054001295,3.1716257565856867,2.8777536959696843,5.567554313330111,6.994798776542271,6.071457163863299,8.335109968372544,9.50829595425568,10.318474358375642,4.107520142572022,7.2698059941188555,16.176172804899625,6.476668372460095,13.38135709198692,10.233787962869409,13.430853820878527,12.230571302669514,8.921000461518986,6.312216316441379,17.162822728605835,5.577431833573326,9.839933410835942,0.0,4.195916452655375,3.3437329393650987,12.8576717793641,3.5051788570389664,1.085033580635938,2.1103349371299105,14.989124039376762,4.982094001092741,8.880528335994335,5.688324110993286,10.259288030707054,4.530563410924825,3.0865238852161636,4.143500222954748,10.68071609504978,4.825040174995782,3.9781132034996434,5.634405457589103,5.980312623451522,9.480538223796081,4.941827830743744,3.36276604738061,4.61668164435696,12.970217785325886,3.6554937930943745
Lycoperdaceae,4.006014652615909,3.0002984294645696,4.663011995901022,10.471157915338045,3.4589364988839275,9.687015115116182,6.0941989440434,22.4850911686578,1.1556594214987759,3.3275689929507677,2.8177314391783987,3.4053610119247084,4.495263203289266,3.1758209679985643,4.492191572792606,6.435254501529932,6.585117147056775,2.336583526147081,3.359902858537173,12.808996461610061,4.010454101584207,10.772797050683353,8.317736968704112,10.255204007894427,11.845023121871364,7.156417003126907,6.1531594187603895,14.508280013727711,1.4512406780246667,5.675157573069878,4.195916452655375,0.0,2.120708958693594,9.302913163975843,4.051709864729906,4.557966163800982,3.321931282923616,11.576290026614434,5.8673558822107115,5.022801573102518,3.0117367956176646,7.582466435550733,2.3004188740388742,2.893510278103249,3.078858243614936,8.62722151843813,4.108343700837483,2.005867455653747,3.4220961394175915,2.782698947597889,6.642653501979452,5.700606254350821,6.147367517883017,7.637849151006919,8.827024427145261,1.8056874683787663
Lycopodiaceae,1.9678053755228702,2.1355171045483154,4.966883955272755,10.996726408485578,3.6796725028232347,10.497654961379997,7.538502257341796,22.361105784785224,2.147669813182803,1.229086028324125,1.7326045020453698,2.471512872193476,5.293258979756841,3.6644918871687238,5.419553844626156,6.349530532234554,7.2922900867083,1.3750851425534165,4.273136775915551,13.476460582857182,5.584510311268189,10.170669276766949,7.234062486482714,10.486784963422316,13.060426197178915,8.978459103881185,7.115170041426353,14.04838394601555,2.9909109330016856,7.243231346525585,3.3437329393650987,2.120708958693594,0.0,9.809069415760586,2.120471242969391,3.665927338549543,3.493818190083099,11.849460003473176,4.824885191528886,5.978692031289605,2.375224138185734,7.563885598730375,1.2030295013647576,1.0253089891252791,4.0399338898740345,7.633674759420493,2.380302874286271,0.6787257600165464,4.528893425958218,3.0597546911912934,6.913476921838799,3.682867659975353,4.961489785091328,6.472841936636044,10.292685500447206,0.5056837526863909
Melanthiaceae,10.852289527189383,9.115092495170016,5.407174859263755,1.666859945210491,6.234513287772634,16.264814815699864,8.757182264425191,13.842421916200916,8.248885780926324,10.400183945128616,10.116627074636128,7.661360866245135,7.231173020461087,6.978826589690508,4.870292129285768,3.8842471389351463,2.76867618736434,8.806529924616797,6.010107200307041,4.40963570486774,11.526620127704405,6.774363967746725,7.586749137497591,1.8996285848747354,15.63411376746885,13.97174084772574,14.805870267229277,7.329431329528296,7.933314722404712,5.761043678812348,12.8576717793641,9.302913163975843,9.809069415760586,0.0,11.241164518291386,13.408312444173328,11.878651926986468,2.546497831243804,13.642397881623776,4.408876642977151,8.11692145588347,3.863415039976897,8.893332040814569,10.059489160943427,10.375073965689737,7.217495472081932,10.172933429105754,9.133511980559128,8.74601747299013,6.885735531435327,4.2343891960531765,11.6826300676879,14.666106032640736,16.151616592855678,5.201286143270293,9.376199558234415
Onagraceae,0.5073941931111499,3.754109879456884,6.705735905625138,12.316577574319357,5.413527063023202,11.79084857923925,9.629431581769046,23.018320517683453,4.173765557390624,1.4515045208818018,3.1837714930514385,3.730258599715802,7.298804342210033,5.624433913439102,7.190393689954161,7.528623107982061,8.881633581526117,3.2171987320027315,6.017404627327671,15.091625648630876,6.659465664112518,10.342990895849272,7.1027305880662395,11.82047968910012,14.822021044771137,10.239230206328918,7.555067000720801,14.547606575696172,4.935148442257508,9.034788542275901,3.5051788570389664,4.051709864729906,2.120471242969391,11.241164518291386,0.0,3.355509920179551,4.717384216956389,13.041237223037065,3.3723634793804984,7.738930302704153,3.3360433431815486,8.955702542076217,2.566081635220134,2.169559160512024,5.880421017642332,7.606287742926291,1.477784888333674,2.5650336650205126,6.581069209684657,4.899050694465077,8.545287661084632,1.8004612550496815,3.6320256664961352,5.025041514586767,12.032229253506976,2.5973246432539465
Orchidaceae,3.6792787361687878,4.758705037339255,8.331077074072725,14.62494901257486,7.1980702608941405,9.28430874176915,9.359039361404408,25.967064600919546,5.32001988249083,3.4799019849116632,3.6616003057929927,6.034841273914609,7.860219323717575,6.790246450534981,8.840496547135164,9.995815236475648,10.833389482798673,4.689851483627721,7.692243076038923,16.888204764887547,6.28912566277218,13.544238484071755,10.378191430718388,14.055493345693586,13.081280401942527,8.858918219058173,5.796692135958646,17.557591689922013,5.969508884691425,10.221643951832336,1.085033580635938,4.557966163800982,3.665927338549543,13.408312444173328,3.355509920179551,0.0,2.9592375708818945,15.500887917745855,4.099720243702215,9.39361766636895,5.857034276793723,10.968522911530975,4.7624368126326555,3.5941356532110293,4.999236906453125,10.854492282804165,4.731623201730698,4.337485294890308,6.486754321759602,6.540737606096784,10.22918353977297,4.742956418742585,2.3508870591562054,3.6245574783216834,13.381827035748945,4.0506268927964095
Orobanchaceae,4.777876493782286,3.4951759731824774,6.633612251445502,13.23829295895462,5.819282953811704,7.1229660288409535,6.518571988337524,25.099977096182226,4.051898760364809,3.887513809603429,2.63202228204252,5.38031240400491,5.447650042888257,4.94827058606775,7.260751315388325,8.940223593679866,9.29820472019369,3.7583523926681206,6.353335808162864,14.897324653317119,5.780719446161363,13.462153741025984,10.601522071600343,12.526210501270748,10.329285169452247,7.729436021337939,6.152022954119961,16.93149365006948,4.589391546351518,8.534969097823252,2.1103349371299105,3.321931282923616,3.493818190083099,11.878651926986468,4.717384216956389,2.9592375708818945,0.0,14.179850014514193,6.45320533601502,7.765462722530563,5.6824030196627335,9.411113694989334,4.567320708299477,3.4010864355324792,2.145752140049887,10.968381055155628,5.67403131661912,3.9049892148321246,3.8411653675762323,5.178224024745289,8.417400515136316,6.349870823783182,5.284618983875475,6.5631503941431255,11.600192616069402,3.52296421626344
Papaveraceae,12.632708902632253,11.203977404778223,7.6372908293619,1.7983916052258886,8.410911627960196,18.714376144132455,11.238045118651854,11.299159485299267,10.490453228857724,12.308232395893024,12.222904767528506,9.563276987817915,9.615168836575918,9.271122224063337,7.254064872714792,5.560191902774092,5.17204434962823,10.885826417045037,8.281078149702795,4.375360771454976,13.781868096852197,6.260524647441561,8.091472339756947,2.3360369479886223,17.984124539643503,16.372565381347755,17.078627529445992,5.28902661671906,10.236467784470761,8.09847977978323,14.989124039376762,11.576290026614434,11.849460003473176,2.546497831243804,13.041237223037065,15.500887917745855,14.179850014514193,0.0,15.404067540700613,6.832143996491547,9.989468351284412,5.530306215588787,10.867085857478779,12.05460462332412,12.780634418902434,7.595704219975198,11.856918613679678,11.17570230298216,11.179922136230557,9.079673497636051,6.332752210581863,13.208940502523044,16.577650926672618,18.023176878079862,7.061805622612256,11.457489744290234
Parmeliaceae,3.8483200293719317,6.832304733075772,9.551737788383264,14.491711795650989,8.126724406547451,13.125097713863841,11.875434945749625,25.109740594872036,6.417973114055905,4.690041649614769,6.072737222127571,6.7163504635742814,10.03880850175908,8.393874727042729,9.43864753405368,10.135410090985497,11.179766744480164,6.174976443354903,8.149254761671946,17.71197380988976,6.354254894408482,12.109732080460313,9.149885255000859,14.49381838814343,16.64184961809722,9.83116122804846,6.222239195981862,16.84229948818831,6.85810985619588,10.574943160831607,4.982094001092741,5.8673558822107115,4.824885191528886,13.642397881623776,3.3723634793804984,4.099720243702215,6.45320533601502,15.404067540700613,0.0,9.967055916703865,5.57891875442965,11.937694328397185,5.10908259092977,5.264492402722288,7.983361995325914,9.682065526657693,3.914089027009528,5.281731555779628,9.002166510374282,7.566988890044384,11.47592712578302,3.925799194130339,2.647552321336222,3.4539706166790176,13.579347397502522,5.254911977319032
Plantaginaceae,7.4382869767066015,5.57462292013628,2.511446074787052,5.593631217097497,2.6708470306312875,12.606320749689896,5.688878924433583,18.031884350975837,4.081022553536018,6.85570144076541,6.3881692081803365,4.461510439772757,3.9840427489027554,3.280072591961066,0.5598291617841262,3.118875764931547,1.6622719427530264,5.112787933561342,1.8300295415767605,7.988117817238448,7.288375893277411,8.098068944017859,7.134527750061427,5.661338176988052,12.86642525555973,9.86103098348492,10.464330864966566,10.72530199328169,3.609798242514538,2.625340408816832,8.880528335994335,5.022801573102518,5.978692031289605,4.408876642977151,7.738930302704153,9.39361766636895,7.765462722530563,6.832143996491547,9.967055916703865,0.0,4.651917530276101,4.135777484702786,5.187749051409792,6.423442877361896,6.325344100119995,7.091822208722208,6.919167184790141,5.337278951673281,4.907686187124881,3.0925145320034098,3.2926792961929574,8.684873237260355,10.812442985052089,12.321966112714247,4.758466933856747,5.501800297544446
Poaceae,3.0798324224504996,3.4945491344151436,4.266296378160174,9.104468645043116,2.832956009610507,12.433282606258903,8.057154463209285,20.314934788317263,2.3498528664095493,3.000589566496136,3.769643827914031,1.848648683558966,5.610187120497526,3.667404686557067,4.137624071625439,4.6287388428327345,5.700943762175977,2.4765005479919533,2.980701546249887,12.147751107065814,5.8922722511811365,8.001743053527752,5.379835993952214,8.945347933639814,14.415107513670522,9.644186748295233,8.235455444557301,12.117294986766462,2.763644933634929,6.045644736858922,5.688324110993286,3.0117367956176646,2.375224138185734,8.11692145588347,3.3360433431815486,5.857034276793723,5.6824030196627335,9.989468351284412,5.57891875442965,4.651917530276101,0.0,6.508612272519021,1.1731132112943627,3.0319726292376727,5.64028552956566,5.726487171524782,2.3055896729495142,1.8531124481709595,5.450342201811922,2.4984319546931486,6.0846154608157565,4.203287659286048,6.645347249577063,8.098037602431175,8.864198789661785,2.2057650702322102
Polyporaceae,8.498357298368008,6.281486249890989,2.9719513555657393,5.425886248492557,4.168973596957552,13.87933550985839,7.2674244992494526,16.129327950921027,6.461126491712011,7.8631533307065045,7.382716539827066,5.2660200804384605,4.836854344785211,4.622881999550043,4.247731900710775,2.6602863715283944,3.4952420142089418,6.3162690905392544,5.0690139611914695,6.532478485220136,10.881914362856445,7.39475487336198,6.519020029925262,3.446863354058011,13.831249498835291,13.539044015515742,13.673562957562915,8.462951430887747,6.559775589167016,6.613830618612346,10.259288030707054,7.582466435550733,7.563885598730375,3.863415039976897,8.955702542076217,10.968522911530975,9.411113694989334,5.530306215588787,11.937694328397185,4.135777484702786,6.508612272519021,0.0,6.92905877114134,7.460232279948878,8.05863835079561,6.3255289976745015,8.17331581432875,6.95569529505115,6.521607031948362,4.8346607802670025,1.4012910136901187,9.322094502972076,12.39380293746683,13.856825323630193,7.640174700602093,7.165137636026071
Polytrichaceae,2.3304450098138223,2.634320338353382,4.444024806046349,9.995154570286196,3.028950634422614,11.43818704301646,7.6823883858131365,21.309763407362382,1.881779757411179,1.9879219288938765,2.6862909582408827,1.8145606629146307,5.29457498065367,3.43800813975635,4.63720691853679,5.402211402418331,6.403155819913441,1.6022269302243735,3.4516993938995384,12.741967627885554,5.607655281367949,9.06346254380155,6.261993718518615,9.6457073174266,13.684582770987124,9.229327474701442,7.608739807417343,13.048819942792068,2.591397249569654,6.530353270135236,4.530563410924825,2.3004188740388742,1.2030295013647576,8.893332040814569,2.566081635220134,4.7624368126326555,4.567320708299477,10.867085857478779,5.10908259092977,5.187749051409792,1.1731132112943627,6.92905877114134,0.0,1.9421307002559582,4.746248238818164,6.638859584296574,2.052370601042769,0.7312993795458796,4.8440169872267305,2.494859072152924,6.3734898060468455,3.803147645702698,5.773840243062841,7.265662741404451,9.496680944869636,1.0726355276438584
Porellaceae,1.9067643813560924,1.6117740892061085,5.018931506070836,11.325887844025795,3.908706777678393,10.287927566112577,7.640953198417556,22.48261804425709,2.8042398495740057,0.7589196960679887,1.1112658162968176,2.5212053457958623,5.243247882221322,3.7496140501989674,5.874950948519122,6.516648600471026,7.659703436438157,1.3437695906123892,4.850599472034708,13.587044419375296,6.504213722939719,10.396693897841947,7.318966448901596,10.561672106536712,12.924111649541622,9.72104920270686,7.801365814716794,14.077646736469397,3.7216074485341144,7.922152497752655,3.0865238852161636,2.893510278103249,1.0253089891252791,10.059489160943427,2.169559160512024,3.5941356532110293,3.4010864355324792,12.05460462332412,5.264492402722288,6.423442877361896,3.0319726292376727,7.460232279948878,1.9421307002559582,0.0,4.047282003507235,7.72388129816979,2.691758040192242,1.3660639520320201,4.566320659773754,3.3538954063439506,6.864120247520312,3.501708767387072,4.99973766027857,6.468300733058356,10.911026553456141,1.2426057918443532
Postiaceae,5.798875892663247,3.301050936364096,5.276270457731527,11.793532472710954,4.794026177660174,6.856688535536828,4.383922319440222,23.901407421805292,3.468210875660318,4.743764404694192,3.0873409797137,5.078325227414514,3.586977109142344,3.6390884299910833,5.892154584420418,7.916438924005568,7.8575985676642555,3.649723250067203,5.268365622862949,13.076146887515442,5.865296102670907,12.956068414572314,10.454578389015142,11.046781615569248,9.032573435254404,7.495978924253664,7.118406463510871,16.007104651073213,3.772294357016639,7.062147041235481,4.143500222954748,3.078858243614936,4.0399338898740345,10.375073965689737,5.880421017642332,4.999236906453125,2.145752140049887,12.780634418902434,7.983361995325914,6.325344100119995,5.64028552956566,8.05863835079561,4.746248238818164,4.047282003507235,0.0,10.724063394509205,6.4194447435152036,4.107223029078021,1.8148162038933153,4.258772306079695,6.894121722891325,7.481545646291148,7.249536832560095,8.608935139279358,9.957314892429366,3.790206881904759
Pottiaceae,7.223775761014654,7.817406394975414,6.723582483345315,7.62823670005035,6.313246004824944,17.438865850478006,12.014976026775527,15.714780485623363,7.682373553774432,7.510914361654836,8.490824179454348,5.681859490787762,9.160751138576286,7.562301288220917,6.944478800634539,4.38005374197627,6.651904246625328,7.2620072601824734,6.760848735122024,11.18445127394558,11.269167574657734,3.0036644131402332,0.5830909201370331,7.308300445739703,18.78923280704679,15.05612156077501,13.766715763032174,7.263712821479469,7.9552466908034,9.075866918735997,10.68071609504978,8.62722151843813,7.633674759420493,7.217495472081932,7.606287742926291,10.854492282804165,10.968381055155628,7.595704219975198,9.682065526657693,7.091822208722208,5.726487171524782,6.3255289976745015,6.638859584296574,7.72388129816979,10.724063394509205,0.0,6.267730632646432,7.157450083049109,9.983912873731025,6.6686542863185245,7.10436918648496,6.9386818936197585,11.062012008471866,12.25363526525626,10.507026546997771,7.537831826978671
Pucciniaceae,1.294201036370358,3.983797496856909,6.115360537612355,11.14224172646701,4.771360076347057,12.770736440367557,9.686460147808093,21.68703535388979,3.9227167384584662,2.1000801284901267,3.7898984064515053,3.069917644066605,7.189199130965002,5.326950735720106,6.397473356252281,6.4454386199506954,7.908476434561378,3.2009762892367877,5.24831690115058,14.189597839435798,6.712889874281475,8.92513623776318,5.769290324769292,10.800458999946919,15.432014602889073,10.537728115805562,8.175835563576223,13.268099606865364,4.58023974364345,8.296083712588695,4.825040174995782,4.108343700837483,2.380302874286271,10.172933429105754,1.477784888333674,4.731623201730698,5.67403131661912,11.856918613679678,3.914089027009528,6.919167184790141,2.3055896729495142,8.17331581432875,2.052370601042769,2.691758040192242,6.4194447435152036,6.267730632646432,0.0,2.447312155905639,6.758232554695364,4.368647118170729,7.889582692952029,1.9766431402641367,4.9088494792722495,6.248710901774926,11.155749303130895,2.6784603849453386
Ranunculaceae,2.330066226069385,2.0084258001058064,4.362260190558955,10.318239836189633,3.0337854758789415,10.759967103372002,7.25838655535162,21.7247170828323,1.6901817022748997,1.643163834019748,1.9727806205355625,1.8892932268782743,4.897123435211355,3.150677947376391,4.779455855669193,5.687720355683416,6.62336278762939,1.0207695717993135,3.645247580139062,12.830955365041072,5.641302769642834,9.626787453363892,6.7875950852019065,9.828153692696125,13.073514869135517,9.075610832263889,7.4775650713724815,13.449697884152476,2.551614515430378,6.702009472804676,3.9781132034996434,2.005867455653747,0.6787257600165464,9.133511980559128,2.5650336650205126,4.337485294890308,3.9049892148321246,11.17570230298216,5.281731555779628,5.337278951673281,1.8531124481709595,6.95569529505115,0.7312993795458796,1.3660639520320201,4.107223029078021,7.157450083049109,2.447312155905639,0.0,4.3173883592270705,2.428974822520526,6.315092026144994,3.9528516377584997,5.605126022904386,7.114416404364236,9.708809206356477,0.38488964633767914
Rosaceae,6.384425045521529,3.340950188583835,3.8403012576834015,10.211851122698846,3.7449367991066707,7.845516379476867,3.0893434966121767,22.356587516228707,3.2553456113092016,5.308826596957514,3.7094370054098014,4.6431060549515735,1.841890577199959,2.4465401421207202,4.550725542256792,6.647057314502553,6.346587310644636,3.663902068871169,4.262922589014472,11.275689480207085,6.476691349926983,11.980070814149633,9.802291724253257,9.39220317958132,9.01885856548742,8.184749021905805,8.405282392245866,14.65844937394034,3.3768709451697165,5.873708985513632,5.634405457589103,3.4220961394175915,4.528893425958218,8.74601747299013,6.581069209684657,6.486754321759602,3.8411653675762323,11.179922136230557,9.002166510374282,4.907686187124881,5.450342201811922,6.521607031948362,4.8440169872267305,4.566320659773754,1.8148162038933153,9.983912873731025,6.758232554695364,4.3173883592270705,0.0,3.407801419607,5.264259444393726,8.029652617168102,8.617630514058668,10.052843634676353,8.555814607425482,4.124594119218736
Russulaceae,4.571649023829417,2.563081292653171,2.0395946917756667,8.184093250531179,0.6961790653473394,11.04142299442309,5.7847956601504436,19.96992828225975,1.6409021510193862,3.834899479751141,3.359761899237102,1.7262498743477361,3.1547014937966438,1.22224536385626,2.5590065571714695,3.8139699161349476,4.364729002503479,2.030003455567427,1.8006948738175224,10.434487125149992,6.365190620225402,8.713923734374376,6.478703764439326,7.615655442921025,12.390481292385354,9.42997803864879,8.906110833491915,11.94967178710759,1.9830779245057701,4.9485511126926385,5.980312623451522,2.782698947597889,3.0597546911912934,6.885735531435327,4.899050694465077,6.540737606096784,5.178224024745289,9.079673497636051,7.566988890044384,3.0925145320034098,2.4984319546931486,4.8346607802670025,2.494859072152924,3.3538954063439506,4.258772306079695,6.6686542863185245,4.368647118170729,2.428974822520526,3.407801419607,0.0,4.033092180542904,5.961497615599984,8.016226061828092,9.529926954712618,7.718118868511501,2.582258431397157
Salicaceae,8.121038949133078,5.560020112227851,2.002955923352203,5.876356859546879,3.41467143699007,12.642566408890954,5.877615607762259,17.257468990568302,5.577049702593782,7.364064660304163,6.639519881819132,4.856095543733457,3.53557037342244,3.590121599205999,3.380675890632258,3.0044703276414317,3.1123173733874983,5.62929896800948,4.257513101201799,6.826560642664386,9.885403447917334,8.330527297965693,7.221253835652713,4.28357736112156,12.555645750456648,12.321091819564517,12.658955479268924,9.742526482678075,5.606391808660277,5.6944131972461305,9.480538223796081,6.642653501979452,6.913476921838799,4.2343891960531765,8.545287661084632,10.22918353977297,8.417400515136316,6.332752210581863,11.47592712578302,3.2926792961929574,6.0846154608157565,1.4012910136901187,6.3734898060468455,6.864120247520312,6.894121722891325,7.10436918648496,7.889582692952029,6.315092026144994,5.264259444393726,4.033092180542904,0.0,9.173137455980806,11.823462888964743,13.31361343671277,7.001280348144324,6.471017706153038
Sapindaceae,1.7349030600987978,4.892408986424341,7.528304971170381,12.680299620433784,6.333772451151129,13.302770990944786,11.06976624265349,22.597686244704292,5.607805528791955,2.7583873966242596,4.538439173737527,4.445574432455203,8.484147746495132,6.751249694773418,8.166913434032988,7.832416609650109,9.587351800939288,4.453294331954588,7.085125767369062,15.601645228160416,8.281230019000507,9.797021992797118,6.385813524566176,12.086196784579926,16.3410969787118,11.974402028986042,9.13262642401902,14.040498107379545,6.372696700983117,10.221879231715544,4.941827830743744,5.700606254350821,3.682867659975353,11.6826300676879,1.8004612550496815,4.742956418742585,6.349870823783182,13.208940502523044,3.925799194130339,8.684873237260355,4.203287659286048,9.322094502972076,3.803147645702698,3.501708767387072,7.481545646291148,6.9386818936197585,1.9766431402641367,3.9528516377584997,8.029652617168102,5.961497615599984,9.173137455980806,0.0,4.37707886710022,5.453453018128973,13.061198710271116,4.09122574101079
Sclerodermataceae,4.097928493335265,6.480463549872373,9.910285647835938,15.737928656588664,8.63699676237681,11.402753191415153,11.543825667749129,26.593309022510827,6.835310402642056,4.547298340314346,5.480468668989009,7.190480331720778,9.861743407616856,8.525696366983324,10.255422606253243,11.074007271810189,12.148710384411663,6.2034048135608,9.01703213658238,18.43444409476521,7.200258317016872,13.756534352900418,10.526852100172036,15.339226160569373,15.380885992515417,10.049183641875802,6.291429104097783,18.134799356604564,7.449233442163268,11.60418309354761,3.36276604738061,6.147367517883017,4.961489785091328,14.666106032640736,3.6320256664961352,2.3508870591562054,5.284618983875475,16.577650926672618,2.647552321336222,10.812442985052089,6.645347249577063,12.39380293746683,5.773840243062841,4.99973766027857,7.249536832560095,11.062012008471866,4.9088494792722495,5.605126022904386,8.617630514058668,8.016226061828092,11.823462888964743,4.37707886710022,0.0,1.518001073275339,14.740776663557986,5.437736047471275
Serpulaceae,5.482048177957136,7.935579046427284,11.4136958326202,17.201602637009334,10.145839776979953,12.147344592953498,12.942946379676563,27.881014905363628,8.349826444080067,5.996167457368809,6.925240275132211,8.658983933510662,11.333603821415375,10.031971398022204,11.765683914340714,12.526893039367307,13.649041368094197,7.700666858929188,10.520880819837547,19.94068308469452,8.345340678565384,14.954259610506154,11.701018694225294,16.80826007975331,16.389689121958114,10.949144621318151,6.9281025826056375,19.40193526018763,8.948559475490425,13.06536923240551,4.61668164435696,7.637849151006919,6.472841936636044,16.151616592855678,5.025041514586767,3.6245574783216834,6.5631503941431255,18.023176878079862,3.4539706166790176,12.321966112714247,8.098037602431175,13.856825323630193,7.265662741404451,6.468300733058356,8.608935139279358,12.25363526525626,6.248710901774926,7.114416404364236,10.052843634676353,9.529926954712618,13.31361343671277,5.453453018128973,1.518001073275339,0.0,16.199990738222564,6.95228672036277
Squamanitaceae,11.815551290618004,10.146477820361518,7.096281013143281,5.3178122141916,7.40034679777503,15.148586980171054,7.76416917566771,17.405306335144534,8.234969206967323,11.326585318320078,10.82799270595302,9.130812572034086,7.803528424807078,7.788578287602335,5.221697059474196,6.979319206132862,4.472909568516983,9.648233248940006,6.112261018638611,7.272042300682975,9.259213324868933,10.256585768087803,10.69650508676131,6.984148407283,14.251517124859754,10.613444777663263,12.660910737420387,11.998141885353986,7.448177076077416,3.1721306832964564,12.970217785325886,8.827024427145261,10.292685500447206,5.201286143270293,12.032229253506976,13.381827035748945,11.600192616069402,7.061805622612256,13.579347397502522,4.758466933856747,8.864198789661785,7.640174700602093,9.496680944869636,10.911026553456141,9.957314892429366,10.507026546997771,11.155749303130895,9.708809206356477,8.555814607425482,7.718118868511501,7.001280348144324,13.061198710271116,14.740776663557986,16.199990738222564,0.0,9.83198055845954
Tricholomataceae,2.4081718897756765,1.9088570220837546,4.507568645292028,10.582305155239304,3.2201775594463298,10.400768265566352,7.103239553007986,22.060549518428367,1.672573278048116,1.6204597448171696,1.717436736066846,2.194853467175075,4.836360202681848,3.183097334303935,4.942883066151182,5.986543544023212,6.838402456930859,1.0277678436324849,3.8147470029652366,13.011522940204753,5.493718615743452,10.006482467981026,7.167710699271173,10.075133439507468,12.78729867100385,8.84355977202759,7.228809300703857,13.797299823467554,2.5485960544522728,6.791119446597463,3.6554937930943745,1.8056874683787663,0.5056837526863909,9.376199558234415,2.5973246432539465,4.0506268927964095,3.52296421626344,11.457489744290234,5.254911977319032,5.501800297544446,2.2057650702322102,7.165137636026071,1.0726355276438584,1.2426057918443532,3.790206881904759,7.537831826978671,2.6784603849453386,0.38488964633767914,4.124594119218736,2.582258431397157,6.471017706153038,4.09122574101079,5.437736047471275,6.95228672036277,9.83198055845954,0.0
